description,drugbank-id,name,reagent-id
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with RI 624.,DB05892,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of KOS-1584.,DB05903,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with MYO-029.,DB05915,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Transcrocetinate.,DB05974,Cyclophosphamide,DB00531
The serum concentration of Tizanidine can be increased when it is combined with Obeticholic acid.,DB05990,Tizanidine,DB00697
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Glembatumumab vedotin.,DB05996,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Cariprazine can be increased when it is combined with Dasatinib.,DB06016,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Olaratumab.,DB06043,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with IPH 2101.,DB06049,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Rotigotine can be decreased when used in combination with Lumateperone.,DB06077,Rotigotine,DB05271
The risk or severity of adverse effects can be increased when Caplacizumab is combined with Treprostinil.,DB06081,Treprostinil,DB00374
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with IMC-1C11.,DB06101,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Eldelumab.,DB06116,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Sertindole can be increased when it is combined with Dasatinib.,DB06144,Dasatinib,DB01254
The serum concentration of Spiramycin can be increased when it is combined with Dasatinib.,DB06145,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Sulfathiazole.,DB06147,Dexketoprofen,DB09214
The serum concentration of Mianserin can be increased when it is combined with Dasatinib.,DB06148,Dasatinib,DB01254
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Teicoplanin.,DB06149,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Sulfadimethoxine.,DB06150,Dexketoprofen,DB09214
Nabilone may increase the tachycardic activities of Nylidrin.,DB06152,Nabilone,DB00486
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Pizotifen.,DB06153,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Pentaerythritol Tetranitrate is combined with Azficel-T.,DB06154,Azficel-T,DB11051
The serum concentration of Rimonabant can be increased when it is combined with Dasatinib.,DB06155,Dasatinib,DB01254
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Istaroxime.,DB06157,Corticorelin ovine triflutate,DB09067
Cyclophosphamide may increase the cardiotoxic activities of Rubitecan.,DB06159,Cyclophosphamide,DB00531
Garenoxacin may increase the QTc-prolonging activities of Delamanid.,DB06160,Delamanid,DB11637
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Lumiliximab.,DB06162,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Plevitrexed.,DB06163,Cyclophosphamide,DB00531
Trastuzumab may increase the neutropenic activities of Canakinumab.,DB06168,Trastuzumab,DB00072
The serum concentration of Rilpivirine can be increased when it is combined with Noscapine.,DB06174,Rilpivirine,DB08864
The serum concentration of Romidepsin can be increased when it is combined with Dasatinib.,DB06176,Dasatinib,DB01254
The risk or severity of increased transaminases can be increased when Vemurafenib is combined with Ipilimumab.,DB06186,Vemurafenib,DB08881
Racepinephrine may decrease the vasoconstricting activities of Solabegron.,DB06190,Racepinephrine,DB11124
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Nimotuzumab.,DB06192,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Pixantrone.,DB06193,Cyclophosphamide,DB00531
The risk or severity of hyperkalemia can be increased when Elocalcitol is combined with Benzthiazide.,DB06194,Benzthiazide,DB00562
The risk or severity of adverse effects can be increased when Fluticasone is combined with Seliciclib.,DB06195,Fluticasone,DB13867
The risk or severity of adverse effects can be increased when Icatibant is combined with Pitolisant.,DB06196,Pitolisant,DB11642
Lidocaine may increase the arrhythmogenic activities of Tedisamil.,DB06200,Lidocaine,DB00281
The serum concentration of Phenytoin can be increased when it is combined with Rufinamide.,DB06201,Phenytoin,DB00252
The risk or severity of adverse effects can be increased when Lasofoxifene is combined with Ospemifene.,DB06202,Ospemifene,DB04938
The serum concentration of Alogliptin can be increased when it is combined with Dasatinib.,DB06203,Dasatinib,DB01254
Tapentadol may increase the constipating activities of Ramosetron.,DB06204,Ramosetron,DB09290
Sugammadex may increase the anticoagulant activities of Lepirudin.,DB06206,Lepirudin,DB00001
The risk or severity of hypotension can be increased when Silodosin is combined with Menthol.,DB06207,Menthol,DB00825
The serum concentration of Prasugrel can be increased when it is combined with Aprepitant.,DB06209,Aprepitant,DB00673
The serum concentration of Fostamatinib can be increased when it is combined with Eltrombopag.,DB06210,Fostamatinib,DB12010
The serum concentration of Valproic Acid can be decreased when it is combined with Doripenem.,DB06211,Valproic Acid,DB00313
Tolvaptan may increase the hyperkalemic activities of Candoxatril.,DB06212,Candoxatril,DB00616
The risk or severity of adverse effects can be increased when Dipyridamole is combined with Regadenoson.,DB06213,Dipyridamole,DB00975
Ferumoxytol can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06215,Technetium Tc-99m oxidronate,DB09139
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Asenapine.,DB06216,Doxylamine,DB00366
The serum concentration of Vernakalant can be decreased when it is combined with Peginterferon alfa-2b.,DB06217,Peginterferon alfa-2b,DB00022
The serum concentration of Lacosamide can be decreased when it is combined with Phenytoin.,DB06218,Phenytoin,DB00252
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Dalbavancin.,DB06219,Picosulfuric acid,DB09268
Trastuzumab may increase the neutropenic activities of Alicaforsen.,DB06224,Trastuzumab,DB00072
The risk or severity of adverse effects can be increased when Rivaroxaban is combined with Azficel-T.,DB08477,Azficel-T,DB11051
The risk or severity of adverse effects can be increased when Nalmefene is combined with Naloxegol.,DB06230,Naloxegol,DB09049
Cyclophosphamide may increase the cardiotoxic activities of Ridaforolimus.,DB06233,Cyclophosphamide,DB00531
The serum concentration of Vadimezan can be decreased when it is combined with Osimertinib.,DB13081,Osimertinib,DB09330
The serum concentration of Avanafil can be increased when it is combined with Dasatinib.,DB06237,Dasatinib,DB01254
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Clenoliximab.,DB06241,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Eflornithine.,DB06243,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Exisulind is combined with Pitolisant.,DB06246,Pitolisant,DB11642
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Fluasterone.,DB06250,Corticorelin ovine triflutate,DB09067
The risk or severity of adverse effects can be increased when Dersalazine is combined with Fluticasone.,DB06251,Fluticasone,DB13867
Hexaminolevulinate may increase the photosensitizing activities of Verteporfin.,DB06261,Verteporfin,DB00460
Ephedra may increase the hypertensive activities of Droxidopa.,DB06262,Ephedra,DB01363
Cyclophosphamide may increase the cardiotoxic activities of Amrubicin.,DB06263,Cyclophosphamide,DB00531
The serum concentration of Tolperisone can be decreased when it is combined with Osimertinib.,DB06264,Osimertinib,DB09330
Cyclophosphamide may increase the cardiotoxic activities of Lonidamine.,DB03762,Cyclophosphamide,DB00531
The serum concentration of Udenafil can be increased when it is combined with Dasatinib.,DB06267,Dasatinib,DB01254
The serum concentration of Sitaxentan can be decreased when it is combined with Apalutamide.,DB06268,Apalutamide,DB11901
The risk or severity of adverse effects can be increased when Sulodexide is combined with Azficel-T.,DB06271,Azficel-T,DB11051
Cyclophosphamide may increase the cardiotoxic activities of Maxacalcitol.,DB06272,Cyclophosphamide,DB00531
Trastuzumab may increase the neutropenic activities of Tocilizumab.,DB06273,Trastuzumab,DB00072
The risk or severity of adverse effects can be increased when Nicomorphine is combined with Alvimopan.,DB06274,Nicomorphine,DB13454
Torcetrapib may increase the myelosuppressive activities of Lipegfilgrastim.,DB06281,Lipegfilgrastim,DB13200
The serum concentration of Levocetirizine can be increased when it is combined with Dasatinib.,DB06282,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Ziconotide.,DB06283,Doxylamine,DB00366
The serum concentration of Temsirolimus can be increased when it is combined with Dasatinib.,DB06287,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Amisulpride.,DB06288,Doxylamine,DB00366
The serum concentration of Agomelatine can be increased when it is combined with Simeprevir.,DB06290,Agomelatine,DB06594
The serum concentration of Dapagliflozin can be increased when it is combined with Dasatinib.,DB06292,Dasatinib,DB01254
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Motavizumab.,DB06310,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Elotuzumab.,DB06317,Cyclophosphamide,DB00531
The serum concentration of Saxagliptin can be increased when it is combined with Dasatinib.,DB06335,Dasatinib,DB01254
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Coltuximab ravtansine.,DB06342,Hepatitis B Vaccine (Recombinant),DB11627
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Lucatumumab.,DB06360,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Pertuzumab.,DB06366,Cyclophosphamide,DB00531
The serum concentration of Indisulam can be decreased when it is combined with Apalutamide.,DB06370,Apalutamide,DB11901
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Siplizumab.,DB06371,Hepatitis B Vaccine (Recombinant),DB11627
Trastuzumab may increase the neutropenic activities of Rilonacept.,DB06372,Trastuzumab,DB00072
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Abafungin.,DB06395,Vemurafenib,DB08881
Bazedoxifene may increase the thrombogenic activities of Conestat alfa.,DB06401,Conestat alfa,DB09228
Vilanterol may increase the QTc-prolonging activities of Telavancin.,DB06402,Vilanterol,DB09082
The serum concentration of Ambrisentan can be increased when it is combined with Dasatinib.,DB06403,Dasatinib,DB01254
Bazedoxifene may increase the thrombogenic activities of Human C1-esterase inhibitor.,DB06404,Bazedoxifene,DB06401
The risk or severity of adverse effects can be increased when Idraparinux is combined with Azficel-T.,DB06406,Azficel-T,DB11051
Doxercalciferol may increase the arrhythmogenic activities of Digoxin Immune Fab (Ovine).,DB06410,Digoxin Immune Fab (Ovine),DB00076
Fluticasone may increase the fluid retaining activities of Oxymetholone.,DB06412,Fluticasone,DB13867
The serum concentration of Cyclosporine can be decreased when it is combined with Armodafinil.,DB06413,Cyclosporine,DB00091
The serum concentration of Etravirine can be increased when it is combined with Dasatinib.,DB07191,Dasatinib,DB01254
Calfactant may increase the bradycardic activities of Poractant alfa.,DB06415,Poractant alfa,DB09113
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Cethromycin.,DB06419,Picosulfuric acid,DB09268
Cyclophosphamide may increase the cardiotoxic activities of Annamycin.,DB06420,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Declopramide is combined with Sulpiride.,DB06421,Sulpiride,DB00391
Cyclophosphamide may increase the cardiotoxic activities of Tezacitabine.,DB06433,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Semaxanib.,DB06436,Cyclophosphamide,DB00531
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Ravuconazole.,DB06440,Vemurafenib,DB08881
Vitamin E may increase the antiplatelet activities of Cangrelor.,DB06441,Vitamin E,DB00163
The serum concentration of Saxagliptin can be decreased when it is combined with Avasimibe.,DB06442,Saxagliptin,DB06335
Iloprost may increase the hypotensive activities of Diethylnorspermine.,DB06445,Iloprost,DB01088
The risk or severity of hypotension can be increased when Racepinephrine is combined with Dotarizine.,DB06446,Racepinephrine,DB11124
The serum concentration of Remacemide can be decreased when it is combined with Orlistat.,DB06458,Orlistat,DB01083
Cyclophosphamide may increase the cardiotoxic activities of Squalamine.,DB06461,Cyclophosphamide,DB00531
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Apolizumab.,DB06467,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of clomethiazole can be increased when it is combined with Dasatinib.,DB06470,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Porfiromycin.,DB06478,Cyclophosphamide,DB00531
The serum concentration of Prucalopride can be increased when it is combined with Curcumin.,DB06480,Curcumin,DB11672
The serum concentration of Repinotan can be decreased when it is combined with Peginterferon alfa-2b.,DB06506,Peginterferon alfa-2b,DB00022
The serum concentration of Muraglitazar can be decreased when it is combined with Osimertinib.,DB06510,Osimertinib,DB09330
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Deramciclane.,DB06512,Doxylamine,DB00366
The serum concentration of Tramiprosate can be decreased when it is combined with Orlistat.,DB06527,Orlistat,DB01083
The therapeutic efficacy of Pafuramidine can be increased when used in combination with Menthol.,DB06532,Menthol,DB00825
The risk or severity of adverse effects can be increased when Astaxanthin is combined with Treprostinil.,DB06543,Treprostinil,DB00374
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Bivatuzumab.,DB06550,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Gaboxadol can be decreased when it is combined with Orlistat.,DB06554,Orlistat,DB01083
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Lerdelimumab.,DB06557,Hepatitis B Vaccine (Recombinant),DB11627
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Adipiplon.,DB06579,Doxylamine,DB00366
The therapeutic efficacy of Dextofisopam can be increased when used in combination with Isocarboxazid.,DB06582,Isocarboxazid,DB01247
The risk or severity of rhabdomyolysis can be increased when Mitemcinal is combined with Mevastatin.,DB06587,Mevastatin,DB06693
The serum concentration of Pazopanib can be increased when it is combined with Eltrombopag.,DB06589,Eltrombopag,DB06210
The serum concentration of Ceftaroline fosamil can be increased when it is combined with Probenecid.,DB06590,Probenecid,DB01032
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Agomelatine.,DB06594,Doxylamine,DB00366
The serum concentration of Midostaurin can be increased when it is combined with Dasatinib.,DB06595,Dasatinib,DB01254
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Lexatumumab.,DB06599,Hepatitis B Vaccine (Recombinant),DB11627
Nemonoxacin may increase the hypoglycemic activities of Sulfisoxazole.,DB06600,Sulfisoxazole,DB00263
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Reslizumab.,DB06602,Hepatitis B Vaccine (Recombinant),DB11627
The serum concentration of Panobinostat can be increased when it is combined with Dasatinib.,DB06603,Dasatinib,DB01254
The serum concentration of Apixaban can be increased when it is combined with Eltrombopag.,DB07828,Eltrombopag,DB06210
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Teplizumab.,DB06606,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Catumaxomab.,DB06607,Cyclophosphamide,DB00531
The serum concentration of Ivermectin can be decreased when it is combined with Tafenoquine.,DB06608,Ivermectin,DB00602
Trastuzumab may increase the neutropenic activities of Mepolizumab.,DB06612,Trastuzumab,DB00072
The excretion of Vincristine can be decreased when combined with Bosutinib.,DB06616,Vincristine,DB00541
The serum concentration of Axitinib can be increased when it is combined with Dasatinib.,DB06626,Dasatinib,DB01254
Anacetrapib may increase the myelosuppressive activities of Lipegfilgrastim.,DB06630,Lipegfilgrastim,DB13200
The risk or severity of adverse effects can be increased when Otamixaban is combined with Azficel-T.,DB06635,Azficel-T,DB11051
The serum concentration of Isavuconazonium can be increased when it is combined with Dasatinib.,DB06636,Dasatinib,DB01254
The metabolism of Dalfampridine can be decreased when combined with Ticlopidine.,DB06637,Ticlopidine,DB00208
The risk or severity of adverse effects can be increased when Denosumab is combined with Wortmannin.,DB06643,Wortmannin,DB08059
The therapeutic efficacy of Hepatitis B Vaccine (Recombinant) can be decreased when used in combination with Volociximab.,DB06647,Hepatitis B Vaccine (Recombinant),DB11627
Cyclophosphamide may increase the cardiotoxic activities of Ofatumumab.,DB06650,Cyclophosphamide,DB00531
The serum concentration of Vicriviroc can be increased when it is combined with Dasatinib.,DB06652,Dasatinib,DB01254
The serum concentration of Safinamide can be increased when it is combined with Dasatinib.,DB06654,Dasatinib,DB01254
Trolamine salicylate may increase the hypoglycemic activities of Liraglutide.,DB06655,Trolamine salicylate,DB11079
Rostaporfin may increase the photosensitizing activities of Verteporfin.,DB06659,Verteporfin,DB00460
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Saredutant.,DB06660,Vemurafenib,DB08881
Trastuzumab may increase the neutropenic activities of Abetimus.,DB06662,Trastuzumab,DB00072
"The therapeutic efficacy of (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE can be decreased when used in combination with Pasireotide.",DB06663,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
The serum concentration of Odanacatib can be increased when it is combined with Dasatinib.,DB06670,Dasatinib,DB01254
Trastuzumab may increase the neutropenic activities of Golimumab.,DB06674,Trastuzumab,DB00072
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Esmirtazapine.",DB06678,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The risk or severity of adverse effects can be increased when Carboprost Tromethamine is combined with Asoprisnil.,DB06680,Carboprost Tromethamine,DB00429
Trastuzumab may increase the neutropenic activities of Belatacept.,DB06681,Trastuzumab,DB00072
The serum concentration of Vilazodone can be increased when it is combined with Dasatinib.,DB06684,Dasatinib,DB01254
The serum concentration of Laquinimod can be increased when it is combined with Dasatinib.,DB06685,Dasatinib,DB01254
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Wortmannin.,DB06688,Wortmannin,DB08059
The metabolism of Ethanolamine Oleate can be decreased when combined with Ticlopidine.,DB06689,Ticlopidine,DB00208
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Nitrous oxide.,DB06690,Doxylamine,DB00366
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Mepyramine.",DB06691,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The serum concentration of Zidovudine can be decreased when it is combined with Aprotinin.,DB06692,Zidovudine,DB00495
The serum concentration of Mevastatin can be decreased when it is combined with Efavirenz.,DB06693,Efavirenz,DB00625
Iloprost may increase the hypotensive activities of Xylometazoline.,DB06694,Iloprost,DB01088
The risk or severity of adverse effects can be increased when Dabigatran etexilate is combined with Azficel-T.,DB06695,Azficel-T,DB11051
The serum concentration of Digoxin Immune Fab (Ovine) can be decreased when it is combined with Arbekacin.,DB06696,Digoxin Immune Fab (Ovine),DB00076
The serum concentration of Artemether can be increased when it is combined with Dasatinib.,DB06697,Dasatinib,DB01254
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Betahistine.",DB06698,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Degarelix may increase the QTc-prolonging activities of Lenvatinib.,DB06699,Lenvatinib,DB09078
The serum concentration of Desvenlafaxine can be increased when it is combined with Dasatinib.,DB06700,Dasatinib,DB01254
Dexmethylphenidate may decrease effectiveness of Ioflupane I-123 as a diagnostic agent.,DB06701,Ioflupane I-123,DB08824
The serum concentration of Fesoterodine can be increased when it is combined with Dasatinib.,DB06702,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Iobenguane.,DB09497,Cyclophosphamide,DB00531
The serum concentration of Fentanyl can be decreased when it is combined with Isometheptene.,DB06706,Fentanyl,DB00813
Levomilnacipran may decrease the antihypertensive activities of Levonordefrin.,DB06707,Levomilnacipran,DB08918
The serum concentration of Lumefantrine can be increased when it is combined with Dasatinib.,DB06708,Dasatinib,DB01254
Methacholine may decrease the anticholinergic activities of Cimetropium.,DB06709,Cimetropium,DB09271
The serum concentration of Methyltestosterone can be increased when it is combined with Dasatinib.,DB06710,Dasatinib,DB01254
Urapidil may decrease the vasoconstricting activities of Naphazoline.,DB06711,Urapidil,DB12661
The serum concentration of Nilvadipine can be increased when it is combined with Dasatinib.,DB06712,Dasatinib,DB01254
Norelgestromin may increase the excretion rate of Lamotrigine which could result in a lower serum level and potentially a reduction in efficacy.,DB06713,Lamotrigine,DB00555
The serum concentration of Aminophylline can be increased when it is combined with Potassium Iodide.,DB06715,Aminophylline,DB01223
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Fospropofol.,DB05279,Doxylamine,DB00366
The serum concentration of Tolbutamide can be decreased when it is combined with Fosaprepitant.,DB06717,Tolbutamide,DB01124
Fluticasone may increase the fluid retaining activities of Stanozolol.,DB06718,Fluticasone,DB13867
"The therapeutic efficacy of (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE can be decreased when used in combination with Buserelin.",DB06719,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
The serum concentration of Gimatecan can be decreased when it is combined with Apalutamide.,DB06721,Apalutamide,DB11901
The serum concentration of Mevastatin can be decreased when it is combined with Aluminum hydroxide.,DB06723,Mevastatin,DB06693
The therapeutic efficacy of Menthol can be decreased when used in combination with Calcium Carbonate.,DB06724,Menthol,DB00825
The risk or severity of adverse effects can be increased when Lornoxicam is combined with Pitolisant.,DB06725,Pitolisant,DB11642
Bufuralol may increase the hypoglycemic activities of Metahexamide.,DB06726,Metahexamide,DB13675
The serum concentration of Sparteine can be decreased when it is combined with Peginterferon alfa-2b.,DB06727,Peginterferon alfa-2b,DB00022
The metabolism of Aniline can be decreased when combined with Ticlopidine.,DB06728,Ticlopidine,DB00208
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Sulfaphenazole.,DB06729,Dexketoprofen,DB09214
Gestodene may increase the excretion rate of Lamotrigine which could result in a lower serum level and potentially a reduction in efficacy.,DB06730,Lamotrigine,DB00555
The serum concentration of Rilpivirine can be increased when it is combined with Seproxetine.,DB06731,Rilpivirine,DB08864
The therapeutic efficacy of Bafilomycin A1 can be increased when used in combination with Menthol.,DB06733,Menthol,DB00825
The serum concentration of Enclomiphene can be decreased when it is combined with Peginterferon alfa-2b.,DB06735,Peginterferon alfa-2b,DB00022
The risk or severity of adverse effects can be increased when Aceclofenac is combined with Pitolisant.,DB06736,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Zaltoprofen is combined with Pitolisant.,DB06737,Pitolisant,DB11642
Ketobemidone may increase the constipating activities of Ramosetron.,DB06738,Ramosetron,DB09290
The serum concentration of Seratrodast can be increased when it is combined with Dasatinib.,DB06739,Dasatinib,DB01254
The serum concentration of Gavestinel can be decreased when it is combined with Apalutamide.,DB06741,Apalutamide,DB11901
The serum concentration of Ambroxol can be increased when it is combined with Dasatinib.,DB06742,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Ginsenoside C.,DB06748,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Danaparoid is combined with Azficel-T.,DB06754,Azficel-T,DB11051
Glycine betaine may increase the myelosuppressive activities of Lipegfilgrastim.,DB06756,Lipegfilgrastim,DB13200
Beractant may increase the bradycardic activities of Poractant alfa.,DB06761,Poractant alfa,DB09113
The serum concentration of Pinacidil can be increased when it is combined with Dasatinib.,DB06762,Dasatinib,DB01254
Trimethoprim may increase the hyperkalemic activities of Saralasin.,DB06763,Trimethoprim,DB00440
Nabilone may increase the tachycardic activities of Tetryzoline.,DB06764,Nabilone,DB00486
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Alcaftadine.",DB06766,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The serum concentration of Mecamylamine can be decreased when it is combined with Ammonium chloride.,DB06767,Mecamylamine,DB00657
The serum concentration of Bendamustine can be decreased when it is combined with Osimertinib.,DB06769,Osimertinib,DB09330
The serum concentration of Benzyl alcohol can be increased when it is combined with Dasatinib.,DB06770,Dasatinib,DB01254
Besifloxacin may increase the QTc-prolonging activities of Delamanid.,DB05862,Delamanid,DB11637
The serum concentration of Cabazitaxel can be increased when it is combined with Dasatinib.,DB06772,Dasatinib,DB01254
The serum concentration of Lithium can be decreased when it is combined with Human calcitonin.,DB06773,Lithium,DB01356
The metabolism of Capsaicin can be decreased when combined with Ticlopidine.,DB05318,Ticlopidine,DB00208
The serum concentration of Chenodeoxycholic acid can be increased when it is combined with Dasatinib.,DB06777,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Dalteparin is combined with Azficel-T.,DB06779,Azficel-T,DB11051
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Desoxycorticosterone acetate.,DB06780,Corticorelin ovine triflutate,DB09067
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Difluprednate.,DB06781,Corticorelin ovine triflutate,DB09067
Dimercaprol can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06782,Technetium Tc-99m oxidronate,DB09139
Prussian blue can cause a decrease in the absorption of Technetium Tc-99m oxidronate resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09538,Technetium Tc-99m oxidronate,DB09139
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Halcinonide.,DB06786,Corticorelin ovine triflutate,DB09067
"The therapeutic efficacy of (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE can be decreased when used in combination with Histrelin.",DB06788,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
The serum concentration of Hydroxyprogesterone caproate can be increased when it is combined with Dasatinib.,DB06789,Dasatinib,DB01254
