left-id,left-name,right-id,right-name,sequence
DBMET00201,p-Chlorobenzene sulfonylurea,DBMET00977,p-Chlorobenzene sulfonamide,2
DB00673,Aprepitant,DBMET01589,"(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",1
DB00673,Aprepitant,DBMET01590,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde",1
DB00673,Aprepitant,DBMET01591,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone",1
DB00673,Aprepitant,DBMET01592,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one",1
DB00673,Aprepitant,DBMET00349,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",1
DB00673,Aprepitant,DBMET00474,"5-({[(1R)-1-(4-fluorophenyl)-2-hydroxyethyl]amino}methyl)-2,3-dihydro-1H-1,2,4-triazol-3-one",1
DB00673,Aprepitant,DBMET00475,"(2R)-2-(4-fluorophenyl)-2-{[(5-oxo-2,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]amino}acetic acid",1
DB00674,Galantamine,DBMET01674,O-Desmethylgalantamine,1
DB00674,Galantamine,DBMET01675,Galantamine N-oxide,1
DB00675,Tamoxifen,DBMET01004,Tamoxifen-N-glucuronide,1
DB00675,Tamoxifen,DBMET00029,N-Desmethyltamoxifen,1
DB00675,Tamoxifen,DBMET00030,4-Hydroxytamoxifen,1
DB00675,Tamoxifen,DBMET00031,3-Hydroxytamoxifen (Droloxifene),1
DB00675,Tamoxifen,DBMET00032,Tamoxifen N-oxide,1
DB00675,Tamoxifen,DBMET01758,3-Hydroxytamoxifen,1
DB00675,Tamoxifen,DBMET00796,Alpha-hydroxytamoxifen,1
DB00675,Tamoxifen,DBMET01130,4'-Hydroxytamoxifen,1
DBMET00030,4-Hydroxytamoxifen,DBMET01044,Endoxifen,2
DBMET00796,Alpha-hydroxytamoxifen,DBMET00794,Alpha-hydroxy-tamoxifen-O-glucuronide,2
DBMET00030,4-Hydroxytamoxifen,DBMET00737,4-hydroxytamoxifen sulfate,2
DBMET00030,4-Hydroxytamoxifen,DBMET00738,4-hydroxytamoxifen-N-glucuronide,2
DBMET00030,4-Hydroxytamoxifen,DBMET00739,4-hydroxytamoxifen-O-glucuronide,2
DBMET00029,N-Desmethyltamoxifen,DBMET01060,alpha-Hydroxy-N-desmethyltamoxifen,2
DBMET00029,N-Desmethyltamoxifen,DBMET01044,Endoxifen,2
DBMET00029,N-Desmethyltamoxifen,DBMET00441,N-Didesmethyl-tamoxifen,2
DBMET00030,4-Hydroxytamoxifen,DBMET00442,"3,4-Dihydroxy-tamoxifen",2
DBMET00030,4-Hydroxytamoxifen,DBMET01131,cis-4-Hydroxytamoxifen,2
DBMET00032,Tamoxifen N-oxide,DBMET01132,alpha-Hydroxytamoxifen N-oxide,2
DBMET00796,Alpha-hydroxytamoxifen,DBMET01132,alpha-Hydroxytamoxifen N-oxide,2
DBMET00796,Alpha-hydroxytamoxifen,DBMET01060,alpha-Hydroxy-N-desmethyltamoxifen,2
DBMET01044,Endoxifen,DBMET00849,Endoxifen sulfate,3
DBMET01044,Endoxifen,DBMET00963,Norendoxifen,3
DBMET01044,Endoxifen,DBMET00848,Endoxifen O-glucuronide,3
DB00678,Losartan,DBMET00009,E-3179,1
DB00678,Losartan,DBMET00010,Losartan N2-glucuronide,1
DB00678,Losartan,DBMET00303,E-3174,1
DBMET00009,E-3179,DBMET00303,E-3174,2
DB00679,Thioridazine,DBMET01842,Thioridazine 2-sulfoxide,1
DB00679,Thioridazine,DBMET01843,N-desmethylthioridazine,1
DB00679,Thioridazine,DBMET01844,Thioridazine 5-sulfoxide,1
DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00045,R-4'-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00046,R-6-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00047,R-10-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00048,R-8-Hydroxywarfarin,1
DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,1
DB00683,Midazolam,DBMET00444,Alpha-hydroxymidazolam,1
DB00683,Midazolam,DBMET00446,4-hydroxymidazolam,1
DB00685,Trovafloxacin,DBMET00640,Sulfamate,1
DB00688,Mycophenolate mofetil,DBMET00629,Mycophenolic acid (MPA),1
DB00688,Mycophenolate mofetil,DBMET00916,Mycophenolic acid glucuronide,1
DB00688,Mycophenolate mofetil,DBMET00918,N-(2-carboxymethyl)-morpholine,1
DB00688,Mycophenolate mofetil,DBMET00919,N-(2-hydroxyethyl)-morpholine,1
DB00688,Mycophenolate mofetil,DBMET00920,N-(2-hydroxyethyl)-morpholine N-oxide,1
DB00690,Flurazepam,DBMET00882,Hydroxyethyl flurazepam,1
DB00690,Flurazepam,DBMET00933,N-desalkyl flurazepam,1
DB00691,Moexipril,DBMET01140,Moexiprilat,1
DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,1
DB00697,Tizanidine,DBMET00273,"5-chloro-4-(guanidino)-2,1,3-benzothiadiazole",1
DB00697,Tizanidine,DBMET00274,"5-chloro-4-(2-imidazolin-4-on-2-ylamino)-2,1,3-benzothiadiazole",1
DB00697,Tizanidine,DBMET01848,"2-[(5-chloro-2,1,3-benzothiadiazol-4-yl)amino]-4,5-dihydro-1H-imidazol-4-ol",1
DB00698,Nitrofurantoin,DBMET00798,aminofurantoin,1
DB00699,Nicergoline,DBMET00320,"10-alpha-methoxy-9,10-dihydrolysergol",1
DB00700,Eplerenone,DBMET01654,6beta-hydroxyeplerenone,1
DB00700,Eplerenone,DBMET01655,21-hydroxyeplerenone,1
DB00702,Icodextrin,DBMET00523,Maltotriose,1
DB00702,Icodextrin,DBMET00525,Maltotetraose,1
DB00702,Icodextrin,DBMET00495,Maltose,1
DB00704,Naltrexone,DBMET00760,6-beta-naltrexol,1
DB00705,Delavirdine,DBMET00360,N-desalkyl delavirdine,1
DB00709,Lamivudine,DBMET00895,Lamivudine sulfoxide,1
DB00709,Lamivudine,DBMET00896,Lamivudine-diphosphate-choline,1
DB00709,Lamivudine,DBMET00897,Lamivudine-diphosphate-ethanolamine,1
DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,1
DB00709,Lamivudine,DBMET00899,Lamivudine-triphosphate,1
DB00711,Diethylcarbamazine,DBMET00836,diethylcarbamazine N-oxide,1
DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,1
DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide,1
DB00718,Adefovir Dipivoxil,DBMET01173,Adefovir,1
DBMET01173,Adefovir,DBMET01174,Adefovir monophosphate,2
DBMET01174,Adefovir monophosphate,DBMET01175,Adefovir Diphosphate,3
DB00728,Rocuronium,DBMET00673,17-desacetyl-rocuronium,1
DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,1
DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,1
DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,1
DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3,1
DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1,1
DB00731,Nateglinide,DBMET01324,Nateglinide metabolite M7,1
DB00731,Nateglinide,DBMET01325,Nateglinide glucuronide and isomers (M4/M5/M6),1
DBMET01321,Nateglinide metabolite M2/M3,DBMET01322,Nateglinide metabolite M11/M12,2
DBMET01323,Nateglinide metabolite M1,DBMET01322,Nateglinide metabolite M11/M12,2
DBMET01324,Nateglinide metabolite M7,DBMET01322,Nateglinide metabolite M11/M12,2
DB00734,Risperidone,DBMET00323,9-hydroxyrisperidone,1
DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole,1
DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone,1
DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole,1
DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole,1
DB00740,Riluzole,DBMET01737,4-OH-riluzole,1
DB00740,Riluzole,DBMET01738,5-OH-riluzole,1
DB00740,Riluzole,DBMET01739,7-OH-riluzole,1
DB00740,Riluzole,DBMET01740,N-OH-riluzole,1
DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol,1
DB00742,Mannitol,DBMET00509,Glycogen,1
DB00744,Zileuton,DBMET00138,Hydroxyzileuton,1
DB00744,Zileuton,DBMET00139,Zileuton sulfoxide,1
DB00744,Zileuton,DBMET00140,Dehydroxyzyleuton,1
DB00744,Zileuton,DBMET00141,Zileuton O-glucuronide,1
DBMET00140,Dehydroxyzyleuton,DBMET01255,Dehydroxyzileuton sulfoxide,2
DB00745,Modafinil,DBMET00378,modafinil acid,1
DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac,1
DB00749,Etodolac,DBMET00149,7-Hydroxyetodolac,1
DB00749,Etodolac,DBMET00150,Etodolac acyl glucuronide,1
DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin,1
DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid,1
DB00755,Tretinoin,DBMET00561,Retinoyl b-glucuronide,1
DB00755,Tretinoin,DBMET00594,Retinyl beta-glucuronide,1
DB00755,Tretinoin,DBMET00453,18-Hydroxyretinoic acid,1
DB00755,Tretinoin,DBMET00454,"5,6-Epoxyretinoic acid",1
DB00755,Tretinoin,DBMET00455,4-Oxoretinoic acid,1
DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative,1
DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel,1
DBMET00098,2-Oxoclopidogrel,DBMET01163,Active Metabolite of Clopidogrel,2
DB00762,Irinotecan,DBMET01681,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,1
DB00762,Irinotecan,DBMET01143,SN-38,1
DB00764,Mometasone,DBMET00759,6-beta-hydroxy-mometasone furoate,1
DB00768,Olopatadine,DBMET00913,Mono-desmethyl olopatadine,1
DB00768,Olopatadine,DBMET00970,Olopatadine n-oxide,1
DB00772,Malathion,DBMET00901,Malaoxon,1
DB00772,Malathion,DBMET00902,Malathion dicarboxylic acid,1
DB00772,Malathion,DBMET00903,Malathion monocarboxylic acid,1
DB00773,Etoposide,DBMET00853,Etoposide glucuronide,1
DB00773,Etoposide,DBMET00367,3'-demethyletoposide,1
DB00773,Etoposide,DBMET01264,Etoposide catechol,1
DBMET01264,Etoposide catechol,DBMET01265,Etoposide ortho-quinone,2
DB00776,Oxcarbazepine,DBMET00910,MHD,1
DB00776,Oxcarbazepine,DBMET01105,10-Hydroxycarbazepine,1
DBMET01105,10-Hydroxycarbazepine,DBMET00806,"10,11-Dihydroxycarbamazepine",2
DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin,1
DB00778,Roxithromycin,DBMET00944,N-di-demethyl roxithromycin,1
DB00778,Roxithromycin,DBMET00947,N-mono roxithromycin,1
DB00779,Nalidixic Acid,DBMET00887,Hydroxynalidixic acid,1
DB00780,Phenelzine,DB09269,Phenylacetic acid,1
DB00780,Phenelzine,DB04325,Phenethylamine,1
DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine,1
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,2
DB04325,Phenethylamine,DB09269,Phenylacetic acid,2
DBMET01955,4- hydroxyphenelzine,DBMET01954,4-hydroxyphenylacetic acid,2
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,3
DB00783,Estradiol,DBMET00567,Estradiol-17beta 3-sulfate,1
DB00783,Estradiol,DBMET00568,2-Methoxyestrone 3-glucuronide,1
DB00783,Estradiol,DBMET00331,4-hydroxystradiol,1
DB00783,Estradiol,DBMET00572,17-beta-Estradiol-3-glucuronide,1
DB00783,Estradiol,DBMET00576,2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide),1
DB00783,Estradiol,DBMET00581,17-beta-Estradiol glucuronide,1
DB00783,Estradiol,DBMET00582,"3,17-Androstanediol glucuronide",1
DB00783,Estradiol,DBMET00583,17-alpha-Estradiol-3-glucuronide,1
DB00783,Estradiol,DBMET00600,Estradiol-17alpha 3-D-glucuronoside,1
DB00783,Estradiol,DBMET00606,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide),1
DB00783,Estradiol,DB07706,2-Hydroxyestradiol,1
DB00783,Estradiol,DBMET01658,4-Hydroxyestradiol,1
DB00783,Estradiol,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",1
DB00783,Estradiol,DBMET00247,2-hydroxyestradiol,1
DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci,1
DB00787,Acyclovir,DBMET00782,9-carboxymethoxymethylguanine,1
DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen,1
DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,1
DB00788,Naproxen,DBMET01711,Desmethylnaproxen,1
DBMET00159,O-Desmethylnaproxen,DBMET01259,O-Desmethylnaproxen sulfate,2
DBMET00159,O-Desmethylnaproxen,DBMET01260,O-Desmethylnaproxen acyl glucuronide,2
DBMET00159,O-Desmethylnaproxen,DBMET01261,O-Desmethylnaproxen O-glucuronide,2
DB00790,Perindopril,DBMET00984,Perindopril Acyl-beta-D-glucuronide,1
DB00790,Perindopril,DBMET00985,Perindoprilat,1
DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide,1
DB00794,Primidone,DBMET00285,Phenobarbital,1
DB00796,Candesartan cilexetil,DB13919,Candesartan,1
DB13919,Candesartan,DBMET00005,O-Deethylated candesartan,2
DB13919,Candesartan,DBMET00006,Candesartan N2-glucuronide,2
DB13919,Candesartan,DBMET00007,Candesartan O-glucuronide,2
DB00799,Tazarotene,DBMET01005,Tazarotenic acid,1
DB00802,Alfentanil,DBMET01579,N-phenylpropionamide,1
DB00802,Alfentanil,DBMET01580,"2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde",1
DB00802,Alfentanil,DBMET00345,AMX,1
DB00802,Alfentanil,DBMET00346,noralfentanil,1
DB00805,Minaprine,DBMET01705,4-Hydroxyminaprine,1
DB00808,Indapamide,DBMET01331,Indapamide metabolite M5,1
DB00808,Indapamide,DBMET01334,Indapamide metabolite M1,1
DB00808,Indapamide,DBMET01336,Indapamide epoxide intermediate,1
DBMET01331,Indapamide metabolite M5,DBMET01332,Indapamide metabolite M4,2
DBMET01334,Indapamide metabolite M1,DBMET01335,Indapamide metabolite M3,2
DBMET01336,Indapamide epoxide intermediate,DBMET01337,Indapamide metabolite M6,2
DBMET01332,Indapamide metabolite M4,DBMET01333,Indapamide metabolite M2,3
DBMET01335,Indapamide metabolite M3,DBMET01333,Indapamide metabolite M2,3
DB00813,Fentanyl,DBMET00341,norfentanyl,1
DB00813,Fentanyl,DB02178,Phenylacetaldehyde,1
DB00814,Meloxicam,DBMET00754,5'-carboxy meloxicam,1
DB00814,Meloxicam,DBMET00755,5'-hydroxymethyl meloxicam,1
DB00816,Orciprenaline,DBMET00975,Orciprenaline-3-O-sulfate,1
DB00818,Propofol,DBMET01729,4-OH-propofol,1
DB00818,Propofol,DBMET00193,4-Hydroxypropofol,1
DB00818,Propofol,DBMET00194,Propofol glucuronide,1
DBMET00194,Propofol glucuronide,DBMET01311,1-Quinol glucuronide,2
DBMET00193,4-Hydroxypropofol,DBMET01311,1-Quinol glucuronide,2
DBMET00193,4-Hydroxypropofol,DBMET01312,4-Quinol sulfate,2
DB00825,Menthol,DBMET01828,"p-Menthane-3,-8-diol",1
DB00829,Diazepam,DBMET00831,desmethyldiazepam,1
DB00829,Diazepam,DBMET00113,Nordiazepam,1
DB00829,Diazepam,DBMET00114,Temazepam,1
DB00829,Diazepam,DBMET00246,Oxazepam,1
DBMET00113,Nordiazepam,DBMET00246,Oxazepam,2
DBMET00114,Temazepam,DBMET00246,Oxazepam,2
DBMET00113,Nordiazepam,DBMET01219,Nordiazepam O-glucuronide,2
DB00834,Mifepristone,DBMET01703,Monodemethylated mifepristone,1
DB00834,Mifepristone,DBMET01704,17alpha-hydroxymifepristone,1
DB00836,Loperamide,DBMET01697,N-Desmethyloperamide,1
DB00843,Donepezil,DBMET01222,Donepezil metabolite M3,1
DB00843,Donepezil,DBMET01223,Donepezil metabolite M5,1
DB00843,Donepezil,DBMET01224,Donepezil metabolite M6,1
DB00843,Donepezil,DBMET00127,5-O-Desmethyldonepezil,1
DB00843,Donepezil,DBMET00128,6-O-Desmethyldonepezil,1
DB00843,Donepezil,DBMET00129,Donepezil metabolite M4,1
DBMET01222,Donepezil metabolite M3,DBMET01225,Donepezil metabolite M7,2
DBMET00129,Donepezil metabolite M4,DBMET01227,Donepezil metabolite M8,2
DBMET00127,5-O-Desmethyldonepezil,DBMET01228,Donepezil metabolite M9,2
DBMET00128,6-O-Desmethyldonepezil,DBMET01228,Donepezil metabolite M9,2
DBMET00127,5-O-Desmethyldonepezil,DBMET01225,Donepezil metabolite M7,2
DBMET00128,6-O-Desmethyldonepezil,DBMET01230,Donepezil metabolite M11,2
DBMET00127,5-O-Desmethyldonepezil,DBMET01231,Donepezil metabolite M12,2
DBMET01225,Donepezil metabolite M7,DBMET01226,Donepezil metabolite M7 sulfate,3
DBMET01228,Donepezil metabolite M9,DBMET01229,Donepezil metabolite M10,3
DBMET01225,Donepezil metabolite M7,DBMET01229,Donepezil metabolite M10,3
DBMET01228,Donepezil metabolite M9,DBMET01232,Donepezil metabolite M13,3
DBMET01228,Donepezil metabolite M9,DBMET01233,Donepezil metabolite M14,3
DB00845,Clofazimine,DBMET00816,clofazimine glucuronide,1
DB00849,Methylphenobarbital,DBMET00285,Phenobarbital,1
DB00850,Perphenazine,DBMET01720,N-Dealkylated perphenazine,1
DB00850,Perphenazine,DBMET01721,Perphenazine sulfoxide,1
DB00857,Terbinafine,DBMET01203,Terbinafine dihydrodiol derivative (1),1
DB00857,Terbinafine,DBMET00068,Hydroxyterbinafine,1
DB00857,Terbinafine,DBMET01204,Terbinafine dihydrodiol derivative (2),1
DB00857,Terbinafine,DBMET00069,N-Desmethylterbinafine,1
DB00857,Terbinafine,DBMET00070,1-Naphtaldehyde,1
DB00857,Terbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),1
DB00857,Terbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),1
DBMET00068,Hydroxyterbinafine,DBMET01178,Carboxyterbinafine,2
DBMET00068,Hydroxyterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,2
DBMET00069,N-Desmethylterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,2
DBMET00070,1-Naphtaldehyde,DBMET01180,1-Naphthoic acid,2
DBMET00070,1-Naphtaldehyde,DBMET01181,1-Nahthalenethanol,2
DBMET00069,N-Desmethylterbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),2
DBMET00069,N-Desmethylterbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),2
DB00863,Ranitidine,DBMET01735,Desmethylranitidine,1
DB00864,Tacrolimus,DBMET00390,31-O-Demethyltacrolimus,1
DB00864,Tacrolimus,DBMET01667,13-O-Desmethyltacrolimus,1
DB00864,Tacrolimus,DBMET01668,15-O-Desmethyltacrolimus,1
DB00864,Tacrolimus,DBMET00670,13-demethyl tacrolimus,1
DB00865,Benzphetamine,DBMET00621,Amphetamine,1
DB00865,Benzphetamine,DBMET00634,Methamphetamine,1
DB00866,Alprenolol,DBMET00740,4-hydroxy-alprenolol,1
DB00870,Suprofen,DBMET00162,Suprofen S-oxide,1
DB00870,Suprofen,DBMET00163,"Thiophene-4,5-epoxide",1
DB00870,Suprofen,DBMET00164,Suprofen glucuronide,1
DB00874,Guaifenesin,DBMET00802,beta-(2-methoxyphenoxy)-lactic acid,1
DB00877,Sirolimus,DBMET01748,39-O-Desmethylsirolimus,1
DB00877,Sirolimus,DBMET01749,16-O-Desmethylsirolimus,1
DB00877,Sirolimus,DBMET01750,12-OH-sirolimus,1
DB00877,Sirolimus,DBMET01751,11-OH-sirolimus,1
DB00877,Sirolimus,DBMET01752,25-OH-sirolimus,1
DB00877,Sirolimus,DBMET01753,24-OH-sirolimus,1
DB00877,Sirolimus,DBMET01754,46-OH-sirolimus,1
DB00877,Sirolimus,DBMET00389,41-O-demethylrapamycin,1
DB00881,Quinapril,DBMET01141,Quinaprilat,1
DB00889,Granisetron,DBMET00406,9'-desmethylgranisetron,1
DB00889,Granisetron,DBMET00407,7-hydroxygranisetron,1
DB00897,Triazolam,DBMET00395,4-hydroxytriazolam,1
DB00897,Triazolam,DBMET00396,1'-hydroxytriazolam,1
DB00898,Ethanol,DBMET00328,acetaldehyde,1
DB00898,Ethanol,DBMET00585,Ethyl glucuronide,1
DB00900,Didanosine,DBMET00498,Uric acid,1
DB00900,Didanosine,DBMET00499,Xanthine,1
DB00900,Didanosine,DBMET00689,"2,3-dideoxyadenosine-5-triphosphate",1
DB00900,Didanosine,DBMET00493,Hypoxanthine,1
DB00904,Ondansetron,DBMET01834,6-OH-ondansetron,1
DB00904,Ondansetron,DBMET01835,7-OH-ondansetron,1
DB00904,Ondansetron,DBMET01836,8-OH-ondansetron,1
DB00906,Tiagabine,DBMET00393,Unknown,1
DB00907,Cocaine,DBMET00358,norcocaine,1
DB00907,Cocaine,DBMET00644,Benzoylecgonine,1
DB00907,Cocaine,DBMET00645,Cocaethylene,1
DB00908,Quinidine,DBMET01731,Quinidine-N-oxide,1
DB00908,Quinidine,DBMET00382,3-Hydroxyquinidine,1
DB00909,Zonisamide,DBMET00401,2-sulfamoylacetylphenol,1
DB00909,Zonisamide,DBMET00923,N-acetyl zonisamide,1
DB00912,Repaglinide,DBMET00294,hydroxyrepaglinide,1
DB00912,Repaglinide,DBMET00338,repaglinide aromatic amine,1
DB00918,Almotriptan,DBMET01581,2-OH-almotriptan,1
DB00918,Almotriptan,DBMET00347,N-desmethylalmotriptan,1
DB00918,Almotriptan,DBMET00469,2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}acetic acid,1
DB00918,Almotriptan,DBMET00472,2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethan-1-ol,1
DB00918,Almotriptan,DBMET00473,1-[({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methane)sulfonyl]pyrrolidin-2-ol,1
DB00920,Ketotifen,DBMET00894,Ketotifen-N-glucuronide,1
DB00920,Ketotifen,DBMET00930,10-alpha-hydroxyl Ketotifen,1
DB00920,Ketotifen,DBMET00961,Nor-ketotifen,1
DB00921,Buprenorphine,DBMET00174,Norbuprenorphine,1
DB00921,Buprenorphine,DBMET00175,Hydroxybuprenorphine,1
DB00921,Buprenorphine,DBMET00176,Buprenorphine glucuronide,1
DBMET00174,Norbuprenorphine,DBMET01295,Hydroxynorbuprenorphine,2
DBMET00175,Hydroxybuprenorphine,DBMET01295,Hydroxynorbuprenorphine,2
DB00922,Levosimendan,DBMET00973,OR-1855,1
DB00922,Levosimendan,DBMET00974,OR-1896,1
DB00924,Cyclobenzaprine,DBMET00245,desmethylcyclobenzaprine,1
DB00934,Maprotiline,DBMET00318,demethylmaprotiline,1
DB00934,Maprotiline,DBMET01700,3-OH-maprotiline,1
DB00934,Maprotiline,DBMET01701,2-OH-maprotiline,1
DB00938,Salmeterol,DBMET00386,alpha-hydroxysalmeterol,1
DB00945,Acetylsalicylic acid,DBMET00578,1-Salicylate glucuronide,1
DB00946,Phenprocoumon,DBMET00039,4'-Hydroxy-R-phenprocoumon,1
DB00946,Phenprocoumon,DBMET00040,6-Hydroxy-R-phenprocoumon,1
DB00946,Phenprocoumon,DBMET00041,8-Hydroxy-R-phenprocoumon,1
DB00946,Phenprocoumon,DBMET00042,7-Hydroxy-R-phenprocoumon,1
DB00949,Felbamate,DBMET00282,"2-Phenyl-1,3-propanediol monocarbamate",1
DB00949,Felbamate,DBMET01092,p-Hydroxyfelbamate,1
DB00949,Felbamate,DBMET01093,2-Hydroxyfelbamate,1
DBMET00282,"2-Phenyl-1,3-propanediol monocarbamate",DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,2
DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01095,Atropaldehyde,3
DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01096,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",3
DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01097,3-Carbamoyl-2-phenylpropionic acid,3
DBMET01096,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",DBMET01098,"5-Phenyl-1,3-oxazinane-2,4-dione",4
DBMET01098,"5-Phenyl-1,3-oxazinane-2,4-dione",DBMET01097,3-Carbamoyl-2-phenylpropionic acid,5
DB00953,Rizatriptan,DBMET00948,N-monodesmethyl-rizatriptan,1
DB00956,Hydrocodone,DBMET00317,hydromorphone,1
DB00956,Hydrocodone,DBMET00420,norhydrocodone,1
DB00962,Zaleplon,DBMET00399,desethylzaleplon,1
DB00968,Methyldopa,DBMET00784,a-methyldopa mono-0-sulfate,1
DB00968,Methyldopa,DBMET00785,a-methyldopamine,1
DB00968,Methyldopa,DBMET00703,3-O-methyl-a-methyldopa,1
DB00968,Methyldopa,DBMET00704,3-O-methyl-a-methyldopamine,1
DB00972,Azelastine,DBMET00085,Desmethylazelastine,1
DB00972,Azelastine,DBMET01555,"(R)-azelastine, N-desmethyl",1
DB00973,Ezetimibe,DBMET02115,Ezetimibe glucuronide,1
DB00973,Ezetimibe,DBMET02116,SCH 57871,1
DB00973,Ezetimibe,DBMET02118,SCH 488128,1
DBMET02116,SCH 57871,DBMET02117,SCH 57871-glucuronide,2
DB00977,Ethinyl Estradiol,DBMET01270,2β-OH-17β-ethinylestradiol,1
DB00988,Dopamine,DBMET00534,6-Hydroxydopamine,1
DB00988,Dopamine,DBMET00565,Dopamine 4-sulfate,1
DB00988,Dopamine,DBMET00573,Dopamine 3-O-sulfate,1
DB00988,Dopamine,DBMET00587,Dopamine glucuronide,1
DB00988,Dopamine,DBMET00614,Dopamine quinone,1
DB00993,Azathioprine,DBMET01006,Thio-deoxyguanosine triphosphate,1
DB00993,Azathioprine,DBMET01007,Thioguanine diphosphate,1
DB00993,Azathioprine,DBMET01008,Thioguanine triphosphate,1
DB00993,Azathioprine,DBMET01009,6-thiouric acid,1
DB00993,Azathioprine,DBMET01010,6-Thioxanthine 5'-monophosphate,1
DB00993,Azathioprine,DBMET00768,6-thioguanylic acid,1
DB00993,Azathioprine,DBMET00769,6-thioinosine triphosphate,1
DB00993,Azathioprine,DBMET00770,6-thioinosinic acid,1
DB00993,Azathioprine,DBMET00771,6-thioxanthylic acid,1
DB00993,Azathioprine,DBMET00780,8-hydroxythioguanine,1
DB00993,Azathioprine,DBMET00623,6-Thioguanine,1
DB00993,Azathioprine,DBMET00630,6-Mercaptopurine,1
DB00993,Azathioprine,DBMET00416,S-methylazathioprine,1
DB00997,Doxorubicin,DBMET00846,Doxorubicin-semiquinone,1
DB00997,Doxorubicin,DBMET00847,Doxorubicinol deoxaglycone,1
DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,1
