drugbank-id,form,route,strength
EXPT00906,Capsule,Oral,50 mg
EXPT02307,Liquid,Topical,3 g/100mL
EXPT01507,Solution / drops,Ophthalmic,1 %
EXPT02968,Tablet,Oral,
EXPT02977,Solution,Oral,
EXPT02150,Liquid,Hemodialysis,
EXPT02006,"Capsule, liquid filled",Oral,
DB11307,Liquid,Topical,
EXPT00247,Powder,Oral,1.5 g
EXPT00412,"Powder, for solution",Intraocular,20 mg
EXPT01391,"Capsule, delayed release pellets",Oral,
DB04184,Kit,,
EXPT02630,Solution,Topical,
EXPT02965,Gel,Topical,.4 g/20mL
EXPT02456,Capsule,Oral,
EXPT01458,"Injection, solution",Intravenous,
EXPT01917,Plaster,Topical,
DB09544,Kit; solution,Intraocular; Irrigation,
EXPT01720,"Powder, for solution",Intravenous,7 mg/mL
EXPT02440,Tablet,Oral,100 mg
EXPT00979,"Capsule, gelatin coated",Oral,
DB07690,"Injection, solution",Subcutaneous,20 mg/2mL
EXPT03078,"Aerosol, spray",Topical,
EXPT03072,Solution,Intravenous,36 mg
DB11070,"Capsule, gelatin coated",Oral,
EXPT00675,Tablet,Oral,
EXPT02607,Suspension,Endotracheal,
EXPT01444,Liquid,Dental,
EXPT00969,Liquid,Respiratory (inhalation),
EXPT03203,Ointment,Topical,7.5 g/30g
EXPT01357,Tablet,Oral,
DB11055,"Injection, powder, lyophilized, for solution",Intravenous,
EXPT01495,Syrup,Oral,
DB11615,Liquid,Oral,.5 %
DB11287,Soap,Topical,
EXPT02430,Ointment,Topical,
EXPT00922,Liquid,Topical,.007 g/mL
EXPT02378,Solution,Extracorporeal,
DB09294,Solution,Topical,
EXPT02005,Suspension,Oral,50 g
EXPT02413,"Injection, emulsion",Intravenous,
EXPT02023,Solution,Irrigation,
DB04571,Tablet,Oral,5 mg
DB04572,"Powder, for solution",Intracavitary; Intravenous; Intravesical,15 mg
DB04574,Tablet,Oral,3.0 mg
DB04711,Liquid,Intrauterine,
DB04789,Capsule,Oral,
DB04815,Ointment,Topical,3 %
DB04816,Capsule,Oral,
DB04824,Capsule,Oral,
DB04835,"Tablet, film coated",Oral,75 mg/1
DB04837,Syrup,Oral,25 mg
DB04838,Tablet,Oral,200 mg
DB04839,Tablet,Oral,
DB04841,Capsule,Oral,5 mg
DB04842,Suspension,Intramuscular,2 mg
DB04843,Tablet,Oral,25 mg/1
DB04844,"Tablet, coated",Oral,25 mg/1
DB04845,Kit,Intravenous,
DB03786,Tablet,Oral,80 mg
DB04855,"Tablet, film coated",Oral,400 mg
DB04861,Tablet,Oral,5 mg/1
DB04865,"Injection, powder, lyophilized, for solution",Subcutaneous,3.5 mg/mL
DB04868,Capsule,Oral,50 mg/1
DB04871,"Tablet, film coated, extended release",Oral,20 mg/1
DB04876,Tablet,Oral,50 mg
DB04890,Solution / drops,Ophthalmic,15 mg/mL
DB04895,Solution,Intravitreal,0.3 mg
DB04896,"Tablet, film coated",Oral,50 mg/1
DB04899,"Powder, for solution",Intravenous,1.5 mg
DB04908,"Tablet, film coated",Oral,100 mg/1
DB04911,"Injection, powder, lyophilized, for solution",Intravenous,400 mg/1
DB04918,"Powder, for solution",Intravenous,500 mg
DB04920,Emulsion,Intravenous,0.5 mg
DB04930,Cream,Topical,50 mg/g
DB04932,Solution,Intravenous,80 mg
DB04938,"Tablet, film coated",Oral,60 mg/1
DB04941,"Tablet, coated",Oral,125 mg/1
DB04946,Tablet,Oral,8 mg/1
DB04948,"Tablet, film coated",Oral,.2 mg/1
DB04951,"Tablet, coated",Oral,801 mg/1
DB04953,"Tablet, film coated",Oral,50 mg
DB05013,Gel,Topical,500 ug/g
DB05015,"Injection, powder, lyophilized, for solution",Intravenous,500 mg/10mL
DB05016,Granule,Oral,250 mg
DB05018,Capsule,Oral,123 mg
DB05039,Capsule,Respiratory (inhalation),
DB05084,"Injection, solution",Subcutaneous,2000 ug/mL
DB05099,Liquid,Intravenous; Subcutaneous,70 unit
DB05109,"Powder, for solution",Intravenous,1 mg
DB05219,Ointment,Topical,20 mg/g
DB05239,"Tablet, film coated",Oral,20 mg/1
DB05245,Cream,Topical,10 mg/g
DB05246,Capsule,Oral,300 mg
APRD00999,Solution,Subcutaneous,40 mg
DB05260,"Injection, solution, concentrate",Intravenous,25 mg/mL
DB05271,"Patch, extended release",Transdermal,8 mg/24h
DB05276,Injection,Intramuscular,312 [iU]/mL
DB08764,Tablet,Oral,300 mg/1
DB05311,"Injection, solution",Subcutaneous,10 mg/mL
DB05316,"Tablet, coated",Oral,17 mg/1
DB05332,"Powder, for solution",Subcutaneous,500 mcg
DB05336,Solution,Intravenous,100 mg/mL
DB05351,"Capsule, delayed release",Oral,30 mg/1
DB00667,Liquid,Percutaneous,6 mg
DB05247,"Capsule, liquid filled",Oral,
DB05384,Kit,Topical,
DB05521,"Tablet, film coated",Oral,375 mg
DB05528,"Injection, solution",Subcutaneous,200 mg/mL
DB05541,Tablet,Oral,75 mg
DB05578,Solution,Intravenous,10 mg/mL
DB05599,Emulsion,Topical,
DB05676,"Tablet, film coated",Oral,30 mg
DB05679,Solution,Subcutaneous,90 mg
DB05773,"Powder, for solution",Intravenous,160 mg
DB05812,"Tablet, film coated",Oral,500 mg/1
DB05829,"Injection, powder, for solution",Subcutaneous,100 µg
DB05889,"Powder, for solution",Intravenous,0.9 mg
DB05990,"Tablet, film coated",Oral,5 mg/1
DB06014,Injection,Intravenous,50 mg/mL
DB06016,Kit,Oral,
DB06043,Solution,Intravenous,500 mg
DB06145,Capsule,Oral,1500000 unit
DB05436,Liquid,Intravenous,200 mg
DB06152,Tablet,Oral,6 mg
DB06153,Tablet,Oral,1 mg
DB06154,Tablet,Oral,20 mg
DB06155,"Tablet, film coated",Oral,20 mg
DB06168,Solution,Subcutaneous,150 mg
DB06176,"Kit; powder, for solution",Intravenous,10 mg
DB06186,Liquid,Intravenous,5 mg
DB06193,"Injection, powder, for solution",Intravenous,29 mg
DB06196,Solution,Subcutaneous,10 mg
DB06201,"Tablet, film coated",Oral,400 mg
DB06202,"Tablet, film coated",Oral,500 μg
DB06203,"Tablet, film coated",Oral,
DB06204,"Tablet, multilayer, extended release",Oral,75 mg
DB06205,"Injection, solution",Subcutaneous,150 [USP'U]/mL
DB06206,Solution,Intravenous,100 mg
DB06207,Capsule,Oral,8 mg
DB06209,"Tablet, film coated",Oral,5 mg/1
DB06210,Tablet,Oral,75 mg
DB06211,"Powder, for solution",Intravenous,500 mg/10mL
DB06212,Tablet,Oral,60 mg
DB06213,"Injection, solution",Intravenous,.08 mg/mL
DB06215,Solution,Intravenous,30 mg
DB06216,Tablet,Sublingual,5 mg/1
DB06217,Solution,Intravenous,20 mg
DB06218,"Tablet, film coated",Oral,50 mg
DB06219,"Injection, powder, for solution",Intravenous,500 mg
DB08477,"Tablet, film coated",Oral,20 mg/1
DB06230,"Tablet, film coated",Oral,18 mg
DB06237,Tablet,Oral,50 mg/1
DB06243,Cream,Topical,139 mg/g
DB06261,"Kit; powder, for solution",Intravesical,100 mg
DB06262,Capsule,Oral,300 mg/1
DB06268,"Tablet, film coated",Oral,100 mg
DB06273,Solution,Subcutaneous,162 mg
DB06274,Capsule,Oral,12 mg/1
DB06282,Tablet,Oral,5 mg/1
DB06283,"Injection, solution",Intrathecal,25 μg/ml
DB05581,Solution,Subcutaneous,250 mcg
DB06287,Liquid,Intravenous,25 mg
DB06290,Capsule,Oral,150 mg/1
DB06292,"Tablet, film coated, extended release",Oral,
DB06317,"Powder, for solution",Intravenous,440 mg
DB06335,"Tablet, film coated",Oral,5 mg
DB06366,"Kit; powder, for solution; solution",Intravenous,
DB06372,"Injection, powder, for solution",Subcutaneous,80 mg/ml
DB06401,"Tablet, multilayer, extended release",Oral,
DB06402,"Powder, for solution",Intravenous,750 mg
DB06403,"Tablet, film coated",Oral,5 mg
DB06404,Kit,,
DB06410,"Injection, solution",Intravenous,4 ug/2mL
DB06412,Tablet,Oral,50 mg
DB06413,Tablet,Oral,50 mg/1
DB07191,Tablet,Oral,25 mg/1
DB06415,Suspension,Endotracheal,35.7 mg/mL
DB06441,"Injection, powder, for solution",Intravenous,50 mg
DB06480,Tablet,Oral,2 mg
DB06589,"Tablet, film coated",Oral,400 mg
DB06590,"Injection, powder, for solution",Intravenous,600 mg
DB06595,"Capsule, liquid filled",Oral,25 mg/1
DB06602,Solution,Intravenous,10 mg
DB06603,Capsule,Oral,20 mg
DB07828,Kit,,
DB06607,Solution,Intraperitoneal,0.1 mg
DB06612,"Powder, for solution",Subcutaneous,100 mg
DB03655,Solution,Intravenous,600 mg/60mL
DB06616,"Tablet, film coated",Oral,500 mg/1
DB06626,"Tablet, film coated",Oral,7 mg
DB06636,"Injection, powder, lyophilized, for solution",Intravenous,74.4 mg/mL
DB06637,"Tablet, extended release",Oral,10 mg
DB06643,Solution,Subcutaneous,120 mg
DB06650,Solution,Intravenous,1000 mg
DB06654,"Tablet, film coated",Oral,50 mg/1
DB06655,Solution,Subcutaneous,
DB06663,"Kit; powder, for suspension",Intramuscular,60 mg
DB06674,Solution,Intravenous,50 mg
DB06681,"Injection, powder, lyophilized, for solution",Intravenous,250 mg/1
DB06684,Tablet,Oral,40 mg
DB06688,Injection,Intravenous,50000000 1/1
DB06689,Liquid,Intravenous,50 mg
DB06690,Gas,Respiratory (inhalation),99 %
DB06691,Suspension,Oral,
DB06692,Liquid,Intravenous,100000 unit
DB06694,Spray,Nasal,.015 mL/15mL
DB06695,Capsule,Oral,75 mg/1
DB06697,Tablet,Oral,
DB06698,Tablet,Oral,8 mg
DB06699,"Powder, for solution",Subcutaneous,80 mg
DB06700,"Tablet, extended release",Oral,50 mg/1
DB06701,"Capsule, extended release",Oral,5 mg/1
DB06702,"Tablet, film coated, extended release",Oral,8 mg/1
DB06703,Solution,Intravenous,604.72 mg
DB06705,Solution,Intravenous,244 mg
DB06706,Capsule,Oral,
DB06707,Solution,Infiltration,
DB06708,Tablet,Oral,
DB06709,Solution,Respiratory (inhalation),16 mg
DB06710,Capsule,Oral,10 mg/1
DB06711,Solution / drops,Ophthalmic,1 mg
DB06713,Patch,Transdermal,
DB06714,Inhalant,Nasal,250 mg/1
DB06715,"Capsule, gelatin coated",Oral,
DB05279,Injection,Intravenous,35 mg/mL
DB06717,"Injection, powder, for solution",Intravenous,150 mg
DB06719,Liquid,Nasal,1 mg
DB05543,"Powder, for solution",Intravenous,400 unit
DB06723,Tablet,Oral; Other,
DB06724,Tablet,Oral,750 mg
DB06752,"Powder, for solution",Intradiscal,4 unit
DB06754,Solution,Intravenous; Subcutaneous,750 unit
DB06755,"Capsule, liquid filled",Oral,
DB06756,Kit,,
DB06757,Solution,Intravenous,
DB06760,Solution,Oral,8500 [iU]/mL
DB06761,Suspension,Endotracheal,25 mg
DB06764,Solution / drops,Ophthalmic,.05 mg/10mg
DB06766,Solution / drops,Ophthalmic,2.5 mg/mL
DB06767,Liquid,Oral,
DB06768,Cream,Topical,120 mg/g
DB06769,"Powder, for solution",Intravenous,25 mg
DB06770,Gel,Topical,.1 g/g
DB05862,Suspension,Ophthalmic,6 mg/mL
DB06772,Solution,Intravenous,40 mg
DB05318,Kit,,
DB06775,"Tablet, orally disintegrating",Oral,200 mg
DB06777,"Tablet, film coated",Oral,250 mg/1
DB06778,"Tablet, chewable",Oral,
DB06779,Liquid,Intravenous; Subcutaneous,2500 unit
DB06781,Emulsion,Ophthalmic,0.05 %
DB06782,Solution,Intramuscular,100 mg
DB09538,Capsule,Oral,500 mg/1
DB09412,"Injection, solution",Intravenous,2 mCi/mL
DB06785,Solution,Subcutaneous,250 mcg
DB06786,Ointment,Topical,0.1 %
DB06788,Implant; kit,Subcutaneous,50 mg
DB06789,Injection,Subcutaneous,250 mg/mL
DB06791,Injection,Subcutaneous,90 mg/.3mL
DB06792,"Tablet, chewable",Oral,750 mg
DB06794,Solution / drops,Ophthalmic,1 mg/mL
DB06795,Cream,Topical,8.5 %
DB06796,Solution,Intravenous,37.9 mg
DB06146,Tablet,Oral,
DB06800,Tablet,Oral,150 mg/1
DB06802,Suspension / drops,Ophthalmic,1 mg/mL
DB06804,"Gel, metered",Vaginal,4 g/100g
DB06809,Solution,Subcutaneous,24 mg/1.2mL
DB06811,Kit,Intravenous,1.3 mg
DB06812,Solution,Topical,.1 L/L
DB05527,Injection,Intravenous,20 mg/mL
DB06815,Cream,Topical,.5 %
DB06816,Suspension,Oral,50 mg
DB05355,Tablet,Oral,600 mg
DB12600,Tablet,Oral,500 mg/1
DB06820,Solution,Topical,10 mg/mL
DB06822,Liquid,Subcutaneous,10000 unit
DB06823,"Tablet, sugar coated",Oral,100 mg/1
DB06824,Capsule,Oral,250 mg/1
DB06825,Kit,,
DB06826,Solution / drops,Ophthalmic,1.5 mg/mL
DB11139,"Tablet, coated",Oral,
DB08439,"Injection, powder, for solution",Intramuscular; Intravenous,40 mg
DB08604,Liquid,Topical,0.1 %
DB08797,Tablet,Oral,
DB08799,Solution,Ophthalmic,
DB08804,"Injection, solution",Intramuscular,200 mg/mL
DB08809,Liquid,Topical,100 %
DB08813,Solution,Intravenous; Subcutaneous,19000 unit
DB08815,"Tablet, film coated",Oral,80 mg/1
DB04902,"Tablet, film coated",Oral,90 mg
DB08818,Gel,Topical,.1 mg/mL
DB08819,Solution / drops,Ophthalmic,.0045 mg/.3mL
DB05989,"Tablet, film coated",Oral,
DB05358,Tablet,Oral,
DB08823,Suspension,Topical,9 mg/mL
DB09548,"Injection, solution",Intravenous,2 mCi/mL
DB08826,"Tablet, film coated",Oral,500 mg
DB08827,Capsule,Oral,60 mg/1
DB08828,Capsule,Oral,150 mg/1
DB08847,Cream,Topical,.51 1/100mL
DB06514,"Tablet, film coated",Oral,4.18 mg/1
DB08862,"Powder, for solution",Intravenous,75 unit
DB05083,"Tablet, film coated",Oral,25 mg/1
DB08700,Capsule,Oral,250 mg/1
DB05366,Tablet,Oral,5 mg
DB08868,Capsule,Oral,0.5 mg
DB08869,"Kit; powder, for solution",Subcutaneous,2 mg
DB08870,"Powder, for solution",Intravenous,50 mg
DB04940,Solution,Intravenous,0.5 mg
DB04922,"Tablet, extended release",Oral,600 mg/1
DB05665,"Capsule; powder, for solution",Oral; Subcutaneous,
DB08874,"Tablet, film coated",Oral,200 mg
DB05153,Kit,,
DB08876,"Powder, for solution",Intravenous,200 unit
DB08877,Tablet,Oral,5 mg
DB08879,Solution,Subcutaneous,200 mg/mL
DB03805,"Tablet, film coated",Oral,7 mg/1
DB05238,"Tablet, film coated",Oral,240 mg/1
DB08882,"Tablet, film coated",Oral,5 mg
DB08883,"Tablet, film coated",Oral,8 mg
DB08884,Solution,Intravenous,181.43 mg
DB08885,"Solution, concentrate",Intravenous,200 mg/8mL
DB08886,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,10000 [iU]/mL
DB06291,Capsule,Oral,500 mg/1
DB05028,Solution,Intravitreal,2.5 mg
DB08889,"Powder, for solution",Intravenous,60 mg
DB05566,"Capsule, gelatin coated",Oral,72 ug/1
DB05702,"Tablet, film coated, extended release",Oral,50 mg/1
DB08183,"Tablet, film coated, extended release",Oral,11 mg/1
DB08896,"Tablet, film coated",Oral,40 mg/1
DB08897,Inhalant,Respiratory (inhalation),400 ug/1
DB08898,"Injection, powder, for solution",Intravenous,1000 [USP'U]/1
DB05094,Capsule,Oral,40 mg/1
DB08900,"Kit; powder, for solution",Subcutaneous,5 mg
DB06300,"Tablet, film coated",Oral,45 mg/1
DB05872,Injection,Intravenous,50 mg/mL
DB08903,Tablet,Oral,100 mg/1
DB08904,Solution,Subcutaneous,200 mg
DB08905,"Liquid; powder, for solution",Intramuscular,
DB08906,"Spray, metered",Nasal,27.5 ug/1
DB08907,"Tablet, film coated",Oral,300 mg/1
DB08908,Kit,,
DB06170,Liquid,Oral,1.1 g
DB08910,Capsule,Oral,4 mg
DB08911,"Tablet, film coated",Oral,2 mg
DB08912,Capsule,Oral,75 mg
DB09566,Injection,Intravenous,30 uCi/mL
DB08916,Tablet,Oral,40 mg
DB08917,"Injection, solution",Intravenous,50 mg/mL
DB08918,Kit,Oral,
DB08930,"Tablet, film coated",Oral,
DB08931,"Tablet, film coated",Oral,2.5 mg
DB08932,"Tablet, film coated",Oral,10 mg/1
DB08933,Cream,Topical,10 mg/g
DB08934,"Tablet, film coated",Oral,400 mg
DB08935,Solution,Intravenous,25 mg
DB08936,Liquid,Oral,
DB08938,Tablet,Oral,480 mg
DB08941,Tablet,Oral,20 mg/1
DB08946,Tablet,Oral,500 mg
DB08947,Liquid,Intravenous; Subarachnoid,200 mg
DB08949,"Capsule, gelatin coated",Oral,
DB08958,Liquid,Buccal,0.1 %
DB08976,Tablet,Oral,400 mg
DB08988,Tablet,Oral,
DB09009,Solution,Infiltration,
DB09020,Tablet,Oral,5 mg/1
DB01258,"Tablet, film coated",Oral,300 mg/1
DB09027,"Tablet, film coated",Oral,
DB09029,Solution,Subcutaneous,150 mg
DB05692,"Tablet, film coated",Oral,2.08 mg/1
DB09031,Capsule,Oral,50 mg/1
DB05802,"Powder, for solution",Intravenous,300 mg
DB09034,"Tablet, film coated",Oral,5 mg/1
DB06132,Solution,Intravenous,10 mg
DB09036,"Powder, for solution",Intravenous,400 mg
DB09037,Solution,Intravenous,25 mg
DB09038,"Tablet, extended release",Oral,
DB05715,Capsule,Oral,84 mg
DB09040,Solution,Topical,100 mg/mL
DB05058,Solution,Topical,43.5 mg/mL
DB09042,"Tablet, film coated",Oral,200 mg
DB05162,"Injection, powder, lyophilized, for solution",Subcutaneous,50 mg/.5mL
DB09045,Solution,Subcutaneous,1.5 mg
DB09046,"Injection, powder, lyophilized, for solution",Subcutaneous,11.3 mg/2.2mL
DB09047,Suspension,Auricular (otic),0.3 %
DB09048,Capsule,Oral,
DB09049,"Tablet, film coated",Oral,25 mg
DB09050,"Powder, for solution",Intravenous,
DB09051,Solution,Intravenous,1 mg
DB09052,"Powder, for solution",Intravenous,38.5 mcg
DB09053,"Tablet, film coated",Oral,560 mg/1
DB09054,"Tablet, film coated",Oral,150 mg
DB09057,Solution,Intravenous,60 unit
DB09059,"Injection, solution, concentrate",Intravenous,37.5 mg/5ml
DB09060,"Injection, powder, for solution",Intravenous,
DB09061,Spray,Buccal,
DB09063,Capsule,Oral,150 mg/1
DB09065,"Tablet, film coated",Oral,150 mg
DB09066,"Injection, solution",Subcutaneous,150 micrograms
DB09067,"Injection, powder, lyophilized, for solution",Intravenous,100 ug/2mL
DB05700,Tablet,Oral,5 mg
DB05359,Capsule,Oral,20 mg
DB09072,Solution,Oral,500 mg
DB09073,Capsule,Oral,75 mg/1
DB05940,"Tablet, film coated",Oral,150 mg/1
DB09075,"Tablet, film coated",Oral,60 mg/1
DB09076,Powder,Respiratory (inhalation),62.5 mcg
DB09077,Injection,Intravenous,3.5 mg/mL
DB09078,Kit,,
DB09079,Capsule,Oral,150 mg
DB09080,"Spray, metered",Respiratory (inhalation),2.5 ug/1
DB09081,"Tablet, film coated",Oral,150 mg
DB06577,Powder,Respiratory (inhalation),
DB09083,Tablet,Oral,7.5 mg
DB09084,Solution,Buccal,15 mg
DB09085,Aerosol,Oral,
DB09086,Liquid,Topical,850 mg/mL
DB09088,Liquid,Nasal,
DB09089,Tablet,Oral,100 mg
DB09090,Tablet,Oral,50 mg
DB09091,Suspension,Rectal,250 mg
DB09092,Tablet,Oral,300 mg
DB09093,Ointment,Ophthalmic,1 %
DB09094,Ointment,Topical,
DB09095,Ointment,Topical,0.1 %
DB09096,Ointment,Topical,100 mg/g
DB09097,Tablet,Oral,0.15 mg
DB09098,"Powder, for solution",Intramuscular,
DB09099,"Liquid; powder, for solution",Intravenous,
DB09100,Tablet,Oral,120 mg/1
DB05618,"Tablet, film coated",Oral,85 mg
DB09102,Tablet,Oral,90 mg/1
DB09103,"Kit; powder, for solution",Subcutaneous,
DB09104,Liquid,Oral,2400 mg/15mL
DB09105,Solution,Subcutaneous,80 mg/.8mL
DB09106,Solution,Intravenous,6 %
DB06279,Solution,Intravenous; Subcutaneous,75 mcg
DB09108,"Kit; powder, for solution",Intravenous,
DB09109,"Kit; powder, for solution",Intravenous,500 unit
DB09110,Liquid,Intravenous; Oral,100 mg
DB09111,Solution,Intravenous,10 g
DB09112,Solution,Intravenous,30 mg
DB09113,Suspension,Endotracheal,80 mg/mL
DB09114,Suspension,Endotracheal,
DB09115,Cream,Vaginal,
DB09116,Tablet,Oral,50 mg
DB09117,Liquid,Intramuscular; Intravenous,100 %
DB09118,"Powder, for suspension",Oral,500 mg
DB09119,Tablet,Oral,800 mg
DB09120,Cream,Topical,0.075 %
DB09121,Suspension,Intramuscular,50 mg
DB09122,Liquid,Subcutaneous,94 mcg
DB09123,Tablet,Oral,2.00 mg
DB09124,Tablet,Oral,5 mg
DB09125,"Tablet, extended release",Oral,15 meq/1
DB09126,"Powder, for solution",Intramuscular,10000 unit
DB09128,Tablet,Oral,4 mg/1
DB09129,Solution,Intravenous,
DB09130,"Capsule, liquid filled",Oral,
DB09131,Solution,Intravenous,
DB09132,Solution,Intravenous,376.9 mg
DB09133,Solution,Intra-arterial; Intravenous,
DB09134,Solution,Intravascular,74 %
DB09135,"Injection, solution",Intravascular,350 mg/mL
DB09136,Solution,Subcutaneous,10 mg
DB09137,"Injection, powder, lyophilized, for solution",Intravenous,10 mg/1
DB09138,"Injection, powder, for solution",Intravenous,25 mg/1
DB09139,"Injection, powder, lyophilized, for solution",Intravenous,3.15 mg/1
DB09140,Gas,Respiratory (inhalation),100 %
DB09141,Solution,Intravenous,10 mg
DB09142,"Injection, powder, lyophilized, for solution",Intravenous,3 ug/1
DB09143,Capsule,Oral,200 mg/1
DB05425,Granule,Oral,951 mg/g
DB09145,Liquid,Intramuscular; Intravenous; Subcutaneous,
DB06790,"Capsule, gelatin coated",Oral,
DB09148,"Injection, solution",Intravenous,300 MBq/ml
DB09149,"Injection, solution",Intravenous,800 MBq/ml
DB09151,Solution,Intravenous,4.05 mCi/mL
DB09152,Emulsion,Intravenous,
DB09153,"Granule, for solution",Nasal,
DB09159,Solution,Extracorporeal,14 g/30mL
DB09155,Gas,Respiratory (inhalation),
DB09156,Solution,Intravascular,77 %
DB09157,Gas,Respiratory (inhalation),
DB09158,"Injection, solution",Intraocular; Ophthalmic,.3 mg/.5mL
DB09161,"Injection, powder, for solution",Intravenous,1 mg/mL
DB09163,"Injection, powder, lyophilized, for solution",Intravenous,.5 mg/1
DB09164,"Injection, powder, lyophilized, for solution",Intravenous,20 mg/10mL
DB09417,"Injection, powder, lyophilized, for solution",Intravenous,
DB09183,Kit,,
DB09208,"Injection, solution, concentrate",Intravenous,8 mg/ml
DB09222,Solution,Topical,
DB09228,"Injection, powder, for solution",Intravenous,2100 U/1
DB09241,Tablet,Oral,
DB09255,Solution / drops,Ophthalmic,
DB09256,Capsule,Oral,
DB09257,Capsule,Oral,
DB09263,"Powder, for suspension",Oral,8.4 g/1
DB09264,Solution,Intravenous,50 mg
DB09265,"Injection, solution",Subcutaneous,
DB09266,Kit,,
DB09267,Granule,Oral,2 g
DB09268,"Powder, metered",Oral,
DB09269,"Injection, solution, concentrate",Intravenous,
DB09270,"Capsule, gelatin coated",Oral,
DB09272,"Tablet, film coated",Oral,75 mg/1
DB09275,Capsule,Oral,
DB09276,Solution,Intramuscular,50 mg
DB05269,Gel,Topical,2 g/100mL
DB09280,"Tablet, film coated",Oral,
DB09281,Tablet,Oral,
DB09287,Liquid,Ophthalmic,
DB09291,Tablet,Oral,90 mg/1
DB09292,"Tablet, film coated",Oral,
DB12217,Solution,Oral,5 mCi/mL
DB09296,Tablet,Oral,
DB09297,Tablet,Oral,
DB09299,Tablet,Oral,25 mg
DB11535,Solution,Intramuscular; Intravenous; Subcutaneous,20 mg
DB11339,Patch,Topical,
DB09302,Solution,Subcutaneous,75 mg
DB09303,Solution,Subcutaneous,140 mg
DB09310,"Powder, for solution",Intravenous,15 mg
DB09311,Tablet,Oral,500 mg
DB09312,Liquid,Intravenous,50 mg
DB09313,Solution,Intravascular,
DB13043,"Injection, solution",Intravenous,7.5 Ci/1
DB09315,Gas,Respiratory (inhalation),5 mCi/mL
DB09316,"Injection, solution",Intravenous,2 mCi/mL
DB09317,"Tablet, film coated",Oral,1.25 mg/1
DB09318,"Tablet, film coated",Oral,1.25 mg/1
DB09320,"Injection, suspension",Intramuscular,600000 [iU]/mL
DB09321,Ointment,Topical,40 %
DB09322,Liquid,Oral,13.5 mg
DB09323,Suspension,Oral,500000 unit
DB09324,"Injection, powder, for suspension",Intramuscular; Intravenous,
DB09325,"Aerosol, foam",Dental,2.72 g/100g
DB09326,"Injection, solution",Intravenous,37.5 mCi/mL
DB09329,"Kit; powder, for solution",Intravenous,500 unit
DB09330,"Tablet, film coated",Oral,80 mg
DB09331,Solution,Intravenous,400 mg
DB09333,Capsule,Oral,500 mg
DB09337,Gas,Respiratory (inhalation),100 %
DB09341,Liquid,Intraspinal,
DB09343,"Tablet, film coated",Oral,
DB09345,Spray,Topical,10 mg/mL
DB09349,Tablet,Oral,
DB09350,Shampoo,Topical,
DB09352,Solution,Ophthalmic,
DB09353,Cream,Topical,100 mg/g
DB09357,Liquid,Topical,.2 g/100g
DB09372,Gel,Topical,7 %
DB09374,Kit,,
DB09375,"Powder, for solution",Ophthalmic,300 unit
DB09381,Tablet,Oral,1.25 mg
DB09389,Tablet,Oral,0.075 mg
DB09394,Paste,Dental,
DB09470,"Injection, solution, concentrate",Intravenous,328 mg/mL
DB09397,Kit,,
DB09398,Injection,Intravenous,200 mg/mL
DB09407,Aerosol,Oral,
DB09409,"Injection, solution",Intravenous,
DB09413,Liquid,Irrigation,
DB09414,Solution,Intravenous,
DB09418,Capsule,Oral,200 mg
DB09419,Powder,Oral,25 g
DB11240,"Capsule, gelatin coated",Oral,200 uCi/1
DB09421,Solution,Intravenous,500 ug/mL
DB09422,Spray,Topical,
DB09425,Solution,Intrathecal,1 mCi/mL
DB09446,"Injection, emulsion",Intravenous,
DB09525,"Tablet, coated",Oral,
DB09459,Tablet,Oral,
DB09460,Liquid,Irrigation,
DB04077,Cream,Topical,.16 g/8g
DB09476,"Solution, concentrate",Oral,
DB09473,Solution,Intravenous,1 ug/mL
DB09477,Solution,Intravenous,1.25 mg
DB09479,"Injection, solution",Intravenous,100 mCi/1
DB09481,Powder,Oral,
DB09484,"Paste, dentifrice",Dental,11.5 mg/g
DB09488,Capsule,Oral,
DB09490,Kit,,
DB09493,Kit,,
DB09494,Lotion,Topical,80 mg/100mL
DB09495,Oil,Topical,
DB09496,Lotion,Topical,40 mg/mL
DB12546,Injection,Intravenous,1 mCi/mL
DB09499,Solution,Intravenous,25 %
DB09150,"Injection, solution",Intravenous,500 mCi/mL
DB09510,Tablet,Oral,100 mg
DB09511,Powder,Intrapleural,5 g/100mL
DB09512,Tablet,Oral,125 mg
DB09513,Capsule,Oral,1 uCi/1
DB09516,Solution,Topical,
DB09517,Injection,Intravenous,12.5 mg/mL
DB09526,Emulsion,Topical,.04 mg/mL
DB06369,"Injection, powder, lyophilized, for solution",Intravenous,40 ug/10mL
DB09534,Liquid,Topical,
DB09535,Oil,Topical,
DB09536,Lotion,Topical,82 mg/mL
DB09537,Solution,Topical,
DB09540,Kit,,
DB09543,Liquid,Topical,200 mg/g
DB09546,"Injection, powder, lyophilized, for solution",Intravenous,25 mCi/1
DB09552,Suspension,Auricular (otic),
DB09555,"Tablet, coated",Oral,
DB05774,Solution,Intravenous,16 mg/mL
DBSALT001586,Liquid,Oral,
DB09563,Injection,Intramuscular,
DB09564,Solution,Subcutaneous,
DB09567,Plaster,Topical,
DB09568,"Capsule, gelatin coated",Oral,1 g/1
DB09570,Capsule,Oral,4 mg/1
DB09571,Inhalant,Nasal,.245 mg/1000mg
