coder,drugbank-id,language,synonym
,DB01610,,Valganciclovir
,DB01611,,Polirreumin
,DB01612,,pentyl nitrite
,DB01613,,Tetranitrol
,DB01614,,Acetylpromazine
,DB01615,,Acepromethazine
,DB01616,,Phenpropamine
,DB01618,,Molindonum
,DB01619,,Thephorin
,DB01620,,Pheniraminum
,DB01621,,Pipotiazinum
,DB01622,,Tioproperazina
,DB01623,,Tiotixenum
,DB08920,,Zuclopentixol
,DB01625,,Isopropamide
,DB01626,,Pargyline
,DB01627,,Lincomycine
,DB07166,,L791456
,EXPT00263,,FUrd
,EXPT02663,,"Ribofuranose, 5-phosphate 1-pyrophosphate"
,DB09391,,L-Gulitol
,EXPT02988,,Thymidylic acid polymer
,EXPT01582,,Genisterin
,EXPT00506,,Thiomedon
,EXPT00259,,(R)-Mesopram
,EXPT01652,,"P1-7-METHYLGUANOSINE-P3-ADENOSINE-5',5'-TRIPHOSPHATE"
,EXPT00123,,Trans-o-hydroxycinnamic acid
,EXPT00637,,"Coenzyme A, S-(4-hydroxybenzoate)"
,EXPT02022,,6-O-phosphono-L-gulonic acid
,EXPT02802,,Roflumilastum
,EXPT02665,,Phosphoribosyl ATP
,EXPT02903,,(S)-2-AMINO-3-(3-HYDROXY-ISOXAZOL-4-YL)PROPIONIC ACID
,EXPT00097,,2H-BENZOIMIDAZOL-2-YLAMINE
,EXPT00603,,Pathocidine
,EXPT03225,,Streptogramin A
,EXPT03079,,α-TNT
,EXPT01511,,trans-Butenedioic acid
,EXPT00280,,"N-acetyl-N-[1-(1,1'-biphenyl-4-ylmethyl)-2-oxoazepan-3-yl]-3-formyl-O-phosphonotyrosinamide"
,EXPT01517,,"4-(5-(pyridin-4-yl)-1H-1,2,4-triazol-3-yl)pyridine-2-carbonitrile"
,EXPT01101,,"NG,NG-dimethyl-l-arginine"
,EXPT02103,,β-mannobiose
,EXPT01292,,"erythro-1,4-Dimercapto-2,3-butanediol"
,EXPT03007,,Levotartaric Acid
,EXPT01054,,β-cellotriose
,EXPT02824,,sophorin
,EXPT00407,,AICAR
,DB06593,,DHEA
,DB03465,,D-glycerate 2-phosphate
,DB13159,,Trimethylhexadecylammonium
,DB06854,,"3-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-1,1'-BIPHENYL-2-OLATE"
,DB04403,,Phosphorylethanolamine
,EXPT00827,,Natural camphor
,EXPT01216,,D-Leuzin
,EXPT02353,,α-naphthaleneacetic acid
,EXPT02842,,S-Adenosylhomocysteine
,EXPT01163,,4-O-phosphono-L-threonic acid
,EXPT01978,,5-hydroxy-2-(hydroxymethyl)-4H-pyran-4-one
,EXPT03005,,TATP
,EXPT01246,,Dalfopristinum
,EXPT02501,,Vitamin B5
,EXPT01109,,DAL
,EXPT02600,,RP 73-401
,EXPT00277,,I-5
,EXPT02688,,W-molybdopterin cofactor
,EXPT01055,,"1,6,7,8-tetrahydroxyoctahydroindolizine"
,EXPT01282,,Dithiane Diol
,EXPT02411,,O3-acetyl-L-serine
,DB11078,,α-propyleneglycol
,EXPT01224,,"N,N-Dimethylmethanamide"
,EXPT00640,,Bacterio-chlorophyll A
,DB04355,,Uridine-5'-Diphosphoglucose
,EXPT01924,,isopropyl-β-D-thiogalactoside
,EXPT01350,,Desoxyepothilone B
,EXPT00794,,Phenyl ketone
,EXPT01003,,"N,N'-((((3alpha,5beta,12alpha)-3,12-Dihydroxy-24-oxocholan-24-yl)imino)di-3,1-propandiyl)bis-D-gluconamide"
,EXPT01804,,Hyperforine
,EXPT02151,,(3S)-3-methyl-L-glutamic acid
,EXPT02871,,Sucrose octasulfate
,EXPT03268,,Xylitol
,EXPT02890,,sinefunginum
,DB11280,,"Glucose, anhydrous"
,EXPT01461,,Methanoic acid
,EXPT02804,,Rolipramum
,DB11103,,Taurineold
,EXPT00809,,Cytidine-3'-Monophosphate
,EXPT03207,,Urocanic acid
,EXPT00439,,alpha-beta methylene adp-ribose
,EXPT03093,,Thiamine pyrophosphate
,DBSALT002202,,Cholesteryl sulphate
,EXPT00991,,HSCoA
,EXPT01537,,6-O-phosphono-α-D-glucopyranose
,EXPT00090,,5-{2-fluoro-5-[3-(3-hydroxy-2-methoxycarbonyl-phenoxy)-propenyl]-phenyl}-isoxazole-3-carboxylic acid
,EXPT01433,,Aldos
,EXPT01708,,Phenylpropanoate
,EXPT03050,,(6S)-THFA
,DB06425,,Swainosine
,DB03579,,"D-pyridoxyl-N,O-cycloserylamide-5-monophosphate"
,EXPT00549,,4-aminophthalhydrazide
,EXPT02747,,D-Ribose 5-phosphate
,DB08863,,PGD2
,EXPT00513,,(S)-alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid
,EXPT00544,,ADPR
,EXPT00844,,D-glucosyl-β-(1-4)-D-glucose
,EXPT00325,,2-(3-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-5-BROMO-4-OXIDOPHENYL)SUCCINATE
,EXPT03240,,n-hydroxy-2-[(4-methoxy-benzenesulfonyl)-pyridin-3-ylmethyl-amino]-3-methyl-benzamide
,EXPT02565,,Glyme 4
,EXPT00528,,Carboxymethoxylamine
,EXPT01225,,"N,N-Dimethylaminoacetic acid"
,EXPT00994,,bis[5-chloro-1h-indol-2-yl-carbonyl-aminoethyl]-ethylene glycol
,EXPT00941,,"cholesteryl (9Z,12Z-octadecadienoate)"
,EXPT01935,,"1H-indole-2,3-dione"
,EXPT01483,,1-[(2R)-1-hydroxy-4-phenylbutan-2-yl]-1H-imidazole-4-carboxamide
,EXPT02848,,(4s)-7-azabisabolene
,EXPT01435,,Fidarestat(stereoisomer)
,EXPT01311,,Daidzoside
,EXPT00996,,"2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl) ethyl-4-(4'-ethoxy [1,1'-biphenyl]-4-yl)-4-oxobutanoic acid"
,EXPT03229,,VA
,EXPT00935,,Chlorophyll
,EXPT02517,,MoCo
,EXPT02621,,Pyridoxamine phosphate
,EXPT00068,,N-butyl alcohol
,DB01769,,S-Sulfinocysteine
,EXPT02574,,"R-1,2-propanediol"
,EXPT01181,,D-Glutaminsäure-5-amid
,EXPT02179,,Propanedioic acid
,EXPT01293,,"D-threo-1,4-dimercapto-2,3-butanediol"
,EXPT01355,,Equilin
,EXPT02549,,Phenylethanol
,EXPT02710,,Pyridoxine 5-phosphate
,EXPT01185,,Dihydroquercetin
,EXPT00116,,2-FLUORO-2-DEOXY-BETA-D-GALACTOPYRANOSE
,DB02539,,Etiron
,EXPT02921,,Methionine Sulfoxide
,EXPT02252,,Amylotetraose
,EXPT01504,,FTP
,EXPT02559,,Platelet-activating factor
,EXPT02507,,PBG
,EXPT02794,,D(−)-mandelic acid
,EXPT02636,,Protoporphyrin IX
,DB12437,,"6-Oxo-8,9,10,11-Tetrahydro-7h-Cyclohepta[C][1]Benzopyran-3-O-Sulfamate"
,EXPT02131,,Daivonex
,EXPT00688,,beta-galactose-6-phosphate
,DB04536,,"Guanosine-3',5'-monophosphate"
,DB04402,,Isopropanol
,EXPT01362,,Panzem
,EXPT01033,,Selenium cysteine
,EXPT02486,,4-aminobenzoic acid
,EXPT02265,,Myricitin
,EXPT01603,,β-D-glucose
,EXPT00134,,Deoxyinosine
,DB12913,,Nomega-Hydroxy-nor-L-arginine
,EXPT02326,,Neopterin D-threo-form
,EXPT00974,,Hexadecyl N-octanoate
,EXPT01737,,HGA
,EXPT00831,,Cytosine arabinoside monophosphate
,DB04412,,DNP-SGc
,EXPT02119,,MAFP
,EXPT02527,,Deoxyamidinoproclavaminate
,EXPT00745,,HBPG
,EXPT01913,,IPMP
,EXPT00596,,s-(-)-n-acetylalanine
,EXPT01132,,diethyldithiocarbamic acid
,EXPT00380,,[2-(AMINO-OXY)ETHYL](5'-DEOXYADENOSIN-5'-YL)(METHYL)SULFONIUM
,EXPT00959,,Cyclic AMP
,DB08850,,ω-aminobutyric acid
,DB04305,,2-Methyl-propionic acid
,EXPT02902,,Vorinostatum
,EXPT02834,,Sorbitol-6-phosphate
,EXPT01799,,S-hexanoyl-coenzyme-A
,EXPT02468,,"6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylthio)phenyl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one"
,DB07442,,Peldesine
,EXPT00484,,Vinylformic acid
,EXPT02566,,pentaethyleneglycol dimethyl ether
,EXPT01467,,Forskolin
,EXPT00394,,α-abequopyranose
,EXPT01140,,Deoxyribose cytidine
,EXPT01591,,p-hydroxyphenylglycine
,EXPT02004,,LatA
,EXPT02071,,Xylitol 5-phosphate
,EXPT00033,,p-Nitrophenyl-beta-D-galactoside
,EXPT03310,,Terlipressinum
,EXPT02256,,7-(α-D-glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one
,EXPT02073,,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one
,EXPT03088,,"(1R,2S)-tranylcypromine(1+)"
,EXPT00608,,Vitamin B 12 factor IIIm
,EXPT01558,,N-choloylglycine
,EXPT01093,,oxidized dithiothreitol
,EXPT02307,,Nicotinic amide
,EXPT01507,,Ramycin
,EXPT02968,,trans-resveratrol
,EXPT03160,,Uridine 3'-phosphate
,EXPT01342,,2-(ethylmercuriothio)benzoic acid
,EXPT00610,,β-D-Galp-(1→4)-β-D-Galp
,EXPT02364,,N-amidinoglycine
,EXPT02727,,"1,2-Diazole"
,EXPT00559,,"9-Hydroxypropyladenine, R-Isomer"
,EXPT01702,,(S)-2-acetoin
,EXPT03163,,Arabinouridine 3'-Phosphate
,EXPT02819,,D-2-keto-3-deoxygalactonate
,EXPT00124,,Dihydrogenphosphate ion
,EXPT00308,,9-amino-N-(3-dimethylaminopropyl)acridine-4-carboxamide
,EXPT01520,,glucose-1-phosphate
,EXPT02664,,γ-thioproline
,EXPT01248,,L-domoic acid
,EXPT01259,,DPR
,EXPT00003,,N-(3-Propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline
,EXPT01622,,Guo
,EXPT01080,,(-)-calyculin A
,EXPT03128,,TTNPB
,EXPT00658,,Tricyclazone
,EXPT02248,,MMPR
,EXPT02088,,Man6P
,EXPT01199,,Dihydrotestosterone
,EXPT00059,,S-Propionylcoenzyme A
,EXPT02019,,"D-limonene 1,2-epoxide"
,DB01660,,gamma-Thio-ATP
,EXPT00064,,(-)-Bicalutamide
,EXPT02086,,diethylene glycol dimethyl ether
,EXPT01842,,α-L-iduronic acid
,EXPT01780,,Tript-OH
,DB01869,,L-rhamnose
,EXPT01578,,Antibiotic GE 2270A
,EXPT00823,,Hydroxydimethylarsine oxide
,EXPT02741,,Metribolone
,EXPT00545,,"9-Hydroxypropyladenine, S-Isomer"
,EXPT01906,,4-iodophenol
,EXPT00575,,p-arsanilic acid
,EXPT01349,,Epothilone B
,EXPT02006,,Vulvic acid
,EXPT00184,,(S)-(+)-1-Octen-3-ol
,EXPT03256,,R-Ofloxacin
,EXPT03177,,Uridine-5'-diphosphate-glucuronic acid
,EXPT03297,,Dazoxibenum
,EXPT02127,,Tribromomethane
,EXPT02934,,o-Aminobenzylic alcohol
,EXPT00820,,S-acetoacetyl-coenzyme A
,EXPT01215,,D-Milchsäure
,EXPT03280,,Pyrimidin-2-one ribonucleoside
,DB11307,,α-hydroxyacetic acid
,EXPT00247,,Pyroglutamic Acid
,DB11931,,Scyllitol
,EXPT01166,,4-Phosphoerythronate
,EXPT00412,,Acetylcholine Chloride
,EXPT02010,,Perchlorate Ion
,EXPT01391,,Riboflavin 5'-adenosine diphosphate
,EXPT01175,,Glucuronic acid
,EXPT01980,,2-ketopropyl-CoM
,DB04184,,Vinegar
,EXPT03017,,Tubercidine
,EXPT02630,,Propanol
,EXPT01852,,"3,5-dichloro-4-(4-hydroxy-3-isopropylphenoxy)phenylacetic acid"
,EXPT00250,,ethyl 4-cyanophenylalaninate
,EXPT02965,,Stearinsaeure
,EXPT01139,,D-Zystein
,EXPT01236,,DNJ
,EXPT02456,,Oxonic Acid
,EXPT02068,,L-vinylglycine
,EXPT01288,,Deoxyadenosine triphosphate
,EXPT01142,,2-(3-Carboxyamido-3-(Trimethylammonio)Propyl)Histidine
,EXPT01290,,DTR
,EXPT01458,,Vitamin B2 phosphate
,EXPT01219,,D-Lysin
,EXPT01917,,PHOH
,EXPT01470,,"N-{[4-({[(6R)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]carbonyl}-L-glutamic acid"
,EXPT01137,,Deoxycytidine triphosphate
,EXPT02681,,Pentanedial
,EXPT02187,,α-maltotriose
,EXPT01510,,6-Deoxy-Beta-L-Galactose
,EXPT00542,,D-2-Amino-3-phosphonopropionic acid
,EXPT02917,,"Alpha(2,3) Sialyl Lactose"
,EXPT02959,,D-2-keto-3-deoxygluconate
,EXPT02344,,CHES
,DB09544,,Oxiglutatione
,EXPT01505,,5-Fluoro-L-tryptophan
,EXPT00169,,Guanylic acid
,EXPT00882,,(S)-2-Amino-3-(3-Hydroxy-5-Tert-Butyl-Isoxazol-4-Yl)Propionic Acid
,EXPT02111,,Maltose anhydrous
,DB03131,,2-Sulfhydryl-Ethanol
,EXPT01794,,HupB
,EXPT02313,,hexaamminecobalt(3+)
,EXPT01037,,CSR
,EXPT01870,,"Hexahydro-2-imino-1h-thieno(3,4-d)imidazole-4-pentanoic acid"
,EXPT02923,,L-mandelic acid
,EXPT02279,,N-acetyl-L-proline
,EXPT02553,,3-phenyl-3-({[4-(4-pyridin-4-ylphenyl)thien-2-yl]carbonyl}amino)propanoic acid
,EXPT03135,,Tyrosinamide
,EXPT02611,,PLY
,EXPT01041,,S-oxocysteine
,EXPT01811,,IP3
,EXPT00796,,pC
,EXPT01720,,protohemin
,EXPT00168,,γGluCys
,EXPT00215,,benzotetronic acid
,EXPT00673,,Bestatin
,EXPT00874,,Diphosphatidylglycerol
,EXPT03016,,Tazobactam Trans-Enamine Intermediate
,EXPT00470,,N-BENZYL-3-(ALPHA-D-GALACTOS-1-YL)-BENZAMIDE
,EXPT02836,,5'-[N-[(3s)-3-Amino-3-Carboxypropyl]-N-Methylamino]-5'-Deoxyadenosine
,EXPT02494,,phosphonoacetyl-L-aspartic acid
,EXPT03252,,zeaxanthin diepoxide
,DB04550,,"delta-bis(2,2'-bipyridine)imidazole osmium (II)"
,EXPT00998,,Flavopiridol
,EXPT01576,,Uridinediphosphogalactose
,DB03334,,α-D-galacturonic acid
,EXPT03299,,Compound 776C
,EXPT02156,,"3,5-Dihydroxy-3-methylvaleric acid"
,EXPT01967,,α-KDop
,DB02387,,meta-tyrosine
,EXPT02942,,Spermidin
,EXPT00365,,α-GalpNAc
,EXPT00774,,Propylformic acid
,EXPT03307,,PCP
,DB03599,,4-Thio-β-D-glucopyranose
,EXPT02440,,Oxyphenbutazonum
,EXPT02707,,Pyruvic aldehyde
,DB03838,,N-decanoic acid
,DB12922,,Triiodothyroacetic acid
,EXPT00229,,S-rolipram
,EXPT00754,,Diminazine aceturate
,EXPT00979,,Methylcobalamin
,EXPT02786,,Xylostasin
,DB07690,,Desoxycholsäure
,EXPT01298,,"2,4(1h,3h)-pyrimidinedione, 1-[2-deoxy-5-o-[hydroxy(phosphonoamino)phosphinyl]-beta-d-erythro-pentofuranosyl]-"
,EXPT00171,,3-Oxyanthranilic acid
,EXPT01991,,Archaeol
,EXPT03078,,Trinitrophenol
,EXPT02024,,β-D-galacturonic acid
,EXPT00085,,Tribenuron-methyl
,EXPT02080,,n-butylamine
,EXPT02587,,p-iodophenylalanine
,EXPT03194,,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[[[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl] hydrogen phosphate"
,EXPT03155,,Uridine-5'-monophosphate
,EXPT03312,,1-(2-(bis(p-fluorophenyl)methoxy)ethyl)-4-(3-phenylpropyl)piperazine
,EXPT00441,,APS
,DB02344,,α-Neu5Ac
,EXPT00054,,Chlorodracylic acid
,EXPT02319,,α-GlcNAc
,EXPT03072,,Trometamol
,DB11070,,Docosahexaenoic acid
,EXPT01239,,DNQX
,EXPT00808,,"Cytidine, 2'-phosphate"
,EXPT02641,,Propionic acid
,EXPT01152,,Lentysine
,DB04319,,α-D-quinovopyranose
,EXPT00138,,L-lactaldehyde
,DB08243,,Acetphenetidin
,EXPT02607,,Palmitinsaeure
,EXPT03187,,dUMP
,EXPT02042,,(3R)-3-methyl-L-glutamic acid
,EXPT01465,,L-Fucitol
,EXPT01102,,"L-2,4-Diaminobutyrate"
,EXPT01331,,L-epigallocatechin
,EXPT02782,,R6G
,EXPT03014,,Tazobactam Intermediate
,EXPT01295,,D-Tyrosin
,EXPT01444,,Paraformaldehyde
,EXPT00732,,benzenesulphinic acid
,EXPT00920,,cis-4-cyano-4-(3-(cyclopentyloxy)-4-methoxyphenyl)cyclohexanecarboxylic acid
,EXPT00969,,Zineol
,EXPT02816,,RR6 azo-dye hapten
,EXPT01229,,(-)-2-difluoromethylornithine
,EXPT02958,,"1,4-deoxy-1,4-dithio-beta-D-glucopyranose"
,DB02003,,"delta-bis(2,2'-bipyridine)imidazole ruthenium (II)"
,EXPT02245,,MT-ImmH
,EXPT02168,,malachite green(1+)
,EXPT00188,,tripolyphosphoric acid
,EXPT01381,,"N-{N-[O-(7,8-didemethyl-8-hydroxy-5-deazariboflavin phospho)-(S)-lactyl]-γ-L-glutamyl}-L-glutamate"
,EXPT00279,,CP-955
,EXPT02523,,CPRPP
,EXPT02629,,Phosphocholine cation
,EXPT00050,,2-acetamido-2-deoxy-6-O-phosphono-D-glucopyranose
,EXPT01145,,D-manno-Deoxynojirimycin
,EXPT01655,,mRNA cap analog N7-Methyl GpppG
,EXPT00847,,Chlorobiocin
,EXPT02759,,(4r)-7-azabisabolene
,EXPT00500,,D-Allose
,EXPT00638,,Cyclomaltoheptaose
,EXPT01781,,phosphoric acid mono-[2-amino-3-(3H-imidazol-4-yl)-propyl]ester
,EXPT03210,,Uridine triphosphate
,DB14032,,Clorgyline
,EXPT02685,,ψ-tropine
,EXPT01113,,D-Arginin
,EXPT03143,,α-tyvelopyranose
,EXPT02982,,SVA
,EXPT01357,,Provitamin D2
,EXPT01706,,p-Coumaric acid
,EXPT01974,,alpha-Ketovaline
,EXPT02107,,2-deoxy-2-fluoro-alpha-D-mannose
,EXPT00193,,Compound 6
,EXPT03300,,Fotemustinum
,EXPT01999,,6-O-β-D-galactopyranosyl-D-glucopyranose
,EXPT00684,,beta-D-glucose-6-phosphate
,EXPT02115,,Goldinomycin
,EXPT00395,,β-D-arabinofuranose 5-phosphate
,EXPT02720,,Pyridylmethanol
,EXPT00228,,R-rolipram
,DB11055,,Pyrophosphorsäure
,DB04056,,Vitamin L1
,EXPT02358,,N-acetyl-L-glutamine
,DB03519,,L-Norvaline
,EXPT02118,,Dibenzylbutyrolactone lignanolide
,DB11615,,Decamethylenebis(4-aminoquinaldinium chloride)
,EXPT02732,,"3,5,7,3',4'-Pentahydroxyflavone"
,EXPT02057,,L-C-Propargylglycine
,DB11287,,Didecyldimonium
,EXPT02387,,NRG
,EXPT01305,,"1,2-HYDRO-1-OXY-3,4-HYDRO-3-(1-METHOXY-2-OXY-3,4-DIHYDROXYPENTYL)-8,9-DIHYDROXY-7-(SEC-BUTYL)-ANTHRACENE"
,EXPT00613,,β-D-Galp-(1→4)-β-D-Galp-(1→4)-β-D-Galp
,EXPT02495,,zoomaric acid
,EXPT01322,,"22-24-DIENE-24A,26A,27A,TRIHOMO-1ALPHA,25-DIHYDROXYVITAMIN D3"
,EXPT02915,,β-Neu5Ac
,EXPT00922,,Citronensäure
,EXPT01525,,2-DEOXY-2-FLUORO-GLUCOSE
,EXPT02506,,Stachydrine
,EXPT02787,,β-D-ribopyranose
,EXPT01097,,L-4-hydroxyphenylglycine
,EXPT01560,,Xylosecarboxylic acid
,EXPT01178,,P-hydroxy-d-phenylglycine
,EXPT00104,,D-methyl aspartic acid
,EXPT02542,,β-phenethylamine
,DB12496,,Glycerone phosphate
,EXPT01201,,"1,8-Octylenediamine"
,EXPT03094,,Topa quinone
,EXPT02378,,Ribonosine
,DB02476,,S-carboxymethylcysteine
,EXPT02065,,Riboflavin lumichrome
,EXPT02573,,"S-1,2-Propanediol"
,EXPT02785,,FO 7314
,EXPT02809,,β-D-ribofuranose 5-phosphate
,EXPT01715,,Methyldiimide
,EXPT01701,,(R)-dimethylketol
,EXPT01039,,S-Sulfocysteine
,EXPT03230,,2-amino-3-methylbutan-1-ol
,EXPT01749,,"(8,12-Diethyl-3,8,13,17-Tetramethyl-7-Oxo-Porphyrinato-2,18-Dipropionic Acid)Iron(III)"
,EXPT01135,,Hydroxydichlorodiphenyl ether
,DB09294,,α-hydroxypropionic acid
,EXPT01698,,Quinonoid dihydrobiopterin
,EXPT02655,,hydrocinnamylamine
,EXPT00146,,"N(6)-(1,2-dicarboxyethyl)AMP"
,EXPT02355,,D-2-aminohexanoic acid
,EXPT03275,,3-fluoro-L-tyrosine
,EXPT00784,,BVP
,EXPT02701,,Purine riboside
,EXPT00114,,6-amino-2-fluoro-9-β-D-ribofuranosylpurine
,EXPT00497,,tetrafluoroaluminate(1−)
,DB11214,,Red mercuric iodide
,EXPT01291,,"2,3-dihydroxy-1,4-dithiobutane"
,EXPT03008,,trihydroxyarsenite(III)
,EXPT00993,,"5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-21H,23H-porphine-2,7,12,18-tetrapropanoic acid"
,EXPT02425,,4-OHT
,EXPT02121,,2-deoxy-2-fluoro-beta-D-mannose
,EXPT02590,,L-2-Amino-3-phenylpropan-1-ol
,EXPT03053,,thymine deoxyriboside
,EXPT01581,,Guanidinoethyl-Mercaptosuccinic Acid
,EXPT02435,,OMO
,EXPT03145,,Para acetamido benzoic acid
,EXPT00824,,OR7980
,EXPT00187,,D-glycerate 3-phosphate
,EXPT02413,,Octylic acid
,EXPT02883,,Phosphonoserine
,EXPT02180,,S-(Hydrogen malonyl)coenzyme A
,EXPT00462,,3-Hydroxyasparagine
,EXPT01235,,Dinitrophenol
,EXPT00179,,L-threo-3-Methylaspartate
,EXPT00945,,Cholesterin
,EXPT01847,,Isofagomine
,EXPT01395,,"β-D-fructofuranose 1,6-bisphosphate"
,EXPT02331,,Niflugel
,EXPT02023,,Glucono-delta-lactone
,EXPT01874,,Cytosine inosinate
,DB04570,,Oxa-cephem
,DB04571,,trisoralen
,DB05375,,Trihydroxyestrin
,DB04574,,"Estrone, hydrogen sulfate"
,DB04575,,Quinestrolum
,DB04576,,Quinodis
,DB04577,,C-(1-Phenyl-cyclopentyl)-methylamine
,DB04581,,N-Benzylimidazole
,DB04584,,alpha-Aminocinnamate
,DB04586,,o-bromophenol
,DB04599,,1-P-ANISOYL-2-PYRROLIDINONE
,DB04610,,Analogue of Pterin Substrate
,DB04620,,Cycloleucin
,DB04626,,Nebramycin II
,DB04627,,"O2,2'-Cyclouridine"
,DB04628,,NAA-(1-4)NAA-(1-4)AMI
,DB04630,,Elektrocortin
,DB04631,,AT5
,DB04633,,BE3
,DB04640,,"naphthalene-2,6-disulphonic acid"
,DB04646,,DBMIB
,DB04648,,BPE
,DB04652,,Reichstein's substance H
,DB04657,,CBX
,DB04660,,sn-Glycero-3-phosphocholine
,DB04661,,"(2S,3R,4E)-n-nervonic-1-[beta-d-(3-sulfate)-galactopyranosyl]-2-amino-octadecene-3-ol"
,DB04664,,CYMAL-5
,DB04665,,Cumarin
,DB04672,,d4TMP
,DB04676,,Nepsilon-Dansyl-L-lysine
,DB04682,,Anapoe-305
,DB04688,,Ecgonine methyl ester
,DB04690,,D-camptothecin
,DB04694,,"2,6-anhydro-3-deoxy-3-fluoro-l-arabino-d-galacto-nononic acid"
,DB04699,,γ-butyrolactone
,DB04707,,Hydroxy-Fasudil
,DB04711,,Adipiodonum
,DB04713,,D-p-Iodophenylalanine
,DB04718,,JS5
,DB04725,,ML3000
,DB04734,,α-methylmaleic acid
,DB04738,,nodularin-V
,DB04741,,"(2Z,6E)-7-{2'-[(2E,4E)-1,6-DIMETHYLHEPTA-2,4-DIENYL]-2,4'-BI-1,3-THIAZOL-4-YL}-3,5-DIMETHOXY-4-METHYLHEPTA-2,6-DIENAMIDE"
,DB04746,,"10E,Z12-CLA"
,DB04751,,Purv
,DB04752,,PEth
,DB04776,,Aftin-4
,DB04777,,(R)-PARA-NITROSTYRENE OXIDE
,DB04780,,SULFOGALACTOCERAMIDE
,DB04781,,delta-hydroxyvaleric acid
,DB04782,,SNO
,DB04784,,(R)-α-methylbenzyl alcohol
,DB04785,,Portamycin
,DB04786,,Suramine
,DB04788,,"(1R,4R,5R,6R,7S,8R)-6-ACETOXY-7-AMINO-4-CARBAMOYL-4-HYDROXY-8-(PHOSPHONOOXY)-9-OXA-3-THIABICYCLO[3.3.1]NONANE-1-CARBOXYLIC ACID"
,DB04789,,N5-Methyltetrahydropteroylglutamate
,DB04790,,"2,5-O,O-BIS-(3',3""-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL"
,DB04794,,Trifonazole
,DB04795,,TTFA
,DB04796,,"9,10-seco-14bh-19-norcholesta-5(z),7(e)-dien-1(r),3(r),25-triol-23-yne"
,DB04799,,UHDBT
,DB04805,,Virginiamycin factor S1
,DB04808,,Neomycin A
,DB04812,,DL-benoxaprofen
,DB04813,,Bitionol
,DB04814,,Bunamiodylum
,DB04815,,Iodochloroxyquinoline
,DB04816,,Dantron
,DB04819,,Thenylpyramine
,DB04820,,Pyridine-4-carboxylic 2-[2-(benzylcarbamoyl)ethyl]hydrazide
,DB04821,,Nomifensinum
,DB04822,,Oxeladinum
,DB04823,,Oxyphenisatinum
,DB04824,,Yellow phenolphthalein
,DB04825,,Prenylaminum
,DB04826,,Thenophenopiperidine
,DB04827,,Urethanum
,DB04828,,Zomepiracum
,DB04829,,"N,n-diethyllysergamide"
,DB04830,,Buforminum
,DB04831,,Tienilico acido
,DB04832,,Zimeldine
,DB04837,,Clofedianolo
,DB04838,,Cyclandelatum
,DB04839,,Cyproterone 17-O-acetate
,DB04840,,Isocaramidine
,DB04841,,Flunarizinum
,DB04842,,Imap
,DB04843,,Mepenzolic acid
,DB04844,,Tetrabenazinum
,DB04845,,Azaepothilone B
,DB04846,,"RS)-N'-{3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl}-N,N-diethylurea"
,DB04851,,biricodar
,DB04852,,AEGR427
,DB04853,,MRE 0470
,DB03786,,Febuxostatum
,DB04855,,SR 33589b
,DB04856,,CR 2017
,DB04858,,"3-Amino-1,2,4-benzotriazine 1,4-dioxide"
,DB04859,,Zanepezil
,DB04860,,7-TOG
,DB04861,,Nebivololum
,DB04862,,MMPD
,DB01928,,selagine
,DB04865,,Homoharringtonine
,DB04866,,(+/-)-trans-7-bromo-6-chloro-3-(3-(3-hydroxy-2-piperidyl)-acetonyl)-4(3H)-quinazolinone
,DB04868,,Nilotinibum
,DB04870,,Oleoylestrone
,DB04871,,Lorqess
,DB04874,,(SP-4-3)-Amminedichloro(2-methylpyridine)platinium
,DB04876,,Xiliarx
,DB04877,,Vocamine
,DB04878,,Basen
,DB04879,,PTK/ZK
,DB04880,,Perfan
,DB04882,,Edotecarinum
,DB04884,,Dapoxetinum
,DB04886,,(+/-)-calanolide A
,DB04887,,BCV
,DB04888,,Bifeprunoxum
,DB04890,,TAU-284DS
,DB04892,,(-)-phenserine
,DB04894,,Vapreotidum
,DB04895,,Pegaptanib sodium
