approved,country,dosage-form,dpd-id,ema-product-code,ema-product-number,ended-marketing-on,fda-application-number,generic,labeller,name,ncd-id,ncd-product-code,over-the-counter,route,source,started-marketing-on,strngth
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, solution",,,,,ANDA091252,True,American Regent,Nandrolone Decanoate,,0517-0790,False,Intramuscular,FDA NDC,2000-01-01,200 mg/mL
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Liquid,00800708,,,2010-07-16,,False,Glenwood Inc.,Bichloracetic Acid 100%,,,False,Topical,DPD,1989-12-31,100 %
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02450674,,,,,False,Aspen Pharmacare Canada Inc.,Fraxiparine Forte,,,False,Intravenous; Subcutaneous,DPD,1999-06-22,19000 unit
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,2017-11-02,NDA200603,False,Avera Mc Kennan Hospital,Latuda,,69189-0316,False,Oral,FDA NDC,2015-03-02,40 mg/1
True,EU,"Tablet, film coated",,EMEA/H/C/001241,EU/1/10/655/011,,,False,Astra Zeneca Ab,Brilique,,,False,Oral,EMA,2010-12-03,60 mg
False,US,Gel,,,,,,False,Meso System S A,XR Cellular Magic,,70663-008,True,Topical,FDA NDC,2016-12-17,.1 mg/mL
True,US,Solution,,,,2017-03-09,NDA202514,False,Merck Sharp & Dohme Limited,Zioptan,,0006-3931,False,Ophthalmic,FDA NDC,2012-02-10,.0045 mg/.3mL
True,US,"Tablet, film coated",,,,,NDA206038,False,Vertex Pharmaceuticals Incorporated,Orkambi,,51167-700,False,Oral,FDA NDC,2016-10-03,
True,US,Tablet,,,,,NDA202331,False,Arbor Pharmaceuticals,Edarbyclor,,60631-425,False,Oral,FDA NDC,2013-02-01,
True,US,Suspension,,,,,NDA022408,False,"Allegis Pharmaceuticals, LLC",Spinosad,,28595-570,False,Topical,FDA NDC,2014-06-25,9 mg/mL
True,US,"Injection, solution",,,,,NDA022454,False,Medi Physics Inc. Dba Ge Healthcare.,DaTscan,,17156-210,False,Intravenous,FDA NDC,2011-03-01,2 mCi/mL
True,Canada,Solution,02436523,,,,,False,Apopharma Inc,Ferriprox,,,False,Oral,DPD,2016-07-28,100 mg
True,US,Capsule,,,,,NDA203858,False,Aegerion Pharmaceuticals,Juxtapid,,76431-160,False,Oral,FDA NDC,2013-01-03,60 mg/1
True,Canada,Capsule,02409267,,,,,False,Hoffmann La Roche,Erivedge,,,False,Oral,DPD,2013-08-09,150 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Cream,,,,,part352,False,Lg Household & Health Care Ltd.,Sooryehan Onbit Essence Foundation 21,,53208-541,True,Topical,FDA NDC,2011-08-25,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA208379,False,Cadila Pharnmaceuticals,Zypitamag,,70771-1118,False,Oral,FDA NDC,2018-03-09,4 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",00873985,,,1999-08-04,,False,Ferring Pharmaceuticals,Cholecystokinin Inj 75unit/vial,,,False,Intravenous,DPD,1990-12-31,75 unit
True,Canada,Tablet,02461463,,,,,False,Gilead Sciences,Odefsey,,,False,Oral,DPD,2017-03-20,
True,Canada,Capsule,02384264,,,,,False,Pfizer,Xalkori,,,False,Oral,DPD,2012-05-10,250 mg
True,Canada,Tablet,02408163,,,,,False,Allergan Pharma Co.,Fibristal,,,False,Oral,DPD,2013-07-04,5 mg
True,US,Capsule,,,,,NDA022527,False,Novartis,Gilenya,,0078-0607,False,Oral,FDA NDC,2010-09-21,.5 mg/1
True,Canada,"Kit; Powder, for solution",02423677,,,,,False,Theratechnologies,Egrifta,,,False,Subcutaneous,DPD,,2 mg
True,EU,"Injection, powder, for solution",,EMEA/H/C/002455,EU/1/12/794/001,,,False,Takeda Pharma A/S,Adcetris,,,False,Intravenous,EMA,2012-10-25,50 mg
True,Canada,Solution,02377438,,,,,False,Eisai Limited,Halaven,,,False,Intravenous,DPD,2012-03-19,0.5 mg
True,US,"Tablet, extended release",,,,,NDA022399,False,Arbor Pharmaceuticals,Horizant,,53451-0103,False,Oral,FDA NDC,2013-05-01,300 mg/1
True,Canada,"Capsule; Powder, for solution",02371472,,,2016-09-02,,False,Merck Ltd.,Victrelis Triple,,,False,Oral; Subcutaneous,DPD,2011-08-16,
True,EU,"Tablet, film coated",,EMEA/H/C/002087,EU/1/11/733/004,,,False,Astellas Pharma Europe Bv,Dificlir,,,False,Oral,EMA,2011-12-05,200 mg
True,US,Capsule,,,,,NDA203756,False,Exelixis,Cometriq,,42388-013,False,Oral,FDA NDC,2012-11-29,20 mg/1
True,Canada,"Powder, for solution",02425637,,,,,False,Pfizer,Elelyso,,,False,Intravenous,DPD,2014-09-08,200 unit
True,EU,Tablet,,EMEA/H/C/002464,EU/1/12/773/016,,,False,Novartis Europharm Limited,Jakavi,,,False,Oral,EMA,2012-08-23,10 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",02370069,,,,,False,Glaxosmithkline Inc,Benlysta,,,False,Intravenous,DPD,2011-08-24,400 mg
True,Canada,Tablet,02416328,,,,,False,"Sanofi Genzyme, a Division of Sanofi Aventis Canada Inc",Aubagio,,,False,Oral,DPD,2013-11-15,14 mg
True,US,"Tablet, film coated",,,,,NDA202429,False,"Genentech, Inc.",Zelboraf,,50242-090,False,Oral,FDA NDC,2011-08-17,240 mg/1
True,EU,"Tablet, film coated",,EMEA/H/C/002110,EU/1/11/707/011,,,False,Boehringer Ingelheim,Trajenta,,,False,Oral,EMA,2011-08-24,5 mg
True,US,Tablet,,,,,NDA202834,False,Eisai Limited,Fycompa,,62856-282,False,Oral,FDA NDC,2012-10-22,12 mg/1
True,Canada,Solution,02340666,,,,,False,Bayer,Primovist,,,False,Intravenous,DPD,2010-02-04,181.43 mg
True,Canada,Solution,02421089,,,,,False,Sanofi Aventis,Zaltrap,,,False,Intravenous,DPD,2014-05-08,200 mg
True,US,"Injection, powder, lyophilized, for solution",,,,,BLA125359,False,Jazz Pharmaceuticals,Erwinaze,,57902-249,False,Intramuscular; Intravenous,FDA NDC,2011-11-18,10000 [iU]/mL
True,US,Capsule,,,,,NDA202057,False,Amarin Pharma Inc.,Vascepa,,52937-003,False,Oral,FDA NDC,2016-09-16,500 mg/1
True,Canada,Solution,02410818,,,,,False,"Alcon, Inc.",Jetrea,,,False,Intravitreal,DPD,2013-11-20,2.5 mg
True,US,"Injection, powder, lyophilized, for solution",,,,,NDA202714,False,Onyx Pharmaceuticals,Kyprolis,,76075-103,False,Intravenous,FDA NDC,2018-05-23,10 mg/5mL
True,US,"Capsule, gelatin coated",,,,,NDA202811,False,Allergan,Linzess,,0456-1203,False,Oral,FDA NDC,2017-01-30,72 ug/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated, extended release",,,,,NDA202611,False,Cardinal Health,Myrbetriq,,55154-8713,False,Oral,FDA NDC,2012-06-28,50 mg/1
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, extended release",,,,,NDA208246,False,U.S. Pharmaceuticals,Xeljanz XR,,63539-501,False,Oral,FDA NDC,2016-03-07,11 mg/1
True,Canada,Tablet,02403390,,,,,False,Bayer,Stivarga,,,False,Oral,DPD,2013-04-02,40 mg
True,US,Inhalant,,,,2017-12-22,NDA202450,False,Forest Laboratories,Tudorza Pressair,,0456-0800,False,Respiratory (inhalation),FDA NDC,2012-07-23,400 ug/1
True,US,"Injection, powder, for solution",,,,,BLA125327,False,Btg International Inc,Voraxaze,,50633-210,False,Intravenous,FDA NDC,2012-04-01,1000 [USP'U]/1
True,EU,Capsule,,EMEA/H/C/002639,EU/1/13/846/001,,,False,Astellas Pharma Europe Bv,Xtandi,,,False,Oral,EMA,2013-06-21,40 mg
True,Canada,"Kit; Powder, for solution",02445727,,,,,False,Shire Pharmaceuticals Ireland Limited,Revestive,,,False,Subcutaneous,DPD,2015-10-28,5 mg
True,US,"Tablet, film coated",,,,,NDA203469,False,"Millennium Pharmaceuticals, Inc.",Iclusig,,63020-535,False,Oral,FDA NDC,2012-12-14,15 mg/1
True,US,Injection,,,,,BLA125349,False,"Human Genome Sciences, Inc.",Raxibacumab,,49401-104,False,Intravenous,FDA NDC,2012-12-14,50 mg/mL
True,US,Tablet,,,,,NDA204384,False,"Janssen, Lp",Sirturo,,59676-701,False,Oral,FDA NDC,2012-12-28,100 mg/1
True,US,"Injection, solution",,,,,BLA125160,False,Ucb Inc,Cimzia,,50474-710,False,Subcutaneous,FDA NDC,2009-05-14,200 mg/mL
True,Canada,"Liquid; Powder, for solution",02128209,,,1999-08-04,,False,Novartis,Lentaron,,,False,Intramuscular,DPD,1994-12-31,
True,US,"Spray, metered",,,,2017-03-03,NDA022051,False,Remedy Repack,Veramyst,,52125-615,False,Nasal,FDA NDC,2013-06-07,27.5 ug/1
True,Canada,Tablet,02425491,,,,,False,Janssen Pharmaceuticals,Invokana,,,False,Oral,DPD,2014-05-28,300 mg
True,EU,"Capsule, delayed release",,EMEA/H/C/002601,EU/1/13/837/003,,,False,Biogen Idec Limited,Tecfidera Pvc Alu),,,False,Oral,EMA,2014-01-30,240 mg
True,US,Liquid,,,,2017-11-24,NDA203284,False,"Hyperion Therapeutics, Inc.",Ravicti,,76325-100,False,Oral,FDA NDC,2013-02-28,1.1 g/mL
True,US,Capsule,,,,,NDA204026,False,Celgene,Pomalyst,,59572-501,False,Oral,FDA NDC,2013-02-18,1 mg/1
True,US,"Tablet, film coated",,,,2016-12-31,NDA204114,False,Glaxosmithkline Inc,Mekinist,,0173-0849,False,Oral,FDA NDC,2013-06-17,.5 mg/1
True,US,Capsule,,,,,NDA202806,False,Novartis,Tafinlar,,0078-0682,False,Oral,FDA NDC,2016-04-12,50 mg/1
True,US,Injection,,,,,NDA203971,False,Bayer,Xofigo,,50419-208,False,Intravenous,FDA NDC,2013-05-20,30 uCi/mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02415682,,,,,False,Boehringer Ingelheim (Canada) Ltd Ltee,Giotrif,,,False,Oral,DPD,2014-01-17,40 mg
True,US,"Injection, solution",,,,,NDA203565,False,American Regent,Injectafer,,0517-0650,False,Intravenous,FDA NDC,2013-08-12,50 mg/mL
True,US,"Capsule, extended release",,,,,NDA204168,False,Allergan,Fetzima,,0456-2280,False,Oral,FDA NDC,2013-07-25,80 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,2017-06-20,NDA205551,False,A S Medication Solutions,Triumeq,,54569-6569,False,Oral,FDA NDC,2014-08-22,
True,US,"Tablet, film coated",,,,,NDA204819,False,Bayer,Adempas,,50419-250,False,Oral,FDA NDC,2013-10-08,.5 mg/1
True,Canada,Tablet,02415690,,,,,False,Actelion,Opsumit,,,False,Oral,DPD,2014-01-15,10 mg
True,US,Cream,,,,,NDA204153,False,Valeant Pharmaceuticals North America,Luzu,,99207-850,False,Topical,FDA NDC,2013-11-14,10 mg/g
True,US,"Tablet, film coated",,,,,NDA209195,False,Gilead Sciences,Vosevi,,61958-2401,False,Oral,FDA NDC,2017-07-18,
True,US,"Injection, solution, concentrate",,,,,BLA125486,False,"Genentech, Inc.",Gazyva,,50242-070,False,Intravenous,FDA NDC,2013-11-01,1000 mg/40mL
True,US,Liquid,,,,2017-01-14,part341,False,Magna Pharmaceuticals,Statuss Green,,58407-125,True,Oral,FDA NDC,2011-12-20,
False,,,,,,,,False,,,,,False,,,,
True,US,Tablet,,,,,part331,False,"Cho a pharm.co.,ltd.",Zantanol Tab.,,58354-101,True,Oral,FDA NDC,2017-02-28,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,US,Tablet,,,,,,False,Eci Pharmaceuticals Llc,Isoxsuprine Hydrochloride,,51293-606,False,Oral,FDA NDC,2011-06-02,10 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02017792,,,1997-07-30,,False,Sanofi,Telepaque Tab 500mg,,,False,Oral,DPD,1952-12-31,500 mg
True,Canada,Liquid,02241370,,,,,True,Pharmascience Inc,PMS-iopamidol,,,False,Intravenous,DPD,,370 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02232894,,,2007-09-25,,False,Pro Ma Systems,Women's Formula,,,True,Oral,DPD,1998-10-31,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Liquid,01946900,,,2013-07-31,,False,Johnson & Johnson,Steri/sol Liquid,,,True,Buccal,DPD,1992-12-31,0.1 %
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02017628,,,2004-08-05,,False,Sanofi Synthelabo,Idarac,,,False,Oral,DPD,1985-12-31,200 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02041804,,,1997-01-14,,False,Wyeth Ayerst Canada Inc.,Equagesic Tablets,,,False,Oral,DPD,1995-12-31,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, solution",,,,,NDA020971,False,Carestream Health Inc.,Zorcaine,,31382-830,False,Subcutaneous,FDA NDC,2011-09-01,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, sugar coated",,,,,part334,False,"Spirit Pharmaceuticals, Llc",Y Lax Dr,,68210-0001,True,Oral,FDA NDC,2010-05-01,5 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA022107,False,"Physicians Total Care, Inc.",Tekturna HCT,,54868-6103,False,Oral,FDA NDC,2010-04-13,
True,US,"Tablet, film coated",,,,,NDA205834,False,Gilead Sciences,Harvoni,,61958-1801,False,Oral,FDA NDC,2014-10-10,
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",02438062,,,,,False,Novartis,Cosentyx,,,False,Subcutaneous,DPD,,150 mg
True,Canada,Tablet,02454815,,,,,False,Aralez Pharmaceuticals Trading Dac,Zontivity,,,False,Oral,DPD,,2.5 mg
True,US,Capsule,,,,2018-06-07,NDA204684,False,Paladin Therapeutics Inc.,Impavido,,61744-050,False,Oral,FDA NDC,2014-09-19,50 mg/1
True,EU,"Injection, powder, for solution",,EMEA/H/C/002782,EU/1/14/923/001,,,False,Takeda Pharma A/S,Entyvio,,,False,Intravenous,EMA,2014-05-22,300 mg
True,US,"Tablet, film coated",,,,,NDA204569,False,Merck Sharp & Dohme Limited,Belsomra,,0006-0335,False,Oral,FDA NDC,2014-08-29,20 mg/1
True,US,Injection,,,,,BLA125554,False,"E.R. Squibb & Sons, L.L.C.",Opdivo,,0003-3774,False,Intravenous,FDA NDC,2014-12-22,10 mg/mL
True,US,"Injection, powder, lyophilized, for solution",,,,,BLA125496,False,"Janssen Biotech, Inc.",Sylvant,,57894-421,False,Intravenous,FDA NDC,2014-04-01,400 mg/1
True,Canada,Solution,02456869,,,,,False,Merck Ltd.,Keytruda,,,False,Intravenous,DPD,2017-07-13,25 mg
True,US,"Tablet, extended release",,,,,NDA208658,False,Boehringer Ingelheim,Synjardy XR,,0597-0300,False,Oral,FDA NDC,2016-12-10,
True,US,Capsule,,,,,NDA205494,False,Genzyme Corporation,Cerdelga,,58468-0220,False,Oral,FDA NDC,2014-09-03,84 mg/1
True,US,Solution,,,,,NDA203567,False,Valeant Pharmaceuticals North America,Jublia,,0187-5400,False,Topical,FDA NDC,2014-06-06,100 mg/mL
True,US,Solution,,,,2016-10-26,NDA204427,False,"Anacor Pharmaceuticals, Inc.",Kerydin,,55724-111,False,Topical,FDA NDC,2014-07-07,43.5 mg/mL
True,Canada,"Powder, for solution",02438631,,,,,False,Merck Ltd.,Sivextro,,,False,Intravenous,DPD,,200 mg
True,US,"Injection, powder, lyophilized, for solution",,,,,BLA125431,False,Glaxosmithkline Inc,Tanzeum,,0173-0867,False,Subcutaneous,FDA NDC,2014-04-15,50 mg/.5mL
True,Canada,Solution,02448580,,,,,False,Eli Lilly & Co. Ltd.,Trulicity,,,False,Subcutaneous,DPD,,1.5 mg
True,US,"Injection, powder, lyophilized, for solution",,,,,BLA125390,False,Aegerion Pharmaceuticals,Myalept,,76431-210,False,Subcutaneous,FDA NDC,2015-03-05,11.3 mg/2.2mL
True,Canada,Suspension,02452928,,,,,False,"Alcon, Inc.",Xtoro,,,False,Auricular (otic),DPD,,0.3 %
True,US,Capsule,,,,2018-05-31,NDA205718,False,Eisai Limited,Akynzeo,,62856-796,False,Oral,FDA NDC,2014-10-13,
True,EU,"Tablet, film coated",,EMEA/H/C/002810,EU/1/14/962/007,,,False,Kyowa Kirin Limited,Moventig,,,False,Oral,EMA,2014-12-08,25 mg
True,Canada,"Powder, for solution",02446901,,,,,False,Merck Ltd.,Zerbaxa,,,False,Intravenous,DPD,2016-01-12,
True,US,"Injection, solution, concentrate",,,,,BLA125460,False,Biomarin International Limited,Vimizim,,68135-100,False,Intravenous,FDA NDC,2014-02-14,5 mg/5mL
True,Canada,"Powder, for solution",02450283,,,,,False,Amgen,Blincyto,,,False,Intravenous,DPD,2016-03-17,38.5 mcg
True,US,Capsule,,,,,NDA205552,False,Pharmacyclics,Imbruvica,,57962-140,False,Oral,FDA NDC,2013-11-07,140 mg/1
True,US,"Tablet, film coated",,,,,NDA205858,False,Gilead Sciences,Zydelig,,61958-1702,False,Oral,FDA NDC,2014-07-23,150 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Liquid,,,,,BLA125562,False,Cangene Corporation,Anthrasil,,60492-0249,False,Intravenous,FDA NDC,2015-10-05,60 [iU]/35mL
True,EU,"Injection, solution, concentrate",,EMEA/H/C/000253,EU/1/99/124/002,,,False,Ferring Pharmaceuticals,Tractocile,,,False,Intravenous,EMA,2000-01-20,37.5 mg/5ml
True,EU,"Injection, powder, for solution",,EMEA/H/C/004027,EU/1/16/1109/001,,,False,Pfizer Ireland Pharmaceuticals,Zavicefta,,,False,Intravenous,EMA,2016-06-24,
True,Canada,Spray,02266121,,,,,False,Gw Pharma Limited,Sativex,,,False,Buccal,DPD,2005-06-22,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02436779,,,,,False,Novartis,Zykadia,,,False,Oral,DPD,2015-04-29,150 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02411423,,,,,False,Gilead Sciences,Tybost,,,False,Oral,DPD,2015-04-10,150 mg
True,EU,"Injection, solution",,EMEA/H/C/001106,EU/1/09/609/002,,,False,Merck Sharp & Dohme Limited,Elonva,,,False,Subcutaneous,EMA,2010-01-25,150 micrograms
True,US,"Injection, powder, lyophilized, for solution",,,,,NDA020162,False,Ferring Pharmaceuticals,Acthrel,,55566-0302,False,Intravenous,FDA NDC,1996-05-23,100 ug/2mL
True,Canada,Tablet,02432943,,,,,False,Lundbeck Inc.,Trintellix,,,False,Oral,DPD,2014-10-28,20 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Capsule,,,,,NDA205677,False,Vanda Pharmaceuticals,Hetlioz,,43068-220,False,Oral,FDA NDC,2014-04-04,20 mg/1
True,US,Solution,,,,,NDA021196,False,Jazz Pharmaceuticals,Xyrem,,68727-100,False,Oral,FDA NDC,2002-07-17,.5 g/mL
True,US,Capsule,,,,,NDA207103,False,Pfizer Laboratories Div Pfizer Inc.,Ibrance,,0069-0189,False,Oral,FDA NDC,2015-02-03,125 mg/1
True,US,"Tablet, film coated",,,,,NDA208558,False,Astra Zeneca Lp,Lynparza,,0310-0679,False,Oral,FDA NDC,2017-08-17,150 mg/1
True,US,"Tablet, film coated",,,,,NDA206316,False,"Daiichi Sankyo, Inc.",Savaysa,,65597-203,False,Oral,FDA NDC,2015-01-12,60 mg/1
True,Canada,Powder,02474522,,,,,False,Glaxosmithkline Inc,Trelegy Ellipta,,,False,Respiratory (inhalation),DPD,,
True,US,Injection,,,,,BLA125516,False,United Therapeutics,Unituxin,,66302-014,False,Intravenous,FDA NDC,2015-03-10,3.5 mg/mL
True,US,Kit,,,,,NDA206947,False,Eisai Limited,Lenvima,,62856-724,False,,FDA NDC,2015-02-13,
True,Canada,Capsule,02443074,,,,,False,Boehringer Ingelheim (Canada) Ltd Ltee,Ofev,,,False,Oral,DPD,2015-06-29,150 mg
True,Canada,Solution,02407868,,,,,False,Boehringer Ingelheim (Canada) Ltd Ltee,Striverdi Respimat,,,False,Respiratory (inhalation),DPD,,2.5 mcg
True,EU,"Tablet, film coated",,EMEA/H/C/003834,EU/1/15/1020/001,,,False,Santhera Pharmaceuticals (Deutschland) Gmb H,Raxone,,,False,Oral,EMA,2015-09-08,150 mg
True,Canada,Powder,02474522,,,,,False,Glaxosmithkline Inc,Trelegy Ellipta,,,False,Respiratory (inhalation),DPD,,
True,EU,"Tablet, film coated",,EMEA/H/C/000597,EU/1/05/316/014,,,False,Les Laboratoires Servier,Procoralan,,,False,Oral,EMA,2005-10-25,7.5 mg
True,Canada,Solution,01966065,,,,,False,Valeant Canada Lp Valeant Canada S.E.C.,Tantum,,,False,Buccal,DPD,1993-12-31,15 mg
True,Canada,Aerosol,02253127,,,,,False,Germiphene Corporation,Zap Topical Anesthetic Spray Aerosol,,,True,Oral,DPD,,
True,Canada,Liquid,02149710,,,2004-07-21,,False,Associated Dental Products Ltd.,Zonalin Liquid,,,True,Dental,DPD,1970-12-31,100 %
False,,,,,,,,False,,,,,False,,,,
True,Canada,Liquid,00341649,,,1999-09-17,,False,Laboratoires Charton Laboratories,Rhino Mex,,,True,Nasal,DPD,1978-12-31,
True,Canada,Tablet,02245664,,,,,False,Aa Pharma Inc,Trimebutine,,,False,Oral,DPD,2002-10-21,200 mg
True,Canada,Tablet,01950592,,,,,False,Bgp Pharma Ulc,Dicetel,,,False,Oral,DPD,1993-12-31,50 mg
True,Canada,Suspension,00609110,,,1998-07-16,,False,Axcan Pharma,Rectovalone 250mg/100ml,,,False,Rectal,DPD,1991-12-31,250 mg
True,Canada,Tablet,01923382,,,1999-07-12,,False,Smithkline Beecham Pharma Division Of Smithkline Beecham Inc,Complamin Tab 300mg,,,False,Oral,DPD,1992-12-31,300 mg
True,Canada,Ointment,00015075,,,1997-01-14,,False,Lederle Cyanamid Canada Inc.,Aureomycin Ont Oph 1%,,,False,Ophthalmic,DPD,1955-12-31,1 %
True,Canada,Ointment,00206342,,,1999-09-17,,False,"Welcker Lyster Ltd., Division Of Technilab Inc.",Verban Ont,,,False,Topical,DPD,1963-12-31,
True,Canada,Ointment,00587834,,,2015-11-03,,False,Glaxosmithkline Inc,Nerisone Ointment,,,False,Topical,DPD,1983-12-31,0.1 %
True,US,Ointment,,,,,part333D,False,"Natureplex, LLC",Zitfree Acne Treatment,,67234-035,True,Topical,FDA NDC,2014-12-01,100 mg/g
True,Canada,Tablet,02223775,,,,,False,Ferring Pharmaceuticals,Norprolac,,,False,Oral,DPD,2004-12-29,0.15 mg
True,Canada,"Powder, for solution",01959263,,,1998-07-14,,False,"Genentech, Inc.",Protropin Pws 5mg/vial,,,False,Intramuscular,DPD,1986-12-31,
True,Canada,"Liquid; Powder, for solution",02125269,,,2014-12-12,,False,"Emd Serono, A Division Of Emd Inc., Canada",Stilamin - Pws Liq IV,,,False,Intravenous,DPD,1997-09-16,
False,US,Tablet,,,,,,False,Northwind Pharmaceuticals,"Thyroid, Porcine",,51655-129,False,Oral,FDA NDC,2015-01-05,120 mg/1
True,US,"Tablet, film coated",,,,2017-03-11,NDA203093,False,Gilead Sciences,Vitekta,,61958-1302,False,Oral,FDA NDC,2014-09-24,150 mg/1
True,Canada,Tablet,02444755,,,,,False,Bristol Myers Squibb,Daklinza,,,False,Oral,DPD,2015-09-08,60 mg
True,Canada,"Kit; Powder, for solution",02240229,,,2012-12-31,,False,Biovitrum Ab (Publ),Stemgen,,,False,Subcutaneous,DPD,1999-09-20,
True,US,"Tablet, chewable",,,,,ANDA077355,True,Target Corporation.,Up and Up Famotidine Complete,,11673-010,True,Oral,FDA NDC,2015-05-06,
