drugbank-id,kind,source,value
APRD00848,logP,,3.3
DB09545,Water Solubility,,0.25mg/ml at 25 °C
DB09545,Melting Point,PhysProp,80.5 °C
DB09545,logP,,5.3
APRD01024,Melting Point,"U.S. Patent 2,510,047.",286
APRD01024,logP,,1.679
APRD01251,Water Solubility,"BUDAVARI,S ET AL. (1996)",545 mg/L (at 25 °C)
APRD01251,Melting Point,PhysProp,270 °C
APRD01251,logP,"HANSCH,C ET AL. (1995)",0.33
APRD00118,Water Solubility,,< 0.1 g/100 mL at 22 °C
APRD00118,Melting Point,PhysProp,182.5 °C
APRD00118,logP,"SANGSTER,J (1994)  @pH=7.4",-0.52
APRD00221,Water Solubility,,"35 mg/mL (HCl salt), 0.9 mg/mL for free base"
APRD00221,Melting Point,PhysProp,258 °C
APRD00221,logP,"HANSCH,C ET AL. (1995)",3.28
APRD00996,Water Solubility,,60 mg/mL (at pH 4)
APRD00996,Melting Point,,182-185 °C
APRD00996,logP,,2.6
EXPT02777,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1400 mg/L (at 25 °C)
EXPT02777,Melting Point,,183 °C
EXPT02777,logP,,2.7
EXPT02777,pKa,SANGSTER (2004),1.7
APRD01298,Water Solubility,,Practically insoluble
APRD01298,logP,,4.3
APRD00978,Water Solubility,,4.74 mg/L
APRD00978,Melting Point,PhysProp,309 °C
APRD00978,logP,"HANSCH,C ET AL. (1995)",3.19
APRD00216,Water Solubility,FDA label ,77 mg/mL (sulfate salt)
APRD00216,Melting Point,,165 °C
APRD00216,logP,FDA label,1.20 
DB01287,Water Solubility,'MSDS',Partially soluble
DB01287,Melting Point,'MSDS',192 ºC
DB01287,Boiling Point,'MSDS',Decomposes
DB01287,logP,HMDB,2.8
APRD00372,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",21 mg/L (at 25 °C)
APRD00372,Melting Point,"U.S. Patent 3,228,831
U.S. Patent 3,385,886",75-77.5
APRD00372,logP,"AVDEEF,A (1997)",3.97
APRD00372,logS,"ADME Research, USCD",-3.99
APRD00372,caco2 Permeability,"ADME Research, USCD",-4.28
APRD00372,pKa,SANGSTER (1994),4.91
APRD00694,Water Solubility,,Insoluble
APRD00694,logP,,4.1
APRD00694,pKa,MERCK INDEX (1996); pKa1,4.3
DB11612,Water Solubility,,Slightly soluble (210 mg/L)
DB11612,Melting Point,,214-217 °C
DB11612,logP,"HANSCH,C ET AL. (1995)",1.83
DB11612,pKa,MERCK INDEX (1996),2.74 (at 25 °C)
APRD00421,Water Solubility,,Insoluble
APRD00421,Melting Point,,156-160 °C
APRD00421,logP,"MASUMATO,K ET AL. (1995)",2.88
APRD00421,caco2 Permeability,"ADME Research, USCD",-4.77
APRD00647,Melting Point,PhysProp,228 dec °C
APRD00647,logP,,-2.5
APRD01266,Water Solubility,,1.07E+004 mg/L
APRD01266,Melting Point,PhysProp,246-266 °C
APRD01266,logP,SANGSTER (1993),0.76
APRD00942,Water Solubility,,Soluble
APRD00942,Melting Point,"Fitch, H.M.; U.S. Patent 2,911,430; November 3, 1959; assigned to Campbell Pharmaceuticals, Inc.",124-124.5
APRD00942,logP,,-2.25
EXPT02728,Water Solubility,MERCK INDEX (1996),400 mg/L
EXPT02728,Melting Point,PhysProp,136 °C
EXPT02728,logP,,2.5
APRD00469,Water Solubility,,1.78E+005 mg/L
APRD00469,Melting Point,PhysProp,227-228 °C
APRD00469,logP,"HANSCH,C ET AL. (1995)",-1.03
APRD00248,Water Solubility,,3430 mg/L
APRD00248,Melting Point,,194 °C
APRD00248,logP,SANGSTER (1994),0.87
APRD00248,caco2 Permeability,"ADME Research, USCD",-6.1
APRD00814,Water Solubility,,Sodium salt is soluble in water (50 mg/ml)
APRD00814,logP,,0.2
APRD00427,Melting Point,,129-130 °C
APRD00427,logP,,4.3
APRD00462,Melting Point,"Sherlock, M.H. and Sperber, N.;U .S. Patent 2,985,654; May 23,1961; assigned to Schering
Corporation",167-168.5
APRD00462,logP,SANGSTER (1994),2.62
APRD00182,Melting Point,"U.S. Patent 2,308,232.
U.S. Patent 2,715,141.",180
APRD00182,logP,,1.4
DB08189,Melting Point,PhysProp,117 °C
DB08189,logP,,1.6
APRD00850,Water Solubility,,Soluble at levels equal to < 0.1 mg/mL.
APRD00850,Melting Point,,127-129 °C
APRD00436,Water Solubility,,37.2 mg/L
APRD00436,Melting Point,"U.S. Patent 3,669,966.",200-203
APRD00436,logP,"HANSCH,C ET AL. (1995)",1.91
APRD00436,pKa,"PANTEN,U ET AL. (1989)",5.9
APRD00054,Water Solubility,MERCK INDEX (1996),100 mg/L (at 25 °C)
APRD00054,Melting Point,"Kariss, J. and Newmark, H.L.; US. Patents 3,116,203; December 31, 1963; and 3,123,529; March 3, 1964; both assigned to Hoffmann-LaRoche, Inc.
Keller, O., Steiger, N. and Sternbach, L.H.; U S . Patents 3,121,114; February 11, 1964; and 3,203890; August 31, 1965; both assigned to Hoffmann-LaRoche, Inc. 
Focella, A. and Rachlin, A.I.; U.S. Patent 3,335,181; August 8, 1967; assigned to Hoffmann- LaRoche. Inc.",238-240
APRD00054,logP,"HANSCH,C ET AL. (1995)",2.41
APRD00601,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",15.6 mg/L (at 24 °C)
APRD00601,Melting Point,PhysProp,60 °C
APRD00601,Boiling Point,PhysProp,190-192 °C at 3.00E+00 mm Hg
APRD00601,logP,"HANSCH,C ET AL. (1995)",4.81
APRD00601,logS,"ADME Research, USCD",-4.26
APRD00601,pKa,SANGSTER (1994),9.1
APRD00143,logP,,7.5
APRD00386,Melting Point,PhysProp,130.5 °C
APRD00386,logP,,4.7
APRD00804,Water Solubility,,Free base slightly soluble (4-5 mg/mL)
APRD00804,logP,,4.5
APRD00594,Water Solubility,,3.53 mg/ml
APRD00594,Melting Point,,260 °C
APRD00594,logP,,-2.8
APRD00107,Water Solubility,,0.0608 mg/L
APRD00107,logP,,6.2
DB06975,Water Solubility,BEILSTEIN,3060 mg/L (at 37 °C)
DB06975,Melting Point,"Martin, H., Hafliger, F.,Gatzi, K.and Grob, A.; U.S. Patent 2,397,799; April 2,1946; assigned to J.R. Geigy AG, Switzerland.
Rieveschl, G. Jr.; U.S. Patent 2,421,714; June 3,1947; assigned to Parke, Davis & Co. Rieveschl, G. Jr.; U.S. Patent 2,427,878; September 23,1947; assigned to Parke, Davis &
Company.",161-162
DB06975,Boiling Point,PhysProp,150-165 °C at 2.00E+00 mm Hg
DB06975,logP,"HANSCH,C ET AL. (1995)",3.27
DB06975,pKa,SANGSTER (1994),8.98
APRD00055,Water Solubility,,"Sodium salt soluble in water, 20.4 ug/mL (pH 2.1), 1.23 mg/mL (pH 6.0)"
APRD00055,Melting Point,,159.2-160.7 °C
APRD00055,logP,,5.7
APRD00964,logP,,-3.8
APRD00909,logP,,0.2
APRD00096,Melting Point,,155 °C
APRD00096,logP,,2.6
APRD00282,Water Solubility,,55.1 mg/mL
APRD00282,logP,"HENCZI,M ET AL. (1995)",-2.16
APRD00366,Water Solubility,MERCK INDEX (1996),800 mg/L (at 25 °C)
APRD00366,Melting Point,"Janssen, P.A.J.; U.S.Patent 2,898,340; August 4,1959.
Dryden, H.L. Jr. and Erickson, R.A.; U.S. Patent 4,086,234; April 25,1978; assigned to
G.D.Searle & Co.",220.5-222
APRD00366,logP,,6.3
APRD00412,logP,,-6.4
APRD00255,Water Solubility,,Practically insoluble
APRD00255,logP,,8.6
APRD00946,Water Solubility,,Soluble (difumarate formulation)
APRD00946,logP,,2.6
APRD00382,Water Solubility,"SEIDELL,A (1941)",1E+006 mg/L (at 25 °C)
APRD00382,Melting Point,PhysProp,204-205 °C
APRD00382,logP,,1.1
APRD00382,pKa,,6.78
APRD00539,Water Solubility,"YALKOWSKY,SH & HE,Y (2003)",1310 mg/L (at 30 °C)
APRD00539,Melting Point,PhysProp,92 °C
APRD00539,Boiling Point,PhysProp,310 °C
APRD00539,logP,"HANSCH,C ET AL. (1995)",1.86
APRD00539,pKa,"PERRIN,DD (1965)",2.51 (at 25 °C)
APRD00604,Melting Point,PhysProp,< 25 °C
APRD00604,Boiling Point,PhysProp,177 °C at 2.00E-01 mm Hg
APRD00604,logP,,2.1
APRD01027,Water Solubility,,Very slightly soluble
APRD01027,logP,,4.8
APRD00906,Melting Point,"Ulshafer, P.R.; US. Patent 2,982,769; May 2, 1961; assigned to Ciba Pharmaceutical.
",228-232
APRD00906,logP,,3.3
APRD00038,Melting Point,,213 °C (tartrate salt)
APRD00833,Water Solubility,,Slightly soluble (HCl salt)
APRD00833,logP,,6.6
APRD00135,Water Solubility,,1.03E+004 mg/L
APRD00135,Melting Point,PhysProp,200 °C
APRD00135,logP,SANGSTER (1994),-2.00
EXPT01231,Water Solubility,"DORIGAN,J ET AL. (1976A)  @2ND",1E+006 mg/L
EXPT01231,Melting Point,PhysProp,18.5 °C
EXPT01231,Boiling Point,"Smedslund, T.H.; U.S. Patent 2,581,050; January 1,1952; assigned to A.B. Centrallaboratorium Helsinki.
Coma, J.G. and Gerttula, V.G.; U.S. Patent 3,045,051; July 17, 1962; assigned to Crown
Zellerbach Corp.",63
EXPT01231,logP,"HANSCH,C ET AL. (1995)",-1.35
APRD00117,Water Solubility,,273 mg/L
APRD00117,Melting Point,PhysProp,227.5 °C
APRD00117,logP,"PERRISSOUD,D & TESTA,B (1986)",2.60
APRD00346,Water Solubility,,0.46 mg/L
APRD00346,Melting Point,"Hojjati, Mohammad; Journal of Supercritical Fluids 2007, V41(2), P187-194 CAPLUS",194-197 °C
APRD00346,logP,,4.5
APRD01150,Water Solubility,,820 mg/L
APRD01150,Melting Point,PhysProp,147-149 °C
APRD01150,logP,SANGSTER (1993),2.24
APRD00205,Water Solubility,,21 mg/L (poorly soluble)
APRD00205,Melting Point,,165-166 °C
APRD00205,logP,,2.8
APRD00546,Water Solubility,FDA label ,Sparingly soluble in water
APRD00546,logP,FDA label ,0.13 
APRD00299,Water Solubility,MERCK INDEX (1996),1.5E+004 mg/L (at 25 °C)
APRD00299,Melting Point,PhysProp,296 °C
APRD00299,logP,,-1.1
APRD00299,pKa,"BUDAVARI,S ET AL. (1996)",3.26
APRD00218,Water Solubility,MERCK INDEX (1996),10 mg/L (at 25 °C)
APRD00218,Melting Point,PhysProp,214-218 °C
APRD00218,logP,"HANSCH,C ET AL. (1995)",6.30
APRD00218,pKa,"EL TAYAR,N ET AL. (1985)",8.63
APRD00203,Water Solubility,,26 mg/mL
APRD00203,Melting Point,,110-121 °C
APRD00203,logP,,0.4
APRD00802,logP,,2.9
APRD00317,Water Solubility,,Slight
APRD00317,Melting Point,,248-250 °C
APRD00317,logP,,5.5
APRD00317,pKa,,10.3
DB08567,Water Solubility,,3.5mg/L
DB08567,logP,,5.1
APRD00456,Water Solubility,,2.9 mg/mL (in pH 5.2 water)
APRD00456,Melting Point,,191-192 °C
APRD00456,logP,,5.2
APRD01069,Water Solubility,,>0.5 mg/mL
APRD01069,logP,,5
APRD00734,Water Solubility,,1.15E+004 mg/L
APRD00734,logP,SANGSTER (1994),0.78
APRD01276,Melting Point,PhysProp,264 dec °C
APRD01276,logP,,3
APRD00056,Water Solubility,,Soluble
APRD00056,logP,,-13.2
APRD01115,Water Solubility,,1g/100mL (20 °C)
APRD01115,Melting Point,,159-163 °C
APRD01115,logP,,6.1
APRD00885,Water Solubility,,Appreciable
APRD00285,Water Solubility,,Freely soluble as sodium salt (145 mg/L)
APRD00285,Melting Point,,218-225 °C
APRD00285,logP,SANGSTER (1993),-0.16
DB07725,Melting Point,PhysProp,226 (dec) °C
DB07725,logP,,3
DB09440,Water Solubility,BEILSTEIN,5500 mg/L (at 37 °C)
DB09440,Boiling Point,,142 °C
DB09440,logP,"HANSCH,C ET AL. (1995)",3.38
DB09440,pKa,"PERRIN,DD (1965)",9.13 (at 25 °C)
APRD00590,Water Solubility,,Insoluble
APRD00590,Melting Point,PhysProp,172-174 °C
APRD00590,logP,"MASUMOTO,K ET AL. (1995)",2.20
APRD00044,logP,,3.473
APRD00805,Water Solubility,,Practically insoluble
APRD00805,logP,,5.8
APRD00288,Water Solubility,,Low
APRD00288,Melting Point,"Tondeur, R. and Binon, F.; U.S. Patent 3,248,401; April 26,1966; assigned to Societe
Beige de I'Azote et des Produits Chimiques du Marly, SA, Belgium.",156
APRD00288,logP,"AVDEEF,A (1997)",7.57
APRD00914,Water Solubility,,2850 mg/L
APRD00914,Melting Point,"Topliss, J.G., Sperber, N. and Rubin, A.A.; U.S. Patent 2,986,573; May 30, 1961; assigned
to Schering Corporation.
Topliss, J.G., Sperber, N. and Rubin, A.A.; U.S. Patent 3,345,365; October 3, 1967; assigned
to Schering Corporation.",330
APRD00914,logP,"HANSCH,C ET AL. (1995)",1.20
APRD00914,pKa,SANGSTER (1994),8.74
APRD00460,Melting Point,"U.S. Patent 3,501,495",180-182
APRD00460,logP,,2.6
APRD00089,Water Solubility,,10.2 g/L
APRD00089,Melting Point,PhysProp,215 °C
APRD00089,logP,"HANSCH,C ET AL. (1995)",0.87
APRD00771,Water Solubility,,Soluble
APRD00771,Melting Point,"Kirchner, F.K.; U.S. Patent 3,096,373; July 2,1963; assigned to Sterling Drug Inc.",196-199 °C
APRD00535,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5E+005 mg/L (at 20 °C)
APRD00535,Melting Point,PhysProp,285 °C
APRD00535,logP,"HANSCH,C ET AL. (1995)",1.83
APRD00535,pKa,"PERRIN,DD (1972)",8.06 (at 20 °C)
APRD00267,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",109 mg/L (at 37 °C)
APRD00267,Melting Point,PhysProp,128.5 °C
APRD00267,logP,"HANSCH,C ET AL. (1995)",2.34
APRD00267,logS,"ADME Research, USCD",-3.39
APRD00267,pKa,SANGSTER (1994),5.16
APRD00799,Water Solubility,,79.8 mg/L
APRD00799,Melting Point,"Sperber, N.; US. Patent 2,899,358; August 11, 1959; assigned to Schering Corporation",155-156
APRD00799,logP,SANGSTER (1993),2.88
APRD00385,logP,,6.8
APRD00943,Melting Point,"Godefroi, E.F. and Heeres, J.; U.S. Patent 3,717,655; February 20,1973; assigned to Jansen Pharmaceutica NV, Belgium.",162
APRD00943,logP,,5.5
DB06284,Water Solubility,,5 mg/L
DB06284,Melting Point,,191-193 °C
DB06284,logP,,2.5
DB06284,pKa,,12.0
APRD01212,logP,,0.6
APRD01197,logP,,2.9
APRD00188,Water Solubility,,156 mg/L
APRD00188,Melting Point,PhysProp,129 °C
APRD00188,logP,SANGSTER (1994),2.53
APRD00653,Water Solubility,,mg/mL
APRD00653,Melting Point,,183-184 °C
APRD00653,logP,,2.3
APRD01259,logP,,-0.6
APRD00709,Water Solubility,,Insoluble
APRD00709,logP,,4
APRD00091,Water Solubility,,Practically insoluble (0.583 mg/L)
APRD00091,Melting Point,PhysProp,114.5 °C
APRD00091,logP,"AVDEEF,A (1997)",4.19
DB06085,Water Solubility,,Insoluble
DB06085,logP,,2.1
APRD00620,Water Solubility,,31.2 mg/L
APRD00620,Melting Point,PhysProp,136-137 °C
APRD00620,logP,"HANSCH,C ET AL. (1995)",2.30
APRD00620,pKa,SANGSTER (1994),3.25
APRD00860,Water Solubility,,1030 mg/L
APRD00860,logP,SANGSTER (1994),-1.15
APRD00860,pKa,,2.15
APRD00196,Water Solubility,,1110 mg/L
APRD00196,Melting Point,"lshirnaru.T.and Kodarna.Y.: US. Patent 3864340; February 4,1975; assigned to Toyama
Chemical Co. Ltd. (Japan)
Crast, L.B. Jr. and Gottstein, W.J.; U S . Patent 3,985,741; October 12,1976; assigned to
Bristol-Mvers Co.",197 °C
APRD00196,logP,,-0.4
APRD01114,Water Solubility,,Freely soluble as sodium salt (> 200mg/mL)
APRD01114,logP,,-1.5
APRD00398,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",31.6 mg/L (at 25 °C)
APRD00398,Melting Point,MSDS,185-191
APRD00398,Boiling Point,PhysProp,265 °C at 2.00E-01 mm Hg
APRD00398,logP,SANGSTER (1994),4.29
APRD00398,logS,"ADME Research, USCD",-3.4
APRD00021,Water Solubility,,1000 mg/mL
APRD00021,logP,,-1.9
DB07948,Melting Point,"Schultz,E.M.; U.S.Patent 2,835,702; May 20, 1958; assigned to Merck & Co.,Inc.",228.5
DB07948,logP,,0.2
APRD00704,logP,,-2.8
APRD00719,Melting Point,,206
APRD00719,logP,,3.7
EXPT01068,Water Solubility,,13.9 mg/L
EXPT01068,logP,SANGSTER (1994),2.48
EXPT01068,pKa,SANGSTER (1994),2.78
APRD00972,Water Solubility,MERCK INDEX (1996),10 mg/L (at 37 °C)
APRD00972,Melting Point,"U.S. Patent 2,921,070",232-234
APRD00972,logP,,4.4
APRD00972,pKa,MERCK INDEX (1996),7.3
APRD00402,Melting Point,PhysProp,83.5 °C
APRD00402,logP,,4.7
APRD00461,Water Solubility,,55 mg/L
APRD00461,Melting Point,,218-225 °C
APRD00461,logP,,0.6
DB07682,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",58.6 mg/L (at 24 °C)
DB07682,Melting Point,,214-218 °C
DB07682,logP,"HANSCH,C ET AL. (1995)",4.90
DB07682,logS,"ADME Research, USCD",-3.66
DB07682,caco2 Permeability,"ADME Research, USCD",-4.67
DB07682,pKa,SANGSTER (1994),10.4
APRD00843,logP,,1.7
APRD00305,Water Solubility,,Practically insoluble
APRD00305,logP,,6.2
APRD00154,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",49.4 mg/L (at 25 °C)
APRD00154,Melting Point,PhysProp,132-133 °C
APRD00154,logP,"HANSCH,C ET AL. (1995)",3.23
APRD00154,logS,"ADME Research, USCD",-3.46
APRD00154,pKa,SANGSTER (1994),7.48
APRD00053,Water Solubility,,"Freely soluble at neutral pH (350 mg/mL at 37 °C, pH 7.0)."
APRD00053,logP,,2.3
APRD00621,Water Solubility,,312 mg/ml
APRD00621,Melting Point,,233-234 °C
APRD00621,logP,,3.6
APRD00268,Water Solubility,,31.4 mg/L
APRD00268,Melting Point,PhysProp,215-217 °C
APRD00268,logP,"HANSCH,C ET AL. (1995)",2.55
APRD00268,pKa,,8.0
APRD00830,Water Solubility,,Freely soluble
APRD00830,Melting Point,"Fryer, R.I., Schmidt, R.A. and Sternbach, L.H.; U.S. Patent 3,100,770; August 13, 1963;
assigned to Hoffmann-LaRoche Inc.
Fryer, R.I., Schmidt, R.A. and Sternbach, L.H.; U.S. Patent 3,182,065; May 4, 1965;
assigned to Hoffmann-LaRoche Inc.
Fryer, R.I., Schmidt, R.A. and Sternbach, L.H.; US. Patent 3,182,067; May 4, 1965;
assigned to Hoffmann-LaRoche Inc.",238
DB02330,Water Solubility,"HORVATH,AL ET AL. (1999)",4070 mg/L (at 25 °C)
DB02330,Melting Point,"U.S. Patents 2,849,502, 2,921,098, 2,959,624, 3,082,263.",50-50.5
DB02330,Boiling Point,PhysProp,50.2 °C
DB02330,logP,"HANSCH,C ET AL. (1995)",2.30
DB02330,logS,"ADME Research, USCD",-1.71
APRD00926,Water Solubility,,0.2 g/mL
APRD00926,Melting Point,"Morozowich, W.; U.S. Patent 3,657,327; April 18,1972; assigned to The Upjohn Company.",100-101
APRD00926,logP,,-0.12
APRD00404,Water Solubility,,0.665 mg/mL
APRD00404,Melting Point,"Marks, H.C. and Rubin, M.I.; US. Patent 2,460,139; January 25,1949; assigned to Wallace
& Tiernan Products, Inc.",173-174
APRD00404,logP,"HANSCH,C ET AL. (1995)",2.86
APRD00667,Water Solubility,,29.7mg/mL
APRD00667,Melting Point,PhysProp,273 °C
APRD00667,logP,,1
APRD00789,Water Solubility,"MEYLAN,WM et al. (1996)",0.0103 mg/mL at 25 °C
APRD00789,Melting Point,PhysProp,156 dec °C
APRD00789,logP,,1.3
APRD00840,Water Solubility,,0.745 g/mL (at 20 °C)
APRD00840,Melting Point,,782 °C
APRD00502,Water Solubility,,28.3 mg/mL
APRD00502,Melting Point,PhysProp,254 dec °C
APRD00502,logP,"HANSCH,C ET AL. (1995)",-0.39
APRD00155,Melting Point,PhysProp,160 °C
APRD00155,logP,,2.3
APRD00040,Water Solubility,,Insoluble
APRD00040,Melting Point,,166.2 °C
APRD00040,logP,HTTP://WWW.RXLIST.COM,5.66
APRD00040,pKa,,3.70
APRD00695,Water Solubility,,1420 mg/L
APRD00695,Melting Point,,223 °C
APRD00695,logP,"HANSCH,C ET AL. (1995)",0.06
APRD00171,Water Solubility,"SHIU,WY ET AL. (1990)",1.7E+004 mg/L (at 16 °C)
APRD01007,Water Solubility,,Very soluble
APRD01007,Melting Point,"U.S. Patent 2,928,829
U.S. Patent 3,006,913
U.S. Patent 3,055,882",276-281
APRD01007,logP,,0.8
APRD00603,Water Solubility,[L1357],3.52e-04
APRD00603,Melting Point,[L1357],132
APRD00603,Boiling Point,[L1357],377
APRD00603,logP,[L1357],10.6
APRD00603,pKa,[L1357],10.6 (ethanol-air)
APRD00026,logP,,-6.3
APRD00097,Water Solubility,,Sparingly soluble in water
APRD00097,Melting Point,PhysProp,< 25 °C
APRD00097,Boiling Point,PhysProp,195 °C at 1.20E+01 mm Hg
APRD00097,logP,SANGSTER (1993),3.77
APRD00097,pKa,SANGSTER (1994),8.91
APRD00184,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1110 mg/L (at 25 °C)
APRD00184,Melting Point,PhysProp,174 °C
APRD00184,logP,"HANSCH,C ET AL. (1995)",1.47
APRD00184,pKa,"BUDAVARI,S ET AL. (1996)",7.3
APRD00683,logP,,3.5
APRD00061,Water Solubility,MERCK INDEX (1996); less than,1000 mg/L (at 25 °C)
APRD00061,Melting Point,"Baltzly, R. and Castillo, J.C.; U.S. Patent 2,630,435; March 3,1953; assigned to Burroughs
Wellcome & Co. (U.S.A.) Inc.",105.5-107.5
APRD00061,logP,,3
APRD00126,logP,,0.2
APRD00865,Water Solubility,MERCK INDEX (1996),2500 mg/L (at 25 °C)
APRD00865,Melting Point,Merck Index 2072,116.2-118.6
APRD00865,logP,,1.3
DB08417,Water Solubility,MERCK INDEX (1996),100 mg/L (at 25 °C)
DB08417,Melting Point,PhysProp,228 °C
DB08417,logP,,1.5
APRD00112,Melting Point,PhysProp,238.5 °C
APRD00112,logP,,3.5
APRD00007,Water Solubility,,3780 mg/L
APRD00007,Melting Point,"U.S. Patent 3,732,340.",39-41 °C
APRD00007,logP,"HANSCH,C ET AL. (1995)",0.86
APRD00261,Water Solubility,,Slightly soluble
APRD00261,logP,,3.2
APRD00025,Water Solubility,,Soluble
APRD00025,Melting Point,,200-205 °C
APRD00025,logP,"HANSCH,C ET AL. (1995)",2.09
APRD00418,Water Solubility,,0.986 mg/L
APRD00418,Melting Point,"Vanderberk, J., Kennis, L.E.J., Van der Aa, M.J.M.C. and Van Heertum, A.H.M.T.; U.S. Patents 4,066,772; January 3,1978; 4.1 10,333; August 29,1978; 4,126,687; November 21, 1978; 4,126,688; November 21,1978; 4,160,836; July 10,1979 and 4,175,129; November 20,1979; all assigned to Janssen Pharmaceutica NV (Belgium).",242.5 °C
APRD00418,logP,"EL TAYER,N ET AL. (1985)",3.90
APRD00418,pKa,"EL TAYAR,N ET AL. (1985)",7.9
APRD00981,Water Solubility,,67.5 mg/L
APRD00981,Melting Point,"U.S. Patent 2,793,218
U.S. Patent 2,813,881",265
APRD00981,logP,"HANSCH,C ET AL. (1995)",2.38
APRD00663,Melting Point,PhysProp,207.5 °C
APRD00663,logP,,4
DB13498,Boiling Point,"U.S. Patent 2,348,231.",196-198
DB13498,logP,,7.7
APRD00871,Melting Point,"Lohaus, G.and Dittmar, W.; U.S. Patents 3,972,888; August 3, 1976; and 3,883,545; May 13, 1975; both assigned to Hoechst A .G.",143
APRD00871,logP,,2.3
APRD00907,Water Solubility,,Negligible
APRD00907,Boiling Point,,23.5 °C
APRD00907,logP,,1.9
APRD00566,Water Solubility,,30.6 mg/L
APRD00566,Melting Point,,142 [HCl salt]
APRD00566,logP,"HANSCH,C ET AL. (1995)",2.16
APRD00648,logP,,3.5
APRD00158,Water Solubility,,2.4E+004 mg/L
APRD00158,Melting Point,PhysProp,248-249 °C
APRD00158,logP,"HANSCH,C ET AL. (1995)",0.83
APRD00158,pKa,SANGSTER (1994),8.17
APRD00772,Water Solubility,,259 mg/L
APRD00772,Melting Point,Merck Index 13,136-138
APRD00772,logP,"HANSCH,C ET AL. (1995)",1.71
APRD00772,caco2 Permeability,"ADME Research, USCD",-5.83
APRD00475,Melting Point,,131 °C
APRD00475,logP,,-1.8
APRD00129,Water Solubility,,48.4 mg/mL at 37 °C (acetate form)
APRD00129,Melting Point,"Bmitt, E.H. and Brown, W.R.; U.S. Patent 3,900,481; August 19,1975; assigned to Riker Laboratories, Inc.",228-229
APRD00129,logP,"MANNHOLD,R ET AL. (1990)",3.78
APRD00129,pKa,,9.3
APRD00625,Melting Point,"Fex, H.J., Hogtierg, K.B., Konyves, I. and Kneip, P.H.0.L; U.S. Patent 3,299,104; Jan. 17,
1967; assigned to Leo AB, Sweden.",155
APRD00625,logP,,5.7
APRD00164,Water Solubility,,Freely soluble
APRD00164,Melting Point,"Ondetti, M.A. and Cushman, D.W.; U.S. Patent 4,046,889; September 6, 1977; assigned t o
E.R. Squibb & Sons, Inc.
Ondetti, M.A. and Cushman, D.W.; U.S. Patent 4,105,776; August 8,1978; assigned to E.R.
Squibb & Sons, Inc.
Ondetti, M.A. and Cushman, D.W.; U.S. Patent 4,154,840; May 15,1979; assigned to E.R.
Squibb & Sons, Inc.",103-104
APRD00164,logP,"RANADIVE,SA ET AL. (1992)",0.34
APRD00356,Water Solubility,"MEYLAN,WM et al. (1996)",0.151 mg/mL at 25 °C
APRD00356,Melting Point,PhysProp,178 °C
APRD00356,logP,,0.8
APRD00622,Melting Point,"Fluckiger, E.,Troxler, F. and Hofmann, A,; US. Patent 3,752,814; August 14, 1973;
assigned to Sandoz Ltd., Switzerland.
Fluckiger, E., Troxler, F. and Hofmann, A.; U.S. Patent 3,752,888; August 14, 1973;
assigned to Sandoz Ltd., Switzerland.",215-218
APRD00622,logP,,3.5
APRD01217,logP,,4
APRD01068,logP,,-0.6
APRD00301,Water Solubility,"MCFARLAND,JW ET AL. (2001)",8330 mg/L (at 25 °C)
APRD00301,Melting Point,PhysProp,124-136 °C
APRD00301,logP,SANGSTER (1994),0.81
APRD00301,caco2 Permeability,"ADME Research, USCD",-5.41
APRD00301,pKa,MERCK INDEX (2001),9.67
APRD00371,logP,,-3.1
APRD00974,Water Solubility,,128 mg/L
APRD00974,Melting Point,PhysProp,201-203 °C
APRD00974,logP,MFG DATA SHEET,1.00
APRD00292,Water Solubility,,111 mg/L
APRD00292,Melting Point,PhysProp,88-90 °C
APRD00292,logP,"HANSCH,C & LEO,AJ (1985)",2.83
APRD00271,logP,,4.3
APRD01231,Water Solubility,,Practically insoluble
APRD01231,logP,,2.5
APRD00912,logP,,3.3
APRD00165,Melting Point,,209-211 °C
APRD00165,logP,"HANSCH,C ET AL. (1995)",2.40
APRD00181,Water Solubility,,0.33 mg/L
APRD00181,Melting Point,PhysProp,220 dec °C
APRD00181,logP,"MCFARLAND,JW ET AL. (1997)",3.16
APRD00181,pKa,"MCFARLAND,JW ET AL. (1997)",8.99 (at 25 °C)
APRD00395,Melting Point,,>155 °C
APRD00395,logP,,-1.7
APRD00395,caco2 Permeability,"ADME Research, USCD",-6.88
APRD00985,Melting Point,,25 °C
APRD00985,logP,,0.9
APRD00668,Water Solubility,,589 mg/L
APRD00668,Melting Point,PhysProp,105-107 °C
APRD00668,logP,"MANNHOLD,R ET AL. (1990)",2.66
APRD00955,Water Solubility,,Practically insoluble (1.5 mg/L)
