class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dicarboxylic acids and derivatives. These are organic compounds containing exactly two carboxylic acid groups.,Dicarboxylic acids and derivatives,EXPT01668,Organic compounds,Dicarboxylic acids and derivatives,Organic acids and derivatives
Diazines,This compound belongs to the class of organic compounds known as halopyrimidines. These are aromatic compounds containing a halogen atom linked to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.,Halopyrimidines,EXPT01946,Organic compounds,Pyrimidines and pyrimidine derivatives,Organoheterocyclic compounds
Benzimidazoles,"This compound belongs to the class of organic compounds known as phenylbenzimidazoles. These are compounds containing a phenylbenzimidazole skeleton, which consists of a benzimidazole moiety where its imidazole ring is attached to a phenyl group.",Phenylbenzimidazoles,EXPT01016,Organic compounds,Phenylbenzimidazoles,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as polyethylene glycols. These are oligomers or polymers of ethylene oxide, with the general formula (C2H4O)n (with n>=3).",Polyethylene glycols,EXPT02539,Organic compounds,Ethers,Organic oxygen compounds
,,,EXPT02927,,,
Peptidomimetics,"This compound belongs to the class of organic compounds known as hybrid peptides. These are compounds containing at least two different types of amino acids (alpha, beta, gamma, delta) linked to each other through a peptide bond.",Hybrid peptides,EXPT03087,Organic compounds,Hybrid peptides,Organic acids and derivatives
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as secondary carboxylic acid amides. These are compounds containing a secondary carboxylic acid amide functional group, with the general structure RC(=O)N(R')H (R,R'=alkyl, aryl).",Secondary carboxylic acid amides,EXPT01065,Organic compounds,Carboxylic acid derivatives,Organic acids and derivatives
Organooxygen compounds,This compound belongs to the class of organic compounds known as hydroxybenzaldehydes. These are organic aromatic compounds containing a benzene ring carrying an aldehyde group and a hydroxyl group.,Hydroxybenzaldehydes,EXPT01694,Organic compounds,Carbonyl compounds,Organic oxygen compounds
,,,EXPT03059,,,
Organooxygen compounds,"This compound belongs to the class of organic compounds known as tertiary alcohols. These are compounds in which a hydroxy group, -OH, is attached to a saturated carbon atom R3COH (R not H ).",Tertiary alcohols,EXPT02231,Organic compounds,Alcohols and polyols,Organic oxygen compounds
Glycerophospholipids,"This compound belongs to the class of organic compounds known as glycerophosphoethanolamines. These are glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms.",Glycerophosphoethanolamines,EXPT01580,Organic compounds,Glycerophosphoethanolamines,Lipids and lipid-like molecules
Organonitrogen compounds,"This compound belongs to the class of organic compounds known as dialkylamines. These are organic compounds containing a dialkylamine group, characterized by two alkyl groups bonded to the amino nitrogen.",Dialkylamines,EXPT02942,Organic compounds,Amines,Organic nitrogen compounds
Organooxygen compounds,This compound belongs to the class of organic compounds known as n-acyl-alpha-hexosamines. These are carbohydrate derivatives containing a hexose moiety in which the oxygen atom is replaced by an n-acyl group.,N-acyl-alpha-hexosamines,EXPT00365,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as straight chain fatty acids. These are fatty acids with a straight aliphatic chain.,Straight chain fatty acids,EXPT00774,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
,,,EXPT01844,,,
Organonitrogen compounds,This compound belongs to the class of organic compounds known as tetraalkylammonium salts. These are organonitrogen compounds containing a quaternary ammonium substituted with four alkyl chains.,Tetraalkylammonium salts,EXPT00030,Organic compounds,Quaternary ammonium salts,Organic nitrogen compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as n-benzylbenzamides. These are compounds containing a benzamide moiety that is N-linked to a benzyl group.,N-benzylbenzamides,EXPT00198,Organic compounds,Benzoic acids and derivatives,Benzenoids
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthalenes. These are compounds containing a naphthalene moiety, which consists of two fused benzene rings.",Naphthalenes,EXPT01484,Organic compounds,,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids and derivatives. These are compounds containing an alpha amino acid (or a derivative thereof) which bears an acyl group at its terminal nitrogen atom.,N-acyl-alpha amino acids and derivatives,EXPT02751,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01403,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organonitrogen compounds,This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group.,Aralkylamines,EXPT03307,Organic compounds,Amines,Organic nitrogen compounds
Pyridines and derivatives,This compound belongs to the class of organic compounds known as pyridoxamine 5'-phosphates. These are heterocyclic aromatic compounds containing a pyridoxamine that carries a phosphate group at the 5'-position.,Pyridoxamine 5'-phosphates,EXPT03066,Organic compounds,Pyridoxamines,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzene and substituted derivatives. These are aromatic compounds containing one monocyclic ring system consisting of benzene.,Benzene and substituted derivatives,EXPT00105,Organic compounds,,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as primary carboxylic acid amides. These are compounds comprising primary carboxylic acid amide functional group, with the general structure RC(=O)NH2.",Primary carboxylic acid amides,EXPT02721,Organic compounds,Carboxylic acid derivatives,Organic acids and derivatives
Organooxygen compounds,This compound belongs to the class of organic compounds known as monosaccharide phosphates. These are monosaccharides comprising a phosphated group linked to the carbohydrate unit.,Monosaccharide phosphates,EXPT01538,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom.,N-acyl-alpha amino acids,EXPT02981,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Indoles and derivatives,"This compound belongs to the class of organic compounds known as indolines. These are compounds containing an indole moiety, which consists of pyrrolidine ring fused to benzene  to form 2,3-dihydroindole.",Indolines,EXPT02828,Organic compounds,Indolines,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as monosaccharides. These are compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.",Monosaccharides,DB03599,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Phenols,This compound belongs to the class of organic compounds known as 1-hydroxy-2-unsubstituted benzenoids. These are phenols that a unsubstituted at the 2-position.,1-hydroxy-2-unsubstituted benzenoids,EXPT02440,Organic compounds,1-hydroxy-2-unsubstituted benzenoids,Benzenoids
Organooxygen compounds,"This compound belongs to the class of organic compounds known as monosaccharides. These are compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.",Monosaccharides,EXPT03266,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Organooxygen compounds,This compound belongs to the class of organic compounds known as alpha ketoaldehydes. These are organic compounds containing an aldehyde substituted with a keto group on the adjacent carbon.,Alpha ketoaldehydes,EXPT02707,Organic compounds,Carbonyl compounds,Organic oxygen compounds
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Diphenylmethanes,EXPT01167,Organic compounds,Diphenylmethanes,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dicarboxylic acids and derivatives. These are organic compounds containing exactly two carboxylic acid groups.,Dicarboxylic acids and derivatives,EXPT02110,Organic compounds,Dicarboxylic acids and derivatives,Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT00541,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,EXPT00322,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pteridines and derivatives,"This compound belongs to the class of organic compounds known as pterins and derivatives. These are polycyclic aromatic compounds containing a pterin moiety, which consist of a pteridine ring bearing a ketone and an amine group to form 2-aminopteridin-4(3H)-one.",Pterins and derivatives,EXPT02619,Organic compounds,Pterins and derivatives,Organoheterocyclic compounds
Purine nucleotides,This compound belongs to the class of organic compounds known as purine ribonucleoside monophosphates. These are nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.,Purine ribonucleoside monophosphates,EXPT01539,Organic compounds,Purine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Azoles,This compound belongs to the class of organic compounds known as triazoles. These are compounds containing  a five-member aromatic ring of two carbon atoms and three nitrogen atoms.,Triazoles,EXPT03109,Organic compounds,Triazoles,Organoheterocyclic compounds
Benzimidazoles,"This compound belongs to the class of organic compounds known as phenylbenzimidazoles. These are compounds containing a phenylbenzimidazole skeleton, which consists of a benzimidazole moiety where its imidazole ring is attached to a phenyl group.",Phenylbenzimidazoles,EXPT00302,Organic compounds,Phenylbenzimidazoles,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,EXPT02851,Organic compounds,Benzenesulfonamides,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01826,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as sulfanilides. These are organic aromatic compounds containing a sulfanilide moiety, with the general structure RS(=O)(=O)NC1=CC=CC=C1.",Sulfanilides,EXPT01889,Organic compounds,Sulfanilides,Benzenoids
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,DB03838,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Flavonoids,"This compound belongs to the class of organic compounds known as flavanones. These are compounds containing a flavan-3-one moiety, with a structure characterized by a 2-phenyl-3,4-dihydro-2H-1-benzopyran bearing a ketone at the carbon C3.",Flavanones,EXPT01172,Organic compounds,Flavans,Phenylpropanoids and polyketides
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01647,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organooxygen compounds,"This compound belongs to the class of organic compounds known as glucuronic acid derivatives. These are compounds containing a glucuronic acid moiety (or a derivative), which consists of a glucose moiety with the C6 carbon oxidized to a carboxylic acid.",Glucuronic acid derivatives,EXPT01594,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as diphenylethers. These are aromatic compounds containing two benzene rings linked to each other through an ether group.,Diphenylethers,DB12922,Organic compounds,Diphenylethers,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Phenylalanine and derivatives,EXPT00039,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pyrrolidines,This compound belongs to the class of organic compounds known as phenylpyrrolidines. These are polycyclic aromatic compounds containing a benzene ring linked to a pyrrolidine ring through a CC or CN bond. Pyrrolidine is a five-membered saturated aliphatic heterocycle with one nitrogen atom and four carbon atoms.,Phenylpyrrolidines,EXPT00229,Organic compounds,Phenylpyrrolidines,Organoheterocyclic compounds
,,,EXPT00936,,,
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as phenylhydrazines. These are compounds containing a phenylhydrazide moiety, which consists of a hydrazide substituent attached to a phenyl group.",Phenylhydrazines,EXPT00754,Organic compounds,Phenylhydrazines,Benzenoids
Purine nucleosides,This compound belongs to the class of organic compounds known as purine 3'-deoxyribonucleosides. These are compounds consisting of a purine linked to a ribose which lacks a hydroxyl group at position 3.,Purine 3'-deoxyribonucleosides,EXPT00167,Organic compounds,Purine 3'-deoxyribonucleosides,"Nucleosides, nucleotides, and analogues"
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as trifluoromethylbenzenes. These are organofluorine compounds that contain a benzene ring substituted with one or more trifluoromethyl groups.,Trifluoromethylbenzenes,EXPT01405,Organic compounds,Trifluoromethylbenzenes,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT00504,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Fatty Acyls,This compound belongs to the class of organic compounds known as 3-hydroxyacyl coas. These are organic compounds containing a 3-hydroxyl acylated coenzyme A derivative.,3-hydroxyacyl CoAs,EXPT00172,Organic compounds,Fatty acyl thioesters,Lipids and lipid-like molecules
S-alkyl-CoAs,This compound belongs to the class of organic compounds known as s-alkyl-coas. These are alkyl sulfides consisting of coenzyme A that carries an S-alkyl substituent.,S-alkyl-CoAs,EXPT00209,Organic compounds,,Lipids and lipid-like molecules
Tetrapyrroles and derivatives,"This compound belongs to the class of organic compounds known as cobalamin derivatives. These are organic compounds containing a corrin ring, a cobalt atom, an a nucleotide moiety. Cobalamin Derivatives are actually derived from vitamin B12.",Cobalamin derivatives,EXPT00979,Organic compounds,Corrinoids,Organoheterocyclic compounds
Organooxygen compounds,"This compound belongs to the class of organic compounds known as 4,5-disubstituted 2-deoxystreptamines. These are 2-deoxystreptamine aminoglycosides that a glycosidically linked to a pyranose of furanose unit at the C4- and C5-positions.","4,5-disubstituted 2-deoxystreptamines",EXPT02786,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Prenol lipids,This compound belongs to the class of organic compounds known as diterpene lactones. These are diterpenoids containing a lactone moiety.,Diterpene lactones,EXPT01959,Organic compounds,Terpene lactones,Lipids and lipid-like molecules
,,,EXPT00392,,,
Organooxygen compounds,This compound belongs to the class of organic compounds known as acylaminosugars. These are organic compounds containing a sugar linked to a chain through N-acyl group.,Acylaminosugars,EXPT02354,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Steroids and steroid derivatives,"This compound belongs to the class of organic compounds known as dihydroxy bile acids, alcohols and derivatives. These are compounds containing or derived from a bile acid or alcohol, and which bears exactly two carboxylic acid groups.","Dihydroxy bile acids, alcohols and derivatives",DB07690,Organic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules
Macrolide lactams,This compound belongs to the class of organic compounds known as macrolide lactams. These are cyclic polyketides containing  both a cyclic amide and a cyclic ester group.,Macrolide lactams,EXPT00237,Organic compounds,,Phenylpropanoids and polyketides
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof.",Alpha amino acids and derivatives,EXPT00635,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Quinolines and derivatives,This compound belongs to the class of organic compounds known as phenylquinolines. These are heterocyclic compounds containing a quinoline moiety substituted with a phenyl group.,Phenylquinolines,EXPT00358,Organic compounds,Phenylquinolines,Organoheterocyclic compounds
Fatty Acyls,This compound belongs to the class of organic compounds known as medium-chain fatty acids. These are fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.,Medium-chain fatty acids,EXPT01273,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Indoles and derivatives,"This compound belongs to the class of organic compounds known as indoles and derivatives. These are organic compounds containing an indole, which is a bicyclic ring system made up of a six-membered benzene ring fused to a five-membered nitrogen-containing pyrrole ring.",Indoles and derivatives,EXPT00154,Organic compounds,,Organoheterocyclic compounds
Polycyclic hydrocarbons,This compound belongs to the class of organic compounds known as polycyclic hydrocarbons. These are polycyclic organic compounds made up only of carbon and hydrogen atoms.,Polycyclic hydrocarbons,EXPT00433,Organic compounds,,Hydrocarbons
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzene and substituted derivatives. These are aromatic compounds containing one monocyclic ring system consisting of benzene.,Benzene and substituted derivatives,EXPT01930,Organic compounds,,Benzenoids
Pyridines and derivatives,"This compound belongs to the class of organic compounds known as pyridoxals and derivatives. These are compounds containing a pyridoxal moiety, which consists of a pyridine ring substituted at positions 2,3,4, and 5 by a methyl group, a hydroxyl group, a carbaldehyde group, and a hydroxymethyl group, respectively.",Pyridoxals and derivatives,EXPT02377,Organic compounds,Pyridine carboxaldehydes,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as iodobenzenes. These are aromatic compounds containing one or more iodine atoms attached to a benzene.,Iodobenzenes,EXPT01829,Organic compounds,Halobenzenes,Benzenoids
,,,EXPT03144,,,
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT02754,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Glycerophospholipids,This compound belongs to the class of organic compounds known as monoalkylglycerophosphocholines. These are compounds containing glycerophosphocholine moiety attached to an fatty acyl chain through an ether bond.,Monoalkylglycerophosphocholines,EXPT02056,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules
Organooxygen compounds,This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond.,O-glycosyl compounds,EXPT01335,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Organic sulfonic acids and derivatives,"This compound belongs to the class of organic compounds known as organosulfonic acids. These are compounds containing the sulfonic acid group, which has the general structure RS(=O)2OH (R is not a hydrogen atom).",Organosulfonic acids,EXPT01359,Organic compounds,Organosulfonic acids and derivatives,Organic acids and derivatives
Carboximidic acids and derivatives,"This compound belongs to the class of organic compounds known as carboximidic acids. These are organic acids with the general formula RC(=N)-OH (R=H, organic group).",Carboximidic acids,EXPT01617,Organic compounds,Carboximidic acids,Organic acids and derivatives
Organonitrogen compounds,"This compound belongs to the class of organic compounds known as guanidines. These are compounds containing a guanidine moiety, with the general structure (R1R2N)(R3R4N)C=N-R5.",Guanidines,EXPT02563,Organic compounds,Guanidines,Organic nitrogen compounds
Purine nucleotides,This compound belongs to the class of organic compounds known as purine ribonucleoside monophosphates. These are nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.,Purine ribonucleoside monophosphates,EXPT00898,Organic compounds,Purine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Orthocarboxylic acid derivatives,"This compound belongs to the class of organic compounds known as orthocarboxylic acid derivatives. These are organic compounds containing the orhtocarboxylic acid functional group, with the RC(X)(X)X (R=H, alkyl, aryl; X=OH, alkoxy, aryloxy, substituted amino, etc.).",Orthocarboxylic acid derivatives,EXPT01555,Organic compounds,,Organic acids and derivatives
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as aspartic acid and derivatives. These are compounds containing an aspartic acid or a derivative thereof resulting from reaction of aspartic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Aspartic acid and derivatives,DB02157,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pyrimidine nucleosides,This compound belongs to the class of organic compounds known as pyrimidine 2'-deoxyribonucleosides. These are compounds consisting of a pyrimidine linked to a ribose which lacks a hydroxyl group at position 2.,Pyrimidine 2'-deoxyribonucleosides,EXPT01298,Organic compounds,Pyrimidine 2'-deoxyribonucleosides,"Nucleosides, nucleotides, and analogues"
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as leucine and derivatives. These are compounds containing leucine or a derivative thereof resulting from reaction of leucine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Leucine and derivatives,EXPT00107,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzimidazoles,"This compound belongs to the class of organic compounds known as phenylbenzimidazoles. These are compounds containing a phenylbenzimidazole skeleton, which consists of a benzimidazole moiety where its imidazole ring is attached to a phenyl group.",Phenylbenzimidazoles,EXPT01013,Organic compounds,Phenylbenzimidazoles,Organoheterocyclic compounds
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as hydroxybenzoic acid derivatives. These are compounds containing a hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxyl and a hydroxyl groups.",Hydroxybenzoic acid derivatives,EXPT00171,Organic compounds,Benzoic acids and derivatives,Benzenoids
Organic phosphonic acids and derivatives,This compound belongs to the class of organic compounds known as organic phosphonic acids. These are organic compounds containing phosphonic acid.,Organic phosphonic acids,EXPT02491,Organic compounds,Organic phosphonic acids,Organic acids and derivatives
Prenol lipids,This compound belongs to the class of organic compounds known as acyclic diterpenoids. These are diterpenoids (compounds made of four consecutive isoprene units) that do not contain a cycle.,Acyclic diterpenoids,EXPT01991,Organic compounds,Diterpenoids,Lipids and lipid-like molecules
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzamides. These are organic compounds containing a carboxamido substituent attached to a benzene ring.,Benzamides,EXPT01914,Organic compounds,Benzoic acids and derivatives,Benzenoids
,,,EXPT00713,,,
Organic phosphonic acids and derivatives,This compound belongs to the class of organic compounds known as bisphosphonates. These are organic compounds containing two phosphonate groups linked together through a carbon atoms.,Bisphosphonates,EXPT00850,Organic compounds,Bisphosphonates,Organic acids and derivatives
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof.",Alpha amino acids and derivatives,EXPT02029,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Phenols,"This compound belongs to the class of organic compounds known as nitrophenols. These are compounds containing a nitrophenol moiety, which consists of a benzene ring bearing both a hydroxyl group and a nitro group on two different ring carbon atoms.",Nitrophenols,EXPT03078,Organic compounds,Nitrophenols,Benzenoids
Organooxygen compounds,"This compound belongs to the class of organic compounds known as glucuronic acid derivatives. These are compounds containing a glucuronic acid moiety (or a derivative), which consists of a glucose moiety with the C6 carbon oxidized to a carboxylic acid.",Glucuronic acid derivatives,EXPT02024,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Diazines,This compound belongs to the class of organic compounds known as aminopyrimidines and derivatives. These are organic compounds containing an amino group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.,Aminopyrimidines and derivatives,EXPT03273,Organic compounds,Pyrimidines and pyrimidine derivatives,Organoheterocyclic compounds
Organic disulfides,This compound belongs to the class of organic compounds known as dialkyldisulfides. These are organic compounds containing a disulfide group R-SS-R' where R and R' are both alkyl groups.,Dialkyldisulfides,EXPT02654,Organic compounds,Dialkyldisulfides,Organosulfur compounds
Organonitrogen compounds,This compound belongs to the class of organic compounds known as s-triazinyl-2-sulfonylureas. These are aromatic heterocyclic compounds containing a s-triazine ring which is substituted with a urea at the ring 2-position.,S-triazinyl-2-sulfonylureas,EXPT00085,Organic compounds,Sulfonylureas,Organic nitrogen compounds
Organooxygen compounds,This compound belongs to the class of organic compounds known as hexoses. These are monosaccharides in which the sugar unit is a is a six-carbon containing moeity.,Hexoses,EXPT01010,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,Alpha amino acid amides,EXPT00594,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organonitrogen compounds,This compound belongs to the class of organic compounds known as monoalkylamines. These are organic compounds containing an primary aliphatic amine group.,Monoalkylamines,EXPT02080,Organic compounds,Amines,Organic nitrogen compounds
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Phenylalanine and derivatives,EXPT02587,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT02415,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pyridines and derivatives,This compound belongs to the class of organic compounds known as pyridoxamine 5'-phosphates. These are heterocyclic aromatic compounds containing a pyridoxamine that carries a phosphate group at the 5'-position.,Pyridoxamine 5'-phosphates,EXPT02714,Organic compounds,Pyridoxamines,Organoheterocyclic compounds
Imidazopyrimidines,This compound belongs to the class of organic compounds known as hypoxanthines. These are compounds containing the purine derivative 1H-purin-6(9H)-one. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,Hypoxanthines,EXPT02125,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
(5'->5')-dinucleotides,This compound belongs to the class of organic compounds known as (5'->5')-dinucleotides. These are dinucleotides where the two bases are connected via a (5'->5')-phosphodiester linkage.,(5'->5')-dinucleotides,EXPT03194,Organic compounds,,"Nucleosides, nucleotides, and analogues"
Diazines,"This compound belongs to the class of organic compounds known as pyrimidones. These are compounds that contain a pyrimidine ring, which bears a ketone. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.",Pyrimidones,EXPT00583,Organic compounds,Pyrimidines and pyrimidine derivatives,Organoheterocyclic compounds
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as salicylamides. These are carboxamide derivatives of salicylic acid. Salicylic acid is the ortho-hydroxylated derivative of benzoic acid.,Salicylamides,EXPT02867,Organic compounds,Benzoic acids and derivatives,Benzenoids
Pyrimidine nucleotides,This compound belongs to the class of organic compounds known as pyrimidine ribonucleoside monophosphates. These are pyrimidine ribobucleotides with monophosphate group  linked to the ribose moiety.,Pyrimidine ribonucleoside monophosphates,EXPT00725,Organic compounds,Pyrimidine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as fluorobenzenes. These are compounds containing one or more fluorine atoms attached to a benzene ring.,Fluorobenzenes,EXPT00212,Organic compounds,Halobenzenes,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof.",Alpha amino acids and derivatives,EXPT02452,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Steroids and steroid derivatives,This compound belongs to the class of organic compounds known as cardenolides and derivatives. These are steroid lactones containing a furan-2-one moiety linked to the C17 atom of a cyclopenta[a]phenanthrene derivative.,Cardenolides and derivatives,EXPT01244,Organic compounds,Steroid lactones,Lipids and lipid-like molecules
