drugbank-id,ingredients,name
DB10329,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10330,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10331,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10332,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10333,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10334,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10335,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10336,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10337,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10338,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10339,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10340,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10341,Streptococcus pneumoniae type 1 capsular polysaccharide antigen + Streptococcus pneumoniae type 10a capsular polysaccharide antigen + Streptococcus pneumoniae type 11a capsular polysaccharide antigen + Streptococcus pneumoniae type 12f capsular polysaccharide antigen + Streptococcus pneumoniae type 14 capsular polysaccharide antigen + Streptococcus pneumoniae type 15b capsular polysaccharide antigen + Streptococcus pneumoniae type 17f capsular polysaccharide antigen + Streptococcus pneumoniae type 18c capsular polysaccharide antigen + Streptococcus pneumoniae type 19a capsular polysaccharide antigen + Streptococcus pneumoniae type 19f capsular polysaccharide antigen + Streptococcus pneumoniae type 2 capsular polysaccharide antigen + Streptococcus pneumoniae type 20 capsular polysaccharide antigen + Streptococcus pneumoniae type 22f capsular polysaccharide antigen + Streptococcus pneumoniae type 23f capsular polysaccharide antigen + Streptococcus pneumoniae type 3 capsular polysaccharide antigen + Streptococcus pneumoniae type 33f capsular polysaccharide antigen + Streptococcus pneumoniae type 4 capsular polysaccharide antigen + Streptococcus pneumoniae type 5 capsular polysaccharide antigen + Streptococcus pneumoniae type 6b capsular polysaccharide antigen + Streptococcus pneumoniae type 7f capsular polysaccharide antigen + Streptococcus pneumoniae type 8 capsular polysaccharide antigen + Streptococcus pneumoniae type 9n capsular polysaccharide antigen + Streptococcus pneumoniae type 9v capsular polysaccharide antigen,Pneumovax 23
DB10342,Haemophilus influenzae type b capsular polysaccharide meningococcal outer membrane protein conjugate antigen,PedvaxHIB
DB10343,Bacillus calmette-guerin substrain tice live antigen,Oncotice
DB10344,Ginger,Ginger
DB10345,House dust,House Dust
DB10346,Acacia longifolia pollen,"Pollens - Trees, Acacia Acacia longifolia"
DB10348,Acer negundo pollen + Betula nigra pollen + Black walnut + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus deltoides subsp. monilifera pollen + Quercus rubra pollen + Salix nigra bark + Ulmus crassifolia pollen,10 Tree Mix
DB10349,Paspalum notatum pollen,"Pollens - Grasses, Bahia Grass Paspalum notatum"
DB10350,Fagus grandifolia pollen,"Pollens - Trees, Beech, American Fagus grandifolia"
DB10585,Agrostis gigantea pollen + Anthoxanthum odoratum + Cynodon dactylon pollen + Dactylis glomerata pollen + Festuca pratensis pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen + Sorghum halepense pollen,9 Southern Grass Mix
DB10352,Betula lenta pollen,Cherry Birch Pollen
DB10353,Poa annua pollen,Annual Bluegrass
DB10354,Acer negundo pollen + Betula nigra pollen + Black walnut + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus deltoides subsp. monilifera pollen + Quercus rubra pollen + Salix nigra bark + Ulmus crassifolia pollen,10 Tree Mix
DB10355,Bromus inermis pollen,"Pollens - Grasses, Brome, Smooth Bromus inermis"
DB10356,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10357,Zea mays pollen,"Pollens - Grasses, Corn, Cultivated Zea mays"
DB10359,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10360,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10361,Ulmus americana pollen,"Pollens - Trees, Elm, American Ulmus americana"
DB10362,Ulmus pumila pollen,Chinese Elm Pollen
DB10363,Corylus americana pollen,Hazelnut Pollen
DB10364,Acer negundo pollen + Betula nigra pollen + Black walnut + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus deltoides subsp. monilifera pollen + Quercus rubra pollen + Salix nigra bark + Ulmus crassifolia pollen,10 Tree Mix
DB10365,Agrostis gigantea pollen + Anthoxanthum odoratum + Cynodon dactylon pollen + Dactylis glomerata pollen + Festuca pratensis pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen + Sorghum halepense pollen,9 Southern Grass Mix
DB10366,Anthoxanthum odoratum pollen + Dactylis glomerata pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen,Oralair
DB10368,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10369,Acer saccharum pollen,"Pollens - Trees, Maple, Hard Acer saccharum"
DB10370,Agrostis gigantea pollen + Anthoxanthum odoratum + Cynodon dactylon pollen + Dactylis glomerata pollen + Festuca pratensis pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen + Sorghum halepense pollen,9 Southern Grass Mix
DB10371,Prosopis juliflora pollen,"Pollens - Trees, Mesquite, Prosopis juliflora"
DB10372,Artemisia vulgaris pollen,"Pollens - Weeds and Garden Plants, Sagebrush, Mugwort Artemisia vulgaris"
DB10373,Morus rubra pollen,Red Mulberry Pollen
DB10374,Quercus agrifolia pollen,Coast Live Oak Pollen
DB10375,Quercus virginiana pollen,Live Oak
DB10376,Acer saccharinum pollen + Alnus rhombifolia pollen + Betula lenta whole + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus alba pollen + Quercus alba pollen + Ulmus crassifolia pollen,9 Tree Mix
DB10377,Avena sativa pollen,"Pollens - Grasses, Oats, Common, Cultivated Avena sativa"
DB10378,Olea europaea pollen,"Pollens - Trees, Olive Olea europaea"
DB10402,Anthoxanthum odoratum pollen + Dactylis glomerata pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen,Oralair
DB10381,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10382,Amaranthus retroflexus pollen + Artemisia vulgaris root + Chenopodium album pollen + Plantago lanceolata pollen + Rumex acetosella pollen + Rumex crispus pollen + Xanthium strumarium pollen,WEED MIX Number 7B
DB10383,Acer saccharinum pollen + Alnus rhombifolia pollen + Betula lenta whole + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus alba pollen + Quercus alba pollen + Ulmus crassifolia pollen,9 Tree Mix
DB10384,Ambrosia acanthicarpa pollen,False Ragweed Pollen
DB05583,Ambrosia artemisiifolia pollen,Short Ragweed Pollen
DB10386,Ambrosia trifida pollen,"Pollens - Weeds and Garden Plants, Ragweed, Giant Ambrosia trifida"
DB10387,Ambrosia psilostachya pollen,"Pollens - Weeds and Garden Plants, Ragweed. Western Ambrosia psilostachya"
DB10388,Salsola kali pollen,"Pollens - Weeds and Garden Plants, Russian Thistle Salsola kali"
DB10405,Anthoxanthum odoratum pollen + Dactylis glomerata pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen,Oralair
DB10390,Artemisia tridentata pollen,Common Sage Pollen
DB10391,Atriplex wrightii pollen,Annual Saltbush
DB10392,Acer negundo pollen + Betula nigra pollen + Black walnut + Carya ovata pollen + Fraxinus americana pollen + Platanus occidentalis pollen + Populus deltoides subsp. monilifera pollen + Quercus rubra pollen + Salix nigra bark + Ulmus crassifolia pollen,10 Tree Mix
DB10393,Platanus racemosa pollen,Western Sycamore Pollen
DB05908,Anthoxanthum odoratum pollen + Dactylis glomerata pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen,Oralair
DB10395,Holcus lanatus pollen,Velvet Grass Pollen
DB10396,Juglans nigra pollen,"Pollens - Trees, Walnut, Black Juglans nigra"
DB10397,Juglans californica pollen,Calif. Black Walnut Pollen
DB10398,Salix nigra pollen,"Pollens - Trees, Willow, Black Salix nigra"
DB10399,Felis catus skin,Allergenic Extract-standardized Cat Pelt
DB05902,Dermatophagoides farinae + Dermatophagoides pteronyssinus,Odactra
DB10401,Dermatophagoides farinae + Dermatophagoides pteronyssinus,Odactra
DB10403,Agrostis gigantea pollen + Anthoxanthum odoratum + Cynodon dactylon pollen + Dactylis glomerata pollen + Festuca pratensis pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen + Sorghum halepense pollen,9 Southern Grass Mix
DB10404,Anthoxanthum odoratum pollen + Dactylis glomerata pollen + Lolium perenne pollen + Phleum pratense pollen + Poa pratensis pollen,Oralair
DB10406,Bos taurus skin,Cattle Epithelia
DB10408,Cotton seed,Cottonseed
DB10411,Ceiba pentandra fiber,Kapok
DB10412,Mus musculus skin,Mouse Epithelia
DB10709,Orris,Orris Root
DB10415,Rabbit,Rabbit Meat
DB10416,Cavia porcellus skin,Guinea Pig Epithelia
DB10689,Periplaneta americana,"Insects whole body cockroach, American Periplaneta americana"
DB10692,Blatella germanica,"Insects whole body Cockroach, German Blatella germanica"
DB10419,Solenopsis invicta,Fire Ant
DB10420,Gallus gallus feather,Chicken Feather
DB10421,Anas platyrhynchos feather,Duck Feather
DB10422,Anser anser feather,Goose Feather
DB10423,Acremonium strictum,Cephalosporium
DB10595,Alternaria alternata + Aspergillus fumigatus + Aspergillus nidulans + Aspergillus niger var. niger + Aspergillus terreus + Aureobasidium pullulans var. pullutans + Cladosporium cladosporioides + Clonostachys rosea f. rosea + Dendryphiella vinosa + Fusarium oxysporum vasinfectum + Mucor racemosus + Penicillium chrysogenum var. chrysogenum + Penicillium digitatum + Penicillium expansum + Penicillium glaucum + Phoma exigua var. exigua + Rhizopus stolonifer,Molds - Mold Mix 10
DB10425,Alternaria alternata + Aspergillus fumigatus + Aspergillus nidulans + Aspergillus niger var. niger + Aspergillus terreus + Aureobasidium pullulans var. pullutans + Cladosporium cladosporioides + Clonostachys rosea f. rosea + Dendryphiella vinosa + Fusarium oxysporum vasinfectum + Mucor racemosus + Penicillium chrysogenum var. chrysogenum + Penicillium digitatum + Penicillium expansum + Penicillium glaucum + Phoma exigua var. exigua + Rhizopus stolonifer,Molds - Mold Mix 10
DB10426,Alternaria alternata + Aspergillus fumigatus + Aspergillus nidulans + Aspergillus niger var. niger + Aspergillus terreus + Aureobasidium pullulans var. pullutans + Cladosporium cladosporioides + Clonostachys rosea f. rosea + Dendryphiella vinosa + Fusarium oxysporum vasinfectum + Mucor racemosus + Penicillium chrysogenum var. chrysogenum + Penicillium digitatum + Penicillium expansum + Penicillium glaucum + Phoma exigua var. exigua + Rhizopus stolonifer,Molds - Mold Mix 10
DB10427,Alternaria alternata + Aspergillus fumigatus + Aspergillus nidulans + Aspergillus niger var. niger + Aspergillus terreus + Aureobasidium pullulans var. pullutans + Cladosporium cladosporioides + Clonostachys rosea f. rosea + Dendryphiella vinosa + Fusarium oxysporum vasinfectum + Mucor racemosus + Penicillium chrysogenum var. chrysogenum + Penicillium digitatum + Penicillium expansum + Penicillium glaucum + Phoma exigua var. exigua + Rhizopus stolonifer,Molds - Mold Mix 10
DB10428,Botrytis cinerea + Candida albicans + Rhodotorula mucilaginosa + Trichophyton mentagrophytes,Mold Mix C
DB10429,Botrytis cinerea + Candida albicans + Rhodotorula mucilaginosa + Trichophyton mentagrophytes,Mold Mix C
DB10430,Chaetomium globosum,Chaetomium
